method,dataset,seed,noise_rate,pretrain_fraction,pretrain_training_mode,es_budget,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,test_inappropriate_risk,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,hit_limit,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine,mean_support_redundancy,max_support_redundancy,mean_selected_residual_novelty,local_redundancy_hit_rate,residual_redundancy_hit_rate,strong_redundancy_hit_rate,group_revisit_rate,unique_group_fraction,max_group_selection_fraction,mode_entropy,minority_mode_fraction,spectral_entropy,dynamic_mu,dynamic_redundancy_weight,variant,sweep_name,sweep_value,mu,global_redundancy_weight,residual_rank,gamma_value
PU-R,boundary_duplicate_fashion_mnist,1,0.3,0.3,support,100,100,3500,1500,104,1240,1344,0.41355543164536357,0.29500000000000004,0.295,,,,,1.9576949139591306,0,0,101,0.8076923076923077,0.8653846153846154,0.7354872226715088,0.7354872226715088,0.9983342885971069,0.09052280430654877,0.7475728155339806,0.7864077669902912,0.7475728155339806,0.9807692307692307,0.019230769230769232,0.8653846153846154,0.56996137604035,0.1346153846153846,0.2733595464376153,1.3633202267811924,1.3633202267811924,mu=1,mu,1.0,1.0,1.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,1,0.3,0.3,support,200,200,3500,1500,204,1276,1480,0.45295686076860875,0.33499999999999996,0.335,,,,,5.549305035965517,0,1,201,0.7549019607843137,0.8235294117647058,0.7836714386940002,0.7836714386940002,0.9977624416351318,0.0623238342148917,0.7142857142857143,0.8768472906403941,0.7142857142857143,0.9901960784313726,0.00980392156862745,0.8235294117647058,0.672294817075638,0.17647058823529413,0.24287862773473123,1.3785606861326345,1.3785606861326345,mu=1,mu,1.0,1.0,1.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,1,0.3,0.3,support,50,50,3500,1500,54,1346,1400,0.4298032389488071,0.34025000000000005,0.34025,,,,,0.8278451570076868,0,0,51,0.7407407407407407,0.8333333333333334,0.6866209506988525,0.6866209506988525,0.9989662170410156,0.13402534487112513,0.6037735849056604,0.6037735849056604,0.6037735849056604,0.9629629629629629,0.037037037037037035,0.8333333333333334,0.6500224216483541,0.16666666666666666,0.323000311229932,2.007749766577551,1.338499844385034,mu=1.5,mu,1.5,1.5,1.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,1,0.3,0.3,support,100,100,3500,1500,104,1243,1347,0.4144267027149908,0.2905,0.2905,,,,,1.95592655998189,0,0,101,0.7884615384615384,0.8557692307692307,0.7267533540725708,0.7267533540725708,0.9983992576599121,0.09667882728345185,0.7184466019417476,0.7669902912621359,0.7184466019417476,0.9807692307692307,0.019230769230769232,0.8557692307692307,0.5952124653513117,0.14423076923076922,0.28305439360774465,2.037709204794192,1.3584728031961277,mu=1.5,mu,1.5,1.5,1.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,1,0.3,0.3,support,200,200,3500,1500,204,1269,1473,0.4509335877955891,0.33875,0.33875,,,,,5.549555359990336,0,1,201,0.7450980392156863,0.7941176470588235,0.7820734977722168,0.7820734977722168,0.9977545738220215,0.06385175142382166,0.6896551724137931,0.8719211822660099,0.6896551724137931,0.9901960784313726,0.00980392156862745,0.7941176470588235,0.7335379291086666,0.20588235294117646,0.24452369226147544,2.0666072308038936,1.3777381538692623,mu=1.5,mu,1.5,1.5,1.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,1,0.3,0.3,support,50,50,3500,1500,54,1355,1409,0.43241137807490304,0.34225000000000005,0.34225,,,,,0.8307311900425702,0,0,51,0.7592592592592593,0.8333333333333334,0.7162903547286987,0.7162903547286987,0.9988816976547241,0.10704399167366747,0.7358490566037735,0.7358490566037735,0.7358490566037735,0.9629629629629629,0.037037037037037035,0.8333333333333334,0.6500224216483541,0.16666666666666666,0.2821336254295994,1.3589331872852002,0.0,lambda=0,global_redundancy_weight,0.0,1.0,0.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,1,0.3,0.3,support,100,100,3500,1500,104,1239,1343,0.4132649864186533,0.29674999999999996,0.29675,,,,,1.9590246060397476,0,0,101,0.8269230769230769,0.875,0.7462320327758789,0.7462320327758789,0.9983853697776794,0.07685688687759695,0.8155339805825242,0.8543689320388349,0.8155339805825242,0.9807692307692307,0.019230769230769232,0.875,0.5435644431995964,0.125,0.25567162425179946,1.3721641878741002,0.0,lambda=0,global_redundancy_weight,0.0,1.0,0.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,1,0.3,0.3,support,200,200,3500,1500,204,1295,1499,0.45844604243757203,0.34325000000000006,0.34325,,,,,5.551571293035522,0,1,201,0.7794117647058824,0.8235294117647058,0.7879029512405396,0.7879029512405396,0.9977281093597412,0.056028233666725345,0.7536945812807881,0.9064039408866995,0.7487684729064039,0.9901960784313726,0.00980392156862745,0.8235294117647058,0.672294817075638,0.17647058823529413,0.23685383024137116,1.3815730848793144,0.0,lambda=0,global_redundancy_weight,0.0,1.0,0.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,1,0.3,0.3,support,50,50,3500,1500,54,1349,1403,0.43067271390464157,0.3415,0.3415,,,,,0.8301216859836131,0,0,51,0.7592592592592593,0.8333333333333334,0.7071897387504578,0.7071897387504578,0.9989244341850281,0.11555673828664816,0.6981132075471698,0.6981132075471698,0.6981132075471698,0.9629629629629629,0.037037037037037035,0.8333333333333334,0.6500224216483541,0.16666666666666666,0.2952826808117043,1.352358659594148,0.676179329797074,lambda=0.5,global_redundancy_weight,0.5,1.0,0.5,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,1,0.3,0.3,support,100,100,3500,1500,104,1246,1350,0.415297876636032,0.29425,0.29425,,,,,1.9693986469646916,0,0,101,0.8076923076923077,0.875,0.7425135970115662,0.7425135970115662,0.9983487129211426,0.0843930415158133,0.7669902912621359,0.8058252427184466,0.7669902912621359,0.9807692307692307,0.019230769230769232,0.875,0.5435644431995964,0.125,0.2647230675125546,1.3676384662437227,0.6838192331218613,lambda=0.5,global_redundancy_weight,0.5,1.0,0.5,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,1,0.3,0.3,support,200,200,3500,1500,204,1280,1484,0.4541127885458991,0.34475,0.34475,,,,,5.544921946013346,0,1,201,0.7598039215686274,0.8186274509803921,0.787143349647522,0.787143349647522,0.9977098107337952,0.059607940941608595,0.7241379310344828,0.8866995073891626,0.7192118226600985,0.9901960784313726,0.00980392156862745,0.8186274509803921,0.6830704823075845,0.18137254901960784,0.2396480795654637,1.3801759602172683,0.6900879801086341,lambda=0.5,global_redundancy_weight,0.5,1.0,0.5,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,1,0.3,0.3,support,50,50,3500,1500,54,1346,1400,0.4298032389488071,0.34075,0.34075,,,,,0.8277772560250014,0,0,51,0.7407407407407407,0.8333333333333334,0.6963101029396057,0.6963101029396057,0.9989671111106873,0.12533747924948638,0.6415094339622641,0.6415094339622641,0.6415094339622641,0.9629629629629629,0.037037037037037035,0.8333333333333334,0.6500224216483541,0.16666666666666666,0.3100751813376704,1.3449624093311647,1.3449624093311647,lambda=1,global_redundancy_weight,1.0,1.0,1.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,1,0.3,0.3,support,100,100,3500,1500,104,1240,1344,0.41355543164536357,0.29500000000000004,0.295,,,,,1.9798467530636117,0,0,101,0.8076923076923077,0.8653846153846154,0.7354872226715088,0.7354872226715088,0.9983342885971069,0.09052280430654877,0.7475728155339806,0.7864077669902912,0.7475728155339806,0.9807692307692307,0.019230769230769232,0.8653846153846154,0.56996137604035,0.1346153846153846,0.2733595464376153,1.3633202267811924,1.3633202267811924,lambda=1,global_redundancy_weight,1.0,1.0,1.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,1,0.3,0.3,support,200,200,3500,1500,204,1276,1480,0.45295686076860875,0.33499999999999996,0.335,,,,,5.548909604083747,0,1,201,0.7549019607843137,0.8235294117647058,0.7836714386940002,0.7836714386940002,0.9977624416351318,0.0623238342148917,0.7142857142857143,0.8768472906403941,0.7142857142857143,0.9901960784313726,0.00980392156862745,0.8235294117647058,0.672294817075638,0.17647058823529413,0.24287862773473123,1.3785606861326345,1.3785606861326345,lambda=1,global_redundancy_weight,1.0,1.0,1.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,1,0.3,0.3,support,50,50,3500,1500,54,1348,1402,0.43038289953256026,0.3395,0.3395,,,,,0.8513473280472681,0,0,51,0.7222222222222222,0.8148148148148148,0.6881927847862244,0.6881927847862244,0.9989743828773499,0.1321069637559495,0.6037735849056604,0.6037735849056604,0.6037735849056604,0.9629629629629629,0.037037037037037035,0.8148148148148148,0.691289869405789,0.18518518518518517,0.3212419895902803,1.3393790052048598,2.0090685078072896,lambda=1.5,global_redundancy_weight,1.5,1.0,1.5,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,1,0.3,0.3,support,100,100,3500,1500,104,1248,1352,0.4158786053303629,0.2915,0.2915,,,,,1.9858572910306975,0,0,101,0.7788461538461539,0.8557692307692307,0.7247035503387451,0.7247035503387451,0.9983690977096558,0.09688992581321197,0.6990291262135923,0.7378640776699029,0.6990291262135923,0.9807692307692307,0.019230769230769232,0.8557692307692307,0.5952124653513117,0.14423076923076922,0.28466514927586517,1.3576674253620675,2.0365011380431013,lambda=1.5,global_redundancy_weight,1.5,1.0,1.5,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,1,0.3,0.3,support,200,200,3500,1500,204,1265,1469,0.44977720332099125,0.33325000000000005,0.33325,,,,,5.55342686700169,0,1,201,0.7401960784313726,0.803921568627451,0.7829208970069885,0.7829208970069885,0.9978582859039307,0.06454162673997174,0.6847290640394089,0.8620689655172413,0.6847290640394089,0.9901960784313726,0.00980392156862745,0.803921568627451,0.7140152804378671,0.19607843137254902,0.24459645356703638,1.3777017732164818,2.0665526598247226,lambda=1.5,global_redundancy_weight,1.5,1.0,1.5,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,1,0.3,0.3,support,50,50,3500,1500,54,1342,1396,0.42864379059756175,0.33625000000000005,0.33625,,,,,0.8484556479379535,0,0,51,0.7037037037037037,0.8148148148148148,0.6847889423370361,0.6847889423370361,0.9989986419677734,0.14124959426106148,0.5660377358490566,0.5660377358490566,0.5660377358490566,0.9629629629629629,0.037037037037037035,0.8148148148148148,0.691289869405789,0.18518518518518517,0.332714398010932,1.333642800994534,2.667285601989068,lambda=2,global_redundancy_weight,2.0,1.0,2.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,1,0.3,0.3,support,100,100,3500,1500,104,1251,1355,0.41674961760872975,0.28800000000000003,0.288,,,,,1.9787005779799074,0,0,101,0.7692307692307693,0.8365384615384616,0.7147929668426514,0.7147929668426514,0.9982655048370361,0.103818682501617,0.6601941747572816,0.6990291262135923,0.6601941747572816,0.9807692307692307,0.019230769230769232,0.8365384615384616,0.6425267139094082,0.16346153846153846,0.29660198969113816,1.3516990051544309,2.7033980103088617,lambda=2,global_redundancy_weight,2.0,1.0,2.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,1,0.3,0.3,support,200,200,3500,1500,204,1286,1490,0.455846369441133,0.34575,0.34575,,,,,5.555538682034239,0,1,201,0.7303921568627451,0.7892156862745098,0.7820189595222473,0.7820189595222473,0.9979087114334106,0.06637040177002329,0.6600985221674877,0.8472906403940886,0.6551724137931034,0.9901960784313726,0.00980392156862745,0.7892156862745098,0.7429792545761841,0.2107843137254902,0.24636549923397086,1.3768172503830145,2.753634500766029,lambda=2,global_redundancy_weight,2.0,1.0,2.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,1,0.3,0.3,support,50,50,3500,1500,54,1346,1400,0.4298032389488071,0.34075,0.34075,,,,,0.8315220919903368,0,0,51,0.7407407407407407,0.8333333333333334,0.6963101029396057,0.6963101029396057,0.9989671111106873,0.12533747924948638,0.6415094339622641,0.6415094339622641,0.6415094339622641,0.9629629629629629,0.037037037037037035,0.8333333333333334,0.6500224216483541,0.16666666666666666,0.3100751813376704,1.3449624093311647,1.3449624093311647,rank=0,residual_rank,0.0,1.0,1.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,1,0.3,0.3,support,100,100,3500,1500,104,1240,1344,0.41355543164536357,0.29500000000000004,0.295,,,,,1.9576950579648837,0,0,101,0.8076923076923077,0.8653846153846154,0.7354872226715088,0.7354872226715088,0.9983342885971069,0.09052280430654877,0.7475728155339806,0.7864077669902912,0.7475728155339806,0.9807692307692307,0.019230769230769232,0.8653846153846154,0.56996137604035,0.1346153846153846,0.2733595464376153,1.3633202267811924,1.3633202267811924,rank=0,residual_rank,0.0,1.0,1.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,1,0.3,0.3,support,200,200,3500,1500,204,1276,1480,0.45295686076860875,0.33499999999999996,0.335,,,,,5.538388186017983,0,1,201,0.7549019607843137,0.8235294117647058,0.7836714386940002,0.7836714386940002,0.9977624416351318,0.0623238342148917,0.7142857142857143,0.8768472906403941,0.7142857142857143,0.9901960784313726,0.00980392156862745,0.8235294117647058,0.672294817075638,0.17647058823529413,0.24287862773473123,1.3785606861326345,1.3785606861326345,rank=0,residual_rank,0.0,1.0,1.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,1,0.3,0.3,support,50,50,3500,1500,54,1348,1402,0.43038289953256026,0.34025000000000005,0.34025,,,,,0.825900453957729,0,0,51,0.7407407407407407,0.8333333333333334,0.6964195966720581,0.6964195966720581,0.9989633560180664,0.1268664632203444,0.6415094339622641,0.6415094339622641,0.6415094339622641,0.9629629629629629,0.037037037037037035,0.8333333333333334,0.6500224216483541,0.16666666666666666,0.31000943516422114,1.3449952824178895,1.3449952824178895,rank=32,residual_rank,32.0,1.0,1.0,32,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,1,0.3,0.3,support,100,100,3500,1500,104,1243,1347,0.4144267027149908,0.29625,0.29625,,,,,1.9193989769555628,0,0,101,0.8076923076923077,0.8653846153846154,0.7313795685768127,0.7313795685768127,0.998345673084259,0.1024433808419311,0.7378640776699029,0.7475728155339806,0.7184466019417476,0.9807692307692307,0.019230769230769232,0.8653846153846154,0.56996137604035,0.1346153846153846,0.277561730896506,1.361219134551747,1.361219134551747,rank=32,residual_rank,32.0,1.0,1.0,32,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,1,0.3,0.3,support,200,200,3500,1500,204,1260,1464,0.44833148876205087,0.33625000000000005,0.33625,,,,,5.366973050986417,0,1,201,0.75,0.8088235294117647,0.7843436002731323,0.7843436002731323,0.9978646039962769,0.08621608242025516,0.7093596059113301,0.7931034482758621,0.6798029556650246,0.9901960784313726,0.00980392156862745,0.8088235294117647,0.7039260680195971,0.19117647058823528,0.2426879151075863,1.3786560424462069,1.3786560424462069,rank=32,residual_rank,32.0,1.0,1.0,32,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,1,0.3,0.3,support,50,50,3500,1500,54,1346,1400,0.4298032389488071,0.34075,0.34075,,,,,0.8274153230013326,0,0,51,0.7407407407407407,0.8333333333333334,0.6963101029396057,0.6963101029396057,0.9989671111106873,0.12533747924948638,0.6415094339622641,0.6415094339622641,0.6415094339622641,0.9629629629629629,0.037037037037037035,0.8333333333333334,0.6500224216483541,0.16666666666666666,0.3100751813376704,1.3449624093311647,1.3449624093311647,rank=64,residual_rank,64.0,1.0,1.0,64,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,1,0.3,0.3,support,100,100,3500,1500,104,1240,1344,0.41355543164536357,0.29600000000000004,0.296,,,,,1.9434496520552784,0,0,101,0.8076923076923077,0.8653846153846154,0.7340271472930908,0.7340271472930908,0.9983338117599487,0.0929852405798088,0.7475728155339806,0.7766990291262136,0.7475728155339806,0.9807692307692307,0.019230769230769232,0.8653846153846154,0.56996137604035,0.1346153846153846,0.27416175435174867,1.3629191228241258,1.3629191228241258,rank=64,residual_rank,64.0,1.0,1.0,64,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,1,0.3,0.3,support,200,200,3500,1500,204,1259,1463,0.44804231461603194,0.33925000000000005,0.33925,,,,,5.434048096998595,0,1,201,0.7598039215686274,0.8186274509803921,0.7834981083869934,0.7834981083869934,0.9977906942367554,0.07354805974537516,0.7044334975369458,0.8571428571428571,0.6995073891625616,0.9901960784313726,0.00980392156862745,0.8186274509803921,0.6830704823075845,0.18137254901960784,0.243725021492179,1.3781374892539104,1.3781374892539104,rank=64,residual_rank,64.0,1.0,1.0,64,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,1,0.3,0.3,support,50,50,3500,1500,54,1346,1400,0.4298032389488071,0.34075,0.34075,,,,,0.8288165209814906,0,0,51,0.7407407407407407,0.8333333333333334,0.6963101029396057,0.6963101029396057,0.9989671111106873,0.12533747924948638,0.6415094339622641,0.6415094339622641,0.6415094339622641,0.9629629629629629,0.037037037037037035,0.8333333333333334,0.6500224216483541,0.16666666666666666,0.3100751813376704,1.3449624093311647,1.3449624093311647,rank=128,residual_rank,128.0,1.0,1.0,128,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,1,0.3,0.3,support,100,100,3500,1500,104,1240,1344,0.41355543164536357,0.29500000000000004,0.295,,,,,1.9546598229790106,0,0,101,0.8076923076923077,0.8653846153846154,0.7354872226715088,0.7354872226715088,0.9983342885971069,0.09052280430654877,0.7475728155339806,0.7864077669902912,0.7475728155339806,0.9807692307692307,0.019230769230769232,0.8653846153846154,0.56996137604035,0.1346153846153846,0.2733595464376153,1.3633202267811924,1.3633202267811924,rank=128,residual_rank,128.0,1.0,1.0,128,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,1,0.3,0.3,support,200,200,3500,1500,204,1278,1482,0.4535348453791812,0.33925000000000005,0.33925,,,,,5.511758613050915,0,1,201,0.75,0.8235294117647058,0.7831647992134094,0.7831647992134094,0.9978099465370178,0.06434230205460723,0.7093596059113301,0.8768472906403941,0.7093596059113301,0.9901960784313726,0.00980392156862745,0.8235294117647058,0.672294817075638,0.17647058823529413,0.24358122488861356,1.3782093875556933,1.3782093875556933,rank=128,residual_rank,128.0,1.0,1.0,128,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,50,50,3500,1500,54,1295,1349,0.415007496078033,0.34475,0.34475,,,,,0.8145587079925463,0,0,51,0.8333333333333334,0.7592592592592593,0.7305306792259216,0.7305306792259216,0.9883503317832947,0.10168848172673639,0.7547169811320755,0.7358490566037735,0.7358490566037735,0.9629629629629629,0.037037037037037035,0.7592592592592593,0.7962699368824384,0.24074074074074073,0.27754493102295735,0.0,1.3612275344885214,mu=0,mu,0.0,0.0,1.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,100,100,3500,1500,104,1259,1363,0.41907184396404773,0.28125,0.28125,,,,,1.9354396099224687,0,0,101,0.8461538461538461,0.8269230769230769,0.7504007816314697,0.7504007816314697,0.999977171421051,0.07399897494362397,0.8155339805825242,0.8155339805825242,0.7864077669902912,0.9807692307692307,0.019230769230769232,0.8269230769230769,0.6646953053493418,0.17307692307692307,0.25469072012283933,0.0,1.3726546399385804,mu=0,mu,0.0,0.0,1.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,200,200,3500,1500,204,1253,1457,0.446307051111944,0.32699999999999996,0.327,,,,,5.519995585898869,0,1,201,0.803921568627451,0.7990196078431373,0.793161153793335,0.793161153793335,0.9999678134918213,0.053604278658411185,0.7931034482758621,0.9113300492610837,0.7881773399014779,0.9901960784313726,0.00980392156862745,0.7990196078431373,0.7238845511430295,0.20098039215686275,0.22922711841017776,0.0,1.3853864407949112,mu=0,mu,0.0,0.0,1.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,50,50,3500,1500,54,1300,1354,0.41645929095102474,0.34325000000000006,0.34325,,,,,0.807222162024118,0,0,51,0.7962962962962963,0.7592592592592593,0.7285889983177185,0.7285889983177185,0.9886205792427063,0.1097190650004261,0.7169811320754716,0.6981132075471698,0.6981132075471698,0.9629629629629629,0.037037037037037035,0.7592592592592593,0.7962699368824384,0.24074074074074073,0.2861548705901258,0.33923064117623425,1.356922564704937,mu=0.25,mu,0.25,0.25,1.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,100,100,3500,1500,104,1266,1370,0.4211032286984846,0.28174999999999994,0.28175,,,,,1.927549390005879,0,0,101,0.8269230769230769,0.8269230769230769,0.7486553192138672,0.7486553192138672,0.9999783635139465,0.07760930871500553,0.8058252427184466,0.8058252427184466,0.7864077669902912,0.9807692307692307,0.019230769230769232,0.8269230769230769,0.6646953053493418,0.17307692307692307,0.2578418258691249,0.34276977176635937,1.3710790870654375,mu=0.25,mu,0.25,0.25,1.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,200,200,3500,1500,204,1248,1452,0.4448607114609331,0.32875,0.32875,,,,,5.519402418052778,0,1,201,0.7941176470588235,0.8137254901960784,0.7930524945259094,0.7930524945259094,0.9999698400497437,0.05465802711806274,0.7931034482758621,0.9064039408866995,0.7881773399014779,0.9901960784313726,0.00980392156862745,0.8137254901960784,0.6936126404300949,0.18627450980392157,0.2294016020831557,0.3463247997396055,1.385299198958422,mu=0.25,mu,0.25,0.25,1.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,50,50,3500,1500,54,1300,1354,0.41645929095102474,0.34325000000000006,0.34325,,,,,0.8099601829890162,0,0,51,0.7962962962962963,0.7222222222222222,0.7185472249984741,0.7185472249984741,0.9886109828948975,0.12302753722892618,0.660377358490566,0.6226415094339622,0.6226415094339622,0.9629629629629629,0.037037037037037035,0.7222222222222222,0.8524051786494786,0.2777777777777778,0.30406714658475614,0.673983213353811,1.347966426707622,mu=0.5,mu,0.5,0.5,1.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,100,100,3500,1500,104,1263,1367,0.42023269954370335,0.28075000000000006,0.28075,,,,,1.9489591070450842,0,0,101,0.8269230769230769,0.8173076923076923,0.7423102259635925,0.7423102259635925,0.9999769926071167,0.08294562286543615,0.7864077669902912,0.7864077669902912,0.7669902912621359,0.9807692307692307,0.019230769230769232,0.8173076923076923,0.6859315226878925,0.18269230769230768,0.26519727213319877,0.6837006819667003,1.3674013639334006,mu=0.5,mu,0.5,0.5,1.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,200,200,3500,1500,204,1254,1458,0.44659628777299076,0.3275,0.3275,,,,,5.51853938808199,0,1,201,0.803921568627451,0.7990196078431373,0.7899571061134338,0.7899571061134338,0.9999666213989258,0.056490634462516294,0.7733990147783252,0.896551724137931,0.7733990147783252,0.9901960784313726,0.00980392156862745,0.7990196078431373,0.7238845511430295,0.20098039215686275,0.2321063007554565,0.6919734248111359,1.3839468496222718,mu=0.5,mu,0.5,0.5,1.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,50,50,3500,1500,54,1299,1353,0.41616895352490246,0.34524999999999995,0.34525,,,,,0.8139878869988024,0,0,51,0.7592592592592593,0.7592592592592593,0.7052778005599976,0.7052778005599976,0.9889088869094849,0.13961917724249498,0.5849056603773585,0.5849056603773585,0.5849056603773585,0.9629629629629629,0.037037037037037035,0.7592592592592593,0.7962699368824384,0.24074074074074073,0.32511599320690465,1.3374420033965477,1.3374420033965477,mu=1,mu,1.0,1.0,1.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,100,100,3500,1500,104,1257,1361,0.4184913518256508,0.28274999999999995,0.28275,,,,,1.9598644949728623,0,0,101,0.7980769230769231,0.8365384615384616,0.7358127236366272,0.7358127236366272,0.9999776482582092,0.09218986289015094,0.7184466019417476,0.7475728155339806,0.7087378640776699,0.9807692307692307,0.019230769230769232,0.8365384615384616,0.6425267139094082,0.16346153846153846,0.2748966624274339,1.362551668786283,1.362551668786283,mu=1,mu,1.0,1.0,1.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,200,200,3500,1500,204,1248,1452,0.4448607114609331,0.32275,0.32275,,,,,5.52012002794072,0,1,201,0.7843137254901961,0.8137254901960784,0.7862900495529175,0.7862900495529175,0.9999649524688721,0.06031741972627311,0.7339901477832512,0.8768472906403941,0.7339901477832512,0.9901960784313726,0.00980392156862745,0.8137254901960784,0.6936126404300949,0.18627450980392157,0.23679523564718252,1.3816023821764087,1.3816023821764087,mu=1,mu,1.0,1.0,1.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,50,50,3500,1500,54,1303,1357,0.4173302386770956,0.34524999999999995,0.34525,,,,,0.8236249269684777,0,0,51,0.7222222222222222,0.7222222222222222,0.7039227485656738,0.7039227485656738,0.9889097213745117,0.14797717220378373,0.5471698113207547,0.5094339622641509,0.5094339622641509,0.9629629629629629,0.037037037037037035,0.7222222222222222,0.8524051786494786,0.2777777777777778,0.3331557640271466,2.00013317697964,1.3334221179864267,mu=1.5,mu,1.5,1.5,1.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,100,100,3500,1500,104,1269,1373,0.42197366151958704,0.2855,0.2855,,,,,1.9589992699911818,0,0,101,0.7788461538461539,0.8173076923076923,0.732886791229248,0.732886791229248,0.9999767541885376,0.09779991108236961,0.6699029126213593,0.7281553398058253,0.6699029126213593,0.9807692307692307,0.019230769230769232,0.8173076923076923,0.6859315226878925,0.18269230769230768,0.28094966944575145,2.0392877479156866,1.3595251652771243,mu=1.5,mu,1.5,1.5,1.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,200,200,3500,1500,204,1270,1474,0.451222657924518,0.32525000000000004,0.32525,,,,,5.523151091998443,0,1,201,0.7745098039215687,0.7990196078431373,0.7887423038482666,0.7887423038482666,0.9999703168869019,0.06083642056422868,0.729064039408867,0.8522167487684729,0.729064039408867,0.9901960784313726,0.00980392156862745,0.7990196078431373,0.7238845511430295,0.20098039215686275,0.23527565411135948,2.07354325941648,1.3823621729443203,mu=1.5,mu,1.5,1.5,1.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,50,50,3500,1500,54,1297,1351,0.4155882463674061,0.34475,0.34475,,,,,0.8304779670434073,0,0,51,0.8148148148148148,0.7777777777777778,0.7226960062980652,0.7226960062980652,0.99616539478302,0.11185455884573595,0.7169811320754716,0.6981132075471698,0.6981132075471698,0.9629629629629629,0.037037037037037035,0.7777777777777778,0.7642045065086203,0.2222222222222222,0.28950574385846417,1.3552471280707679,0.0,lambda=0,global_redundancy_weight,0.0,1.0,0.0,0,0.6931471805599453
PU-R,boundary_duplicate_fashion_mnist,2,0.3,0.3,support,100,100,3500,1500,104,1256,1360,0.41820108966203406,0.28075000000000006,0.28075,,,,,1.9526320130098611,0,0,101,0.8365384615384616,0.8557692307692307,0.7511751651763916,0.7511751651763916,0.9999744892120361,0.07586598569907031,0.8349514563106796,0.8155339805825242,0.8155339805825242,0.9807692307692307,0.019230769230769232,0.8557692307692307,0.5952124653513117,0.14423076923076922,0.2527965967138846,1.3736017016430577,0.0,lambda=0,global_redundancy_weight,0.0,1.0,0.0,0,0.6931471805599453
