method,dataset,seed,noise_rate,pretrain_fraction,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
PU-C,mnist,1,0.3,0.8,1000,4000,710,0,710,0.7594122661394067,0.30389999999999995,0.5943187984121047,0.0009800000000000008,0.05634072121874684,656.3967601981228,7.813924845075235,1,707,0.36901408450704226,0.0,0.5732856392860413
Marginal,mnist,1,0.3,0.8,1000,4000,800,5,805,0.8478815000853501,0.29890000000000005,0.6193899878706997,0.0050000000000000044,0.06895530556343926,673.9738958037801,6.641962281195447,0,797,0.325,0.0,0.5674230456352234
MaxLoss,mnist,2,0.0,0.0,5000,0,486,0,486,0.11198131454875693,0.04620000000000002,0.2301434034272613,0.0005619999999999936,0.054601225814604755,569.87325233992,7.019260791130364,1,483,0.0,0.0,0.5715470910072327
PU-R,mnist,2,0.0,0.0,5000,0,677,0,677,0.1525667640962638,0.04149999999999998,0.22941381456910212,0.00021199999999997664,0.0529249402368231,580.1448178194028,44.562687556957826,1,674,0.0,0.0,0.5621981024742126
PU-C,mnist,2,0.0,0.0,5000,0,664,0,664,0.14982066449010745,0.04359999999999997,0.2246463982277675,0.0001979999999999904,0.05285030129916207,557.1100555099662,12.495547780999914,1,661,0.0,0.0,0.5657323598861694
Marginal,mnist,2,0.0,0.0,5000,0,800,88,888,0.19687800720566884,0.04679999999999995,0.28774777430762344,0.01762799999999995,0.09730932585246926,533.6401515571084,12.661339095095173,0,797,0.0,0.0,0.5648254752159119
MaxLoss,mnist,2,0.0,0.2,4000,1000,412,0,412,0.11990054161287844,0.049799999999999955,0.2322979937283601,0.0003324999999999789,0.053537102929382685,470.0061289806155,5.190859790891409,1,409,0.0,0.0,0.5758727788925171
PU-R,mnist,2,0.0,0.2,4000,1000,533,0,533,0.15221491234842688,0.04720000000000002,0.22971212856904194,3.499999999999615e-05,0.05188131129057488,470.7925630012885,25.840462266933173,1,530,0.0,0.0,0.5669711232185364
PU-C,mnist,2,0.0,0.2,4000,1000,540,0,540,0.15407367289299145,0.04620000000000002,0.2325942546960575,0.0007324999999999892,0.05533503071982355,459.2484488294011,8.742155274841934,1,537,0.0,0.0,0.564084529876709
Marginal,mnist,2,0.0,0.2,4000,1000,800,7,807,0.2243120020139031,0.04710000000000003,0.2511218406573338,0.0022324999999999763,0.06080352148160168,497.57734554712886,10.786834337050095,0,797,0.0,0.0,0.5673668384552002
