dataset,method,noise_rate,pretrain_fraction,es_budget,n,step_mean,step_se,compression_size_mean,compression_size_se,remaining_bad_mean,remaining_bad_se,effective_compression_size_mean,effective_compression_size_se,certified_bound_mean,certified_bound_se,test_error_mean,test_error_se,pac_bayes_bound_mean,pac_bayes_bound_se,pac_bayes_empirical_risk_mean,pac_bayes_empirical_risk_se,pac_bayes_mc_upper_mean,pac_bayes_mc_upper_se,pac_bayes_kl_mean,pac_bayes_kl_se,runtime_sec_mean,runtime_sec_se,stop_reached_mean,stop_reached_se,hit_limit_mean,hit_limit_se,train_calls_mean,train_calls_se,noise_hit_rate_mean,noise_hit_rate_se,duplicate_hit_rate_mean,duplicate_hit_rate_se,pairwise_feature_cosine_mean,pairwise_feature_cosine_se
mnist,Marginal,0.4,0.0,100,3,100.0,0.0,104.0,0.0,423.6666666666667,14.88100952369981,527.6666666666666,14.88100952369981,0.582104955004373,0.0148025988128159,0.3774333333333333,0.026092932206080464,0.8398300376181482,0.01167060658621348,0.4224766666666666,0.015403110436243381,0.5843017238898119,0.015136928701657696,177.6496323779602,3.548940192720609,1.0546140713461984,0.006791485989538478,0.0,0.0,1.0,0.0,101.0,0.0,0.3653846153846154,0.014687742612037947,0.0,0.0,0.6078301668167114,0.006526740333818936
mnist,Marginal,0.4,0.0,50,3,50.0,0.0,54.0,0.0,443.6666666666667,11.89304184994085,497.6666666666667,11.89304184994085,0.5522016920149326,0.011906165193004222,0.3921666666666666,0.025925620104016372,0.8175964889295008,0.01023167226747311,0.4426433333333333,0.01233003694686725,0.6039948971444146,0.011957567480273802,117.05094228823901,6.054503939521004,0.5332732946456721,0.004096697746952889,0.0,0.0,0.0,0.0,51.0,0.0,0.32716049382716045,0.016331798216448097,0.0,0.0,0.6061368187268575,0.006387370140719583
mnist,Marginal,0.4,0.2,100,3,100.0,0.0,104.0,0.0,328.0,2.0816659994661326,432.0,2.0816659994661326,0.600222999152417,0.0025739011334645996,0.37600000000000006,0.01856888077761646,0.847056209181921,0.0024842748703582103,0.41122499999999995,0.002045739984292554,0.5733827233103685,0.0020196690333507744,163.77174507082336,2.100215306583499,1.0395578806443762,0.002756462710331942,0.0,0.0,1.0,0.0,101.0,0.0,0.3717948717948718,0.04487179487179488,0.0,0.0,0.5985871950785319,0.00747009276381664
mnist,Marginal,0.4,0.2,50,3,50.0,0.0,54.0,0.0,358.0,4.041451884327381,412.0,4.041451884327381,0.5754058363187747,0.005032471905712553,0.4126,0.004521061822182926,0.835865861226171,0.0030395633230130017,0.44722500000000004,0.0053300054721673205,0.6084985158221219,0.00514928083014327,110.36783147698935,1.9067015686357742,0.5375597712894281,0.0015737037275500635,0.0,0.0,0.0,0.0,51.0,0.0,0.35802469135802467,0.05052686896217562,0.0,0.0,0.6032801469167074,0.001560297208705349
mnist,Marginal,0.4,0.4,100,3,100.0,0.0,104.0,0.0,251.33333333333334,0.33333333333333337,355.3333333333333,0.33333333333333337,0.6597502595395781,0.0005394225590862334,0.4658666666666667,0.02544682909737698,0.8867829314064913,0.0012887507024013992,0.4207222222222223,0.002047363556104371,0.5827312716870962,0.0020076900162641765,172.54141357134293,0.4157589963840598,1.006405945168808,0.0022540257676091405,0.0,0.0,1.0,0.0,101.0,0.0,0.4102564102564103,0.02311250817605122,0.0,0.0,0.6062071124712626,0.003658703959996953
mnist,Marginal,0.4,0.4,50,3,50.0,0.0,54.0,0.0,278.6666666666667,6.765927710061479,332.6666666666667,6.765927710061479,0.6228179133613594,0.011059354773779503,0.46140000000000003,0.031192520470993263,0.8762628865583855,0.007896615538889356,0.4663444444444444,0.01210901995198334,0.6267496046403916,0.011507739083386889,114.29811538647074,1.9394687619080546,0.523270440598329,0.001410023458511987,0.0,0.0,0.0,0.0,51.0,0.0,0.4259259259259259,0.03854937036048395,0.0,0.0,0.5958605607350668,0.005177293500714578
mnist,Marginal,0.4,0.6,100,3,100.0,0.0,104.0,0.0,143.0,7.211102550927979,247.0,7.211102550927979,0.6972402051518051,0.017125617606828795,0.4232666666666667,0.05085129737228388,0.895839075992658,0.009652893022198005,0.3583916666666667,0.018274540197893995,0.5200572024014876,0.01861647068087768,173.9069367187312,6.14760132476044,0.8775213613019636,0.0011188095519844878,0.0,0.0,1.0,0.0,101.0,0.0,0.3814102564102564,0.03391988860339219,0.0,0.0,0.6061520179112753,0.006338660241693912
mnist,Marginal,0.4,0.6,50,3,50.0,0.0,54.0,0.0,171.66666666666666,6.936217348894938,225.66666666666666,6.936217348894938,0.6459301841678098,0.01684595291847018,0.46366666666666667,0.03935294708715529,0.8914632846754577,0.010908044795480805,0.4281333333333333,0.016963209782087568,0.5898047932369487,0.016556849375364384,114.40400035867957,5.736257949219549,0.45616265999463695,0.0005768394957234034,0.0,0.0,0.0,0.0,51.0,0.0,0.4012345679012346,0.00617283950617283,0.0,0.0,0.6140570640563965,0.011176256106572564
mnist,Marginal,0.4,0.8,100,3,100.0,0.0,104.0,0.0,35.333333333333336,2.6034165586355518,139.33333333333334,2.6034165586355518,0.7970044764806516,0.011452812922323247,0.43883333333333335,0.04235328925964442,0.8915088304692996,0.00858460978917082,0.17961666666666667,0.013097529453212832,0.3239690352365679,0.015612456017718077,175.678764896304,4.079019658811184,0.8440633086332431,0.0009290560846291491,0.0,0.0,1.0,0.0,101.0,0.0,0.4038461538461539,0.04544053486781355,0.0,0.0,0.6105822523434957,0.008779025523310877
mnist,Marginal,0.4,0.8,50,3,50.0,0.0,54.0,0.0,65.66666666666667,2.96273147243853,119.66666666666667,2.96273147243853,0.7076330425528189,0.013884170380793202,0.4570666666666667,0.034263213185248345,0.9194455346220906,0.009837120671139078,0.32745,0.014165568584893904,0.48814393137714585,0.014870683722640433,121.69582159068655,4.171905497707152,0.4400388249196112,0.0006745398814689269,0.0,0.0,0.0,0.0,51.0,0.0,0.419753086419753,0.04451297870943197,0.0,0.0,0.59882652759552,0.0021110028405223686
mnist,MaxLoss,0.0,0.0,100,3,100.0,0.0,104.0,0.0,117.66666666666667,6.5659052011974035,221.66666666666666,6.5659052011974035,0.2669174078813133,0.0070490128324560385,0.16090000000000002,0.006150609725872737,0.5727868482886257,0.007923042668961112,0.11010333333333333,0.005258153457039627,0.2376226254176231,0.006890605682032114,225.1015889685644,2.1523620212826478,1.0878973292807739,0.17666138944374804,0.0,0.0,1.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.5945928891499838,0.009683939051835197
mnist,MaxLoss,0.0,0.0,50,3,50.0,0.0,54.0,0.0,206.0,10.066445913694334,260.0,10.066445913694334,0.3077658152130122,0.010652657435517169,0.22599999999999998,0.006150609725872702,0.6122713119774087,0.010472800220879947,0.19466666666666668,0.005335229871128116,0.34190945827688407,0.0062238055593195115,141.66618031241808,5.40393474261722,0.6353623785544187,0.17431668324963698,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.5839763681093851,0.006444803369217414
