method,seed,noise_rate,pretrain_fraction,es_budget,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,runtime_sec,stop_reached,hit_limit,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
PU-C,7,0.3,0.0,50,50,3000,0,54,477,531,0.20154537784401327,0.09530000000000005,0.23876795900287107,0,0,51,0.37037037037037035,0.4074074074074074,0.6886371374130249
PU-C,7,0.3,0.0,100,100,3000,0,104,429,533,0.202249675989151,0.08520000000000005,0.4551757499575615,0,0,101,0.375,0.3942307692307692,0.6789711117744446
PU-C,7,0.3,0.0,200,200,3000,0,204,181,385,0.1497505659935996,0.05179999999999996,1.0006190839922056,0,1,201,0.30392156862745096,0.3333333333333333,0.5397962331771851
PU-F,7,0.3,0.0,50,50,3000,0,54,404,458,0.17574783985037357,0.07579999999999998,0.5291599580086768,0,0,51,0.48148148148148145,0.5555555555555556,0.6718142032623291
PU-F,7,0.3,0.0,100,100,3000,0,104,404,508,0.19343678752193227,0.08609999999999995,1.1921127500245348,0,0,101,0.2980769230769231,0.33653846153846156,0.618736207485199
PU-F,7,0.3,0.0,200,200,3000,0,204,232,436,0.16793585335835814,0.04390000000000005,2.3487258329987526,0,1,201,0.3088235294117647,0.3382352941176471,0.4540879726409912
PU-G,7,0.3,0.0,50,50,3000,0,54,550,604,0.22717491316143423,0.12060000000000004,0.4934670000220649,0,0,51,0.2962962962962963,0.46296296296296297,0.7654101848602295
PU-G,7,0.3,0.0,100,100,3000,0,104,445,549,0.20787960436427966,0.09599999999999997,1.0674113749992102,0,0,101,0.2692307692307692,0.4326923076923077,0.7605991959571838
PU-G,7,0.3,0.0,200,200,3000,0,204,180,384,0.1493928559939377,0.03520000000000001,2.106700374977663,0,1,201,0.20588235294117646,0.3333333333333333,0.4818570613861084
MaxLoss,7,0.4,0.0,50,50,3000,0,54,530,584,0.2201684195897542,0.14249999999999996,0.14029254100751132,0,0,51,0.25925925925925924,0.2777777777777778,0.8249627947807312
MaxLoss,7,0.4,0.0,100,100,3000,0,104,392,496,0.18919934157747775,0.09999999999999998,0.2561072910320945,0,0,101,0.28846153846153844,0.3557692307692308,0.8392429947853088
MaxLoss,7,0.4,0.0,200,200,3000,0,204,195,399,0.15475374640664086,0.05579999999999996,0.41680537501815706,0,1,201,0.25,0.36764705882352944,0.47134944796562195
PU-C,7,0.4,0.0,50,50,3000,0,54,596,650,0.24324911163421348,0.15880000000000005,0.24481562501750886,0,0,51,0.3333333333333333,0.37037037037037035,0.8183842897415161
PU-C,7,0.4,0.0,100,100,3000,0,104,549,653,0.24429553234949708,0.15080000000000005,0.4778901659883559,0,0,101,0.3173076923076923,0.3557692307692308,0.8564631938934326
PU-C,7,0.4,0.0,200,200,3000,0,204,301,505,0.19237787678139284,0.09289999999999998,1.001291583001148,0,1,201,0.3137254901960784,0.4068627450980392,0.41641414165496826
PU-F,7,0.4,0.0,50,50,3000,0,54,485,539,0.20436182245612144,0.12290000000000001,0.5714086249936372,0,0,51,0.2962962962962963,0.37037037037037035,0.7586889266967773
PU-F,7,0.4,0.0,100,100,3000,0,104,309,413,0.15974830387858674,0.07450000000000001,1.2149008329724893,0,0,101,0.25,0.2980769230769231,0.722684383392334
PU-F,7,0.4,0.0,200,200,3000,0,204,231,435,0.16758031729841605,0.056400000000000006,2.3595582909765653,0,1,201,0.20098039215686275,0.3137254901960784,0.495076447725296
PU-G,7,0.4,0.0,50,50,3000,0,54,358,412,0.15939182799775153,0.06640000000000001,0.4595328330178745,0,0,51,0.24074074074074073,0.42592592592592593,0.7291174530982971
PU-G,7,0.4,0.0,100,100,3000,0,104,342,446,0.17148905905196443,0.07210000000000005,1.0039171249954961,0,0,101,0.33653846153846156,0.46153846153846156,0.7706735730171204
PU-G,7,0.4,0.0,200,200,3000,0,204,142,346,0.13576427032239735,0.02629999999999999,2.0995297500048764,0,1,201,0.23529411764705882,0.37254901960784315,0.5768117308616638
MaxLoss,8,0.0,0.0,50,50,3000,0,54,114,168,0.0706548429443501,0.04169999999999996,0.17599799996241927,0,0,51,0.0,0.09259259259259259,0.8603397607803345
MaxLoss,8,0.0,0.0,100,100,3000,0,104,8,112,0.04944029700709507,0.0232,0.26704599999357015,0,0,101,0.0,0.0673076923076923,0.8723248243331909
MaxLoss,8,0.0,0.0,200,108,3000,0,112,0,112,0.04944029700709507,0.01959999999999995,0.2803110840031877,1,0,109,0.0,0.0625,0.8690922856330872
PU-C,8,0.0,0.0,50,50,3000,0,54,80,134,0.0578422054531984,0.03539999999999999,0.0953741249977611,0,0,51,0.0,0.07407407407407407,0.8035646677017212
PU-C,8,0.0,0.0,100,98,3000,0,102,0,102,0.0455846541444771,0.019399999999999973,0.17831454199040309,1,0,99,0.0,0.049019607843137254,0.8123669028282166
PU-C,8,0.0,0.0,200,98,3000,0,102,0,102,0.0455846541444771,0.019399999999999973,0.18071520800003782,1,0,99,0.0,0.049019607843137254,0.8123669028282166
PU-F,8,0.0,0.0,50,50,3000,0,54,121,175,0.07327152288053185,0.035499999999999976,0.19476570800179616,0,0,51,0.0,0.05555555555555555,0.7958365678787231
PU-F,8,0.0,0.0,100,100,3000,0,104,15,119,0.052124831709079444,0.012499999999999956,0.30717479198938236,0,0,101,0.0,0.08653846153846154,0.8401457667350769
PU-F,8,0.0,0.0,200,122,3000,0,126,0,126,0.05479860055493191,0.011600000000000055,0.35023112496128306,1,0,123,0.0,0.0873015873015873,0.832744836807251
PU-G,8,0.0,0.0,50,50,3000,0,54,55,109,0.048286255972925574,0.019499999999999962,0.18854025000473484,0,0,51,0.0,0.07407407407407407,0.77253258228302
PU-G,8,0.0,0.0,100,89,3000,0,93,0,93,0.04209134931443259,0.009700000000000042,0.27202116698026657,1,0,90,0.0,0.0967741935483871,0.7814072370529175
PU-G,8,0.0,0.0,200,89,3000,0,93,0,93,0.04209134931443259,0.009700000000000042,0.27422583400039,1,0,90,0.0,0.0967741935483871,0.7814072370529175
MaxLoss,8,0.1,0.0,50,50,3000,0,54,236,290,0.11553804914001375,0.060899999999999954,0.06927637499757111,0,0,51,0.14814814814814814,0.16666666666666666,0.6827801465988159
MaxLoss,8,0.1,0.0,100,100,3000,0,104,90,194,0.08034300222061574,0.032299999999999995,0.13704637496266514,0,0,101,0.25961538461538464,0.2692307692307692,0.7342397570610046
MaxLoss,8,0.1,0.0,200,186,3000,0,190,0,190,0.07885782525409013,0.0048000000000000265,0.2729647909873165,1,0,187,0.21052631578947367,0.33157894736842103,0.5447531938552856
PU-C,8,0.1,0.0,50,50,3000,0,54,142,196,0.08108491473831236,0.044300000000000006,0.21089425001991913,0,0,51,0.2222222222222222,0.24074074074074073,0.7272435426712036
PU-C,8,0.1,0.0,100,100,3000,0,104,71,175,0.07327152288053185,0.027000000000000024,0.4127198330243118,0,0,101,0.25,0.27884615384615385,0.7488031983375549
PU-C,8,0.1,0.0,200,185,3000,0,189,0,189,0.07848624465987086,0.008600000000000052,0.8310261670267209,1,0,186,0.21164021164021163,0.35978835978835977,0.5152229070663452
PU-F,8,0.1,0.0,50,50,3000,0,54,317,371,0.14473837532568723,0.07609999999999995,0.40483033296186477,0,0,51,0.07407407407407407,0.2222222222222222,0.7378066182136536
PU-F,8,0.1,0.0,100,100,3000,0,104,224,328,0.12928274739533663,0.06130000000000002,0.6886413329630159,0,0,101,0.15384615384615385,0.3076923076923077,0.7195563316345215
PU-F,8,0.1,0.0,200,200,3000,0,204,23,227,0.09253143524983898,0.015000000000000013,1.4033843329525553,0,1,201,0.19117647058823528,0.31862745098039214,0.6584465503692627
PU-G,8,0.1,0.0,50,50,3000,0,54,92,146,0.062385546683799475,0.0262,0.387942458037287,0,0,51,0.2222222222222222,0.35185185185185186,0.7867807745933533
PU-G,8,0.1,0.0,100,100,3000,0,104,111,215,0.08811183564830571,0.03280000000000005,0.816746000025887,0,0,101,0.16346153846153846,0.3076923076923077,0.7999128103256226
PU-G,8,0.1,0.0,200,176,3000,0,180,0,180,0.0751366894110106,0.005800000000000027,1.357891749998089,1,0,177,0.2222222222222222,0.36666666666666664,0.6155065298080444
MaxLoss,8,0.2,0.0,50,50,3000,0,54,445,499,0.19025915587553754,0.121,0.1465467499801889,0,0,51,0.1111111111111111,0.2962962962962963,0.700124204158783
MaxLoss,8,0.2,0.0,100,100,3000,0,104,265,369,0.14402158837765455,0.08209999999999995,0.2622129169758409,0,0,101,0.14423076923076922,0.2692307692307692,0.6550672650337219
MaxLoss,8,0.2,0.0,200,200,3000,0,204,67,271,0.10863096738466993,0.028200000000000003,0.42363287502666935,0,1,201,0.2549019607843137,0.36764705882352944,0.45940762758255005
PU-C,8,0.2,0.0,50,50,3000,0,54,297,351,0.1375616251025349,0.07879999999999998,0.20114541705697775,0,0,51,0.07407407407407407,0.25925925925925924,0.8204017281532288
PU-C,8,0.2,0.0,100,100,3000,0,104,201,305,0.120974114688579,0.06259999999999999,0.427180209022481,0,0,101,0.25961538461538464,0.38461538461538464,0.765953540802002
PU-C,8,0.2,0.0,200,200,3000,0,204,36,240,0.09730459639104083,0.01880000000000004,0.9484622090240009,0,1,201,0.25980392156862747,0.3872549019607843,0.5383980870246887
PU-F,8,0.2,0.0,50,50,3000,0,54,287,341,0.1339656029595062,0.05920000000000003,0.3911662920145318,0,0,51,0.1111111111111111,0.16666666666666666,0.7133410573005676
PU-F,8,0.2,0.0,100,100,3000,0,104,227,331,0.13036423199810088,0.05159999999999998,0.7197370419744402,0,0,101,0.19230769230769232,0.375,0.7124068140983582
PU-F,8,0.2,0.0,200,200,3000,0,204,95,299,0.11880140384892002,0.03069999999999995,1.5632955000037327,0,1,201,0.23529411764705882,0.4215686274509804,0.5564773678779602
PU-G,8,0.2,0.0,50,50,3000,0,54,288,342,0.13432544260285795,0.0524,0.48166649998165667,0,0,51,0.14814814814814814,0.3148148148148148,0.7040095925331116
PU-G,8,0.2,0.0,100,100,3000,0,104,116,220,0.08995498600415885,0.0242,0.9738024160033092,0,0,101,0.125,0.3173076923076923,0.7516089081764221
PU-G,8,0.2,0.0,200,200,3000,0,204,67,271,0.10863096738466993,0.01980000000000004,1.7647664999822155,0,1,201,0.1323529411764706,0.3235294117647059,0.5964629054069519
MaxLoss,8,0.3,0.0,50,50,3000,0,54,581,635,0.2380135838757269,0.14190000000000003,0.14347704203100875,0,0,51,0.16666666666666666,0.16666666666666666,0.763485848903656
MaxLoss,8,0.3,0.0,100,100,3000,0,104,429,533,0.202249675989151,0.1069,0.26142645900836214,0,0,101,0.23076923076923078,0.25,0.7580804228782654
MaxLoss,8,0.3,0.0,200,200,3000,0,204,141,345,0.13540464267134666,0.038799999999999946,0.4229757090215571,0,1,201,0.25980392156862747,0.29411764705882354,0.5253831148147583
PU-C,8,0.3,0.0,50,50,3000,0,54,574,628,0.2355683579808101,0.13690000000000002,0.254185541998595,0,0,51,0.18518518518518517,0.18518518518518517,0.7703313827514648
PU-C,8,0.3,0.0,100,100,3000,0,104,447,551,0.20858279598178342,0.1078,0.49455200001830235,0,0,101,0.23076923076923078,0.2692307692307692,0.7582634091377258
PU-C,8,0.3,0.0,200,200,3000,0,204,110,314,0.1242290364461951,0.024800000000000044,0.9919669579830952,0,1,201,0.25980392156862747,0.3137254901960784,0.5137150287628174
PU-F,8,0.3,0.0,50,50,3000,0,54,388,442,0.17006824392592534,0.08899999999999997,0.4716468339902349,0,0,51,0.3148148148148148,0.3148148148148148,0.8083965182304382
PU-F,8,0.3,0.0,100,100,3000,0,104,356,460,0.17645711061777547,0.08189999999999997,1.0118319999892265,0,0,101,0.28846153846153844,0.3173076923076923,0.814465343952179
PU-F,8,0.3,0.0,200,200,3000,0,204,250,454,0.174328850582242,0.0675,2.1949460839969106,0,1,201,0.2107843137254902,0.25980392156862747,0.585218071937561
PU-G,8,0.3,0.0,50,50,3000,0,54,218,272,0.10899512481410056,0.062100000000000044,0.3921748329885304,0,0,51,0.2222222222222222,0.25925925925925924,0.7382990121841431
PU-G,8,0.3,0.0,100,100,3000,0,104,227,331,0.13036423199810088,0.07240000000000002,0.8462339580291882,0,0,101,0.3269230769230769,0.4230769230769231,0.7854554653167725
PU-G,8,0.3,0.0,200,200,3000,0,204,173,377,0.14688758662668988,0.0524,1.8330849169869907,0,1,201,0.2549019607843137,0.38235294117647056,0.5485247373580933
MaxLoss,8,0.4,0.0,50,50,3000,0,54,599,653,0.24429553234949708,0.1723,0.1805567080155015,0,0,51,0.37037037037037035,0.4074074074074074,0.80955570936203
MaxLoss,8,0.4,0.0,100,100,3000,0,104,509,613,0.2303242579801008,0.14470000000000005,0.2789174159988761,0,0,101,0.33653846153846156,0.46153846153846156,0.8163371682167053
MaxLoss,8,0.4,0.0,200,200,3000,0,204,175,379,0.14760361140361056,0.04400000000000004,0.4399810829781927,0,1,201,0.31862745098039214,0.46568627450980393,0.5507029294967651
PU-C,8,0.4,0.0,50,50,3000,0,54,546,600,0.22577449848176911,0.15200000000000002,0.23544008302269503,0,0,51,0.2777777777777778,0.3148148148148148,0.7650526165962219
PU-C,8,0.4,0.0,100,100,3000,0,104,546,650,0.24324911163421348,0.16090000000000004,0.45502970804227516,0,0,101,0.27884615384615385,0.3557692307692308,0.7708948850631714
PU-C,8,0.4,0.0,200,200,3000,0,204,348,552,0.20893434656318277,0.10099999999999998,0.9615380420000292,0,1,201,0.29901960784313725,0.37745098039215685,0.37427449226379395
PU-F,8,0.4,0.0,50,50,3000,0,54,427,481,0.18389564589597285,0.09540000000000004,0.5571267500054091,0,0,51,0.18518518518518517,0.2222222222222222,0.6468161940574646
PU-F,8,0.4,0.0,100,100,3000,0,104,308,412,0.15939182799775153,0.06379999999999997,1.225148083991371,0,0,101,0.16346153846153846,0.3076923076923077,0.6472301483154297
PU-F,8,0.4,0.0,200,200,3000,0,204,276,480,0.1835417879628949,0.08109999999999995,2.437947541999165,0,1,201,0.22549019607843138,0.3627450980392157,0.5449703335762024
PU-G,8,0.4,0.0,50,50,3000,0,54,530,584,0.2201684195897542,0.14029999999999998,0.586777082993649,0,0,51,0.4074074074074074,0.42592592592592593,0.8090932965278625
PU-G,8,0.4,0.0,100,100,3000,0,104,436,540,0.204713738465216,0.11019999999999996,1.3208502079942264,0,0,101,0.22115384615384615,0.36538461538461536,0.7960584163665771
PU-G,8,0.4,0.0,200,200,3000,0,204,387,591,0.22262195614166558,0.09340000000000004,2.6058139160159044,0,1,201,0.19607843137254902,0.3480392156862745,0.47768932580947876
MaxLoss,9,0.0,0.0,50,50,3000,0,54,132,186,0.07737080269725993,0.05010000000000003,0.19004266703268513,0,0,51,0.0,0.018518518518518517,0.8525295853614807
MaxLoss,9,0.0,0.0,100,91,3000,0,95,0,95,0.04286969528766349,0.01870000000000005,0.2729390420136042,1,0,92,0.0,0.14736842105263157,0.8514805436134338
MaxLoss,9,0.0,0.0,200,91,3000,0,95,0,95,0.04286969528766349,0.01870000000000005,0.27530675003072247,1,0,92,0.0,0.14736842105263157,0.8514805436134338
PU-C,9,0.0,0.0,50,50,3000,0,54,135,189,0.07848624465987086,0.04359999999999997,0.09331554098753259,0,0,51,0.0,0.037037037037037035,0.8662095665931702
PU-C,9,0.0,0.0,100,100,3000,0,104,1,105,0.04674404545221478,0.02059999999999995,0.1800886660348624,0,0,101,0.0,0.125,0.8549150228500366
PU-C,9,0.0,0.0,200,102,3000,0,106,0,106,0.04712998168542981,0.020199999999999996,0.18587612500414252,1,0,103,0.0,0.1320754716981132,0.8535343408584595
PU-F,9,0.0,0.0,50,50,3000,0,54,122,176,0.07364481018157676,0.04630000000000001,0.20795854198513553,0,0,51,0.0,0.09259259259259259,0.7396119832992554
PU-F,9,0.0,0.0,100,100,3000,0,104,34,138,0.059359475679229945,0.02400000000000002,0.3238951669773087,0,0,101,0.0,0.11538461538461539,0.7599328756332397
PU-F,9,0.0,0.0,200,124,3000,0,128,0,128,0.05556067515863106,0.016800000000000037,0.37085449998266995,1,0,125,0.0,0.1171875,0.768386721611023
PU-G,9,0.0,0.0,50,50,3000,0,54,119,173,0.0725245603825897,0.038000000000000034,0.2312050000182353,0,0,51,0.0,0.12962962962962962,0.7328459024429321
PU-G,9,0.0,0.0,100,100,3000,0,104,21,125,0.05441726028220728,0.015900000000000025,0.35041812498820946,0,0,101,0.0,0.10576923076923077,0.7023186087608337
PU-G,9,0.0,0.0,200,146,3000,0,150,0,150,0.06389456166652963,0.0034999999999999476,0.4490349999978207,1,0,147,0.0,0.13333333333333333,0.611723005771637
MaxLoss,9,0.1,0.0,50,50,3000,0,54,142,196,0.08108491473831236,0.04920000000000002,0.12517266703071073,0,0,51,0.16666666666666666,0.16666666666666666,0.7358016967773438
MaxLoss,9,0.1,0.0,100,100,3000,0,104,34,138,0.059359475679229945,0.015700000000000047,0.2519657090306282,0,0,101,0.25961538461538464,0.25961538461538464,0.7352402806282043
MaxLoss,9,0.1,0.0,200,143,3000,0,147,0,147,0.06276304461061954,0.009299999999999975,0.31837420898955315,1,0,144,0.272108843537415,0.3197278911564626,0.6865893006324768
PU-C,9,0.1,0.0,50,50,3000,0,54,199,253,0.1020634958986193,0.05620000000000003,0.18199595797341317,0,0,51,0.16666666666666666,0.16666666666666666,0.8130232691764832
PU-C,9,0.1,0.0,100,100,3000,0,104,119,223,0.0910597353358753,0.04090000000000005,0.38636770797893405,0,0,101,0.28846153846153844,0.2980769230769231,0.8036438226699829
PU-C,9,0.1,0.0,200,190,3000,0,194,0,194,0.08034300222061574,0.006000000000000005,0.8122872079838999,1,0,191,0.20618556701030927,0.30412371134020616,0.6288549304008484
PU-F,9,0.1,0.0,50,50,3000,0,54,180,234,0.09510343405418098,0.05159999999999998,0.46092375001171604,0,0,51,0.16666666666666666,0.18518518518518517,0.7759212255477905
PU-F,9,0.1,0.0,100,100,3000,0,104,59,163,0.06878171575954184,0.019199999999999995,0.8747704579727724,0,0,101,0.19230769230769232,0.21153846153846154,0.7203162312507629
PU-F,9,0.1,0.0,200,198,3000,0,202,0,202,0.08330802217824385,0.0036000000000000476,1.4133855419931933,1,0,199,0.19801980198019803,0.297029702970297,0.5935454368591309
PU-G,9,0.1,0.0,50,50,3000,0,54,163,217,0.08884938451228663,0.03510000000000002,0.3370316249784082,0,0,51,0.037037037037037035,0.05555555555555555,0.7950488328933716
PU-G,9,0.1,0.0,100,100,3000,0,104,62,166,0.06990600907010958,0.01429999999999998,0.46874087501782924,0,0,101,0.028846153846153848,0.16346153846153846,0.7912403345108032
PU-G,9,0.1,0.0,200,200,3000,0,204,148,352,0.1379209405859001,0.03069999999999995,0.7744064169819467,0,1,201,0.1568627450980392,0.2647058823529412,0.5100440979003906
MaxLoss,9,0.2,0.0,50,50,3000,0,54,415,469,0.1796470055123791,0.10850000000000004,0.14515895798103884,0,0,51,0.2777777777777778,0.2777777777777778,0.726714015007019
MaxLoss,9,0.2,0.0,100,100,3000,0,104,192,296,0.11771419818978757,0.049000000000000044,0.2502235829597339,0,0,101,0.3076923076923077,0.3557692307692308,0.6263272762298584
MaxLoss,9,0.2,0.0,200,200,3000,0,204,258,462,0.17716623313026503,0.08950000000000002,0.4113124159630388,0,1,201,0.27941176470588236,0.38235294117647056,0.45801883935928345
PU-C,9,0.2,0.0,50,50,3000,0,54,595,649,0.24290025437949225,0.14980000000000004,0.21912004199111834,0,0,51,0.37037037037037035,0.37037037037037035,0.7663716077804565
PU-C,9,0.2,0.0,100,100,3000,0,104,484,588,0.22157060878816992,0.11939999999999995,0.4634234589757398,0,0,101,0.27884615384615385,0.36538461538461536,0.7826719880104065
PU-C,9,0.2,0.0,200,200,3000,0,204,249,453,0.1739740094053559,0.061899999999999955,1.020811791997403,0,1,201,0.25980392156862747,0.3627450980392157,0.4755156636238098
PU-F,9,0.2,0.0,50,50,3000,0,54,549,603,0.2268248504260555,0.1291,0.5718315420090221,0,0,51,0.3333333333333333,0.3333333333333333,0.7781726717948914
PU-F,9,0.2,0.0,100,100,3000,0,104,474,578,0.21806428756099194,0.1089,1.4177863330114633,0,0,101,0.2403846153846154,0.3269230769230769,0.7801539897918701
PU-F,9,0.2,0.0,200,200,3000,0,204,139,343,0.13468522898619995,0.03869999999999996,2.6161302920081653,0,1,201,0.22058823529411764,0.3431372549019608,0.48239395022392273
PU-G,9,0.2,0.0,50,50,3000,0,54,376,430,0.16580204077763483,0.09909999999999997,0.4002294999663718,0,0,51,0.3148148148148148,0.35185185185185186,0.8316296935081482
PU-G,9,0.2,0.0,100,100,3000,0,104,233,337,0.13252570759505033,0.05569999999999997,0.9363510829862207,0,0,101,0.2692307692307692,0.33653846153846156,0.8094058632850647
PU-G,9,0.2,0.0,200,200,3000,0,204,184,388,0.1508234209031798,0.0514,1.9241800410090946,0,1,201,0.2647058823529412,0.35294117647058826,0.7089094519615173
MaxLoss,9,0.3,0.0,50,50,3000,0,54,330,384,0.1493928559939377,0.06730000000000003,0.13997150002978742,0,0,51,0.37037037037037035,0.3888888888888889,0.7432342767715454
MaxLoss,9,0.3,0.0,100,100,3000,0,104,344,448,0.1721992355887778,0.07640000000000002,0.2502688330132514,0,0,101,0.3557692307692308,0.3942307692307692,0.8211130499839783
MaxLoss,9,0.3,0.0,200,200,3000,0,204,178,382,0.1486772975185886,0.04259999999999997,0.4119215829996392,0,1,201,0.3088235294117647,0.4019607843137255,0.4890192747116089
PU-C,9,0.3,0.0,50,50,3000,0,54,524,578,0.21806428756099194,0.12980000000000003,0.2559572500176728,0,0,51,0.2777777777777778,0.42592592592592593,0.8034557104110718
PU-C,9,0.3,0.0,100,100,3000,0,104,386,490,0.1870787946972996,0.09340000000000004,0.5258362499880604,0,0,101,0.2980769230769231,0.40384615384615385,0.8393464684486389
PU-C,9,0.3,0.0,200,200,3000,0,204,198,402,0.15582472208188847,0.05520000000000003,1.0570607080007903,0,1,201,0.2696078431372549,0.3627450980392157,0.46970707178115845
PU-F,9,0.3,0.0,50,50,3000,0,54,567,621,0.23312185192480683,0.15690000000000004,0.5601150000002235,0,0,51,0.3333333333333333,0.4074074074074074,0.7206020355224609
PU-F,9,0.3,0.0,100,100,3000,0,104,472,576,0.21736268227687106,0.1259,1.2077681249938905,0,0,101,0.28846153846153844,0.3557692307692308,0.7154873013496399
PU-F,9,0.3,0.0,200,200,3000,0,204,209,413,0.15974830387858674,0.06140000000000001,2.4061545000295155,0,1,201,0.2549019607843137,0.35294117647058826,0.6239660382270813
PU-G,9,0.3,0.0,50,50,3000,0,54,292,346,0.13576427032239735,0.08479999999999999,0.5128389169694856,0,0,51,0.2777777777777778,0.3333333333333333,0.7157924771308899
PU-G,9,0.3,0.0,100,100,3000,0,104,279,383,0.14903509989380836,0.06940000000000002,1.0751352080260403,0,0,101,0.19230769230769232,0.3076923076923077,0.7401059865951538
PU-G,9,0.3,0.0,200,200,3000,0,204,260,464,0.17787520814454183,0.0635,2.135960499988869,0,1,201,0.23039215686274508,0.36764705882352944,0.7222644686698914
MaxLoss,9,0.4,0.0,50,50,3000,0,54,554,608,0.22857489221496508,0.14690000000000003,0.14817145804408938,0,0,51,0.3888888888888889,0.42592592592592593,0.5828490853309631
MaxLoss,9,0.4,0.0,100,100,3000,0,104,441,545,0.20647285785526037,0.10619999999999996,0.26424208300886676,0,0,101,0.34615384615384615,0.38461538461538464,0.6554258465766907
MaxLoss,9,0.4,0.0,200,200,3000,0,204,245,449,0.17255426640622318,0.04630000000000001,0.4266607500030659,0,1,201,0.31862745098039214,0.3627450980392157,0.42219510674476624
PU-C,9,0.4,0.0,50,50,3000,0,54,549,603,0.2268248504260555,0.13770000000000004,0.2699942499748431,0,0,51,0.42592592592592593,0.4444444444444444,0.8498895764350891
PU-C,9,0.4,0.0,100,100,3000,0,104,526,630,0.23626712389523163,0.14,0.5362469999818131,0,0,101,0.38461538461538464,0.5,0.8645205497741699
PU-C,9,0.4,0.0,200,200,3000,0,204,311,515,0.1959064273396507,0.07399999999999995,1.0526167079806328,0,1,201,0.3235294117647059,0.4215686274509804,0.4625754654407501
PU-F,9,0.4,0.0,50,50,3000,0,54,551,605,0.22752494865562767,0.14359999999999995,0.6175239580334164,0,0,51,0.35185185185185186,0.37037037037037035,0.7860861420631409
PU-F,9,0.4,0.0,100,100,3000,0,104,490,594,0.22367305267835036,0.12470000000000003,1.3782725000055507,0,0,101,0.3269230769230769,0.4326923076923077,0.7947519421577454
PU-F,9,0.4,0.0,200,200,3000,0,204,350,554,0.20963735767873004,0.09250000000000003,2.714484792028088,0,1,201,0.29901960784313725,0.4117647058823529,0.5961899161338806
PU-G,9,0.4,0.0,50,50,3000,0,54,465,519,0.1973169335979037,0.10880000000000001,0.5282121250056662,0,0,51,0.42592592592592593,0.48148148148148145,0.7544580101966858
PU-G,9,0.4,0.0,100,100,3000,0,104,364,468,0.17929271882167086,0.08850000000000002,1.2002889169962145,0,0,101,0.38461538461538464,0.41346153846153844,0.7396572828292847
PU-G,9,0.4,0.0,200,200,3000,0,204,369,573,0.21631005924427882,0.09219999999999995,2.4990380000090227,0,1,201,0.2549019607843137,0.29901960784313725,0.5129328966140747
