method,seed,noise_rate,pretrain_fraction,es_budget,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,runtime_sec,stop_reached,hit_limit,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
PU-C,2,0.2,0.0,50,50,3000,0,54,488,542,0.20541747816605493,0.1261,0.2515802080160938,0,0,51,0.2222222222222222,0.2777777777777778,0.8036870360374451
PU-C,2,0.2,0.0,100,100,3000,0,104,388,492,0.18778578046476468,0.10499999999999998,0.4698299170122482,0,0,101,0.2403846153846154,0.3076923076923077,0.8526256680488586
PU-C,2,0.2,0.0,200,200,3000,0,204,108,312,0.12350614258321002,0.035499999999999976,1.0142208749894053,0,1,201,0.24509803921568626,0.39215686274509803,0.6781050562858582
PU-F,2,0.2,0.0,50,50,3000,0,54,420,474,0.18141789734363556,0.09540000000000004,0.48783216701122,0,0,51,0.2037037037037037,0.24074074074074073,0.6806913614273071
PU-F,2,0.2,0.0,100,100,3000,0,104,375,479,0.18318789481418207,0.08140000000000003,1.013337042008061,0,0,101,0.23076923076923078,0.25,0.672715425491333
PU-F,2,0.2,0.0,200,200,3000,0,204,92,296,0.11771419818978757,0.020100000000000007,1.9874692499870434,0,1,201,0.2107843137254902,0.3137254901960784,0.6455678939819336
PU-G,2,0.2,0.0,50,50,3000,0,54,230,284,0.11335953127127141,0.056599999999999984,0.38931158295599744,0,0,51,0.24074074074074073,0.2962962962962963,0.7728156447410583
PU-G,2,0.2,0.0,100,100,3000,0,104,248,352,0.1379209405859001,0.06410000000000005,0.9282015829812735,0,0,101,0.23076923076923078,0.38461538461538464,0.7549373507499695
PU-G,2,0.2,0.0,200,200,3000,0,204,136,340,0.1336057098233141,0.028800000000000048,1.9631137079559267,0,1,201,0.20098039215686275,0.3431372549019608,0.6199979782104492
MaxLoss,2,0.3,0.0,50,50,3000,0,54,716,770,0.2849393772194162,0.17920000000000003,0.16365662502357736,0,0,51,0.37037037037037035,0.3888888888888889,0.8091914653778076
MaxLoss,2,0.3,0.0,100,100,3000,0,104,657,761,0.2818238776526414,0.16390000000000005,0.26135908399010077,0,0,101,0.27884615384615385,0.34615384615384615,0.737860381603241
MaxLoss,2,0.3,0.0,200,200,3000,0,204,316,520,0.19766947941388935,0.08650000000000002,0.43184174998896196,0,1,201,0.2647058823529412,0.4117647058823529,0.5382699966430664
PU-C,2,0.3,0.0,50,50,3000,0,54,629,683,0.2547474965103902,0.1663,0.23653925000689924,0,0,51,0.35185185185185186,0.37037037037037035,0.7136501669883728
PU-C,2,0.3,0.0,100,100,3000,0,104,288,392,0.15225325751816854,0.08530000000000004,0.4710977500071749,0,0,101,0.28846153846153844,0.3557692307692308,0.7615307569503784
PU-C,2,0.3,0.0,200,200,3000,0,204,167,371,0.14473837532568723,0.03849999999999998,1.0034376670373604,0,1,201,0.23529411764705882,0.36764705882352944,0.44147345423698425
PU-F,2,0.3,0.0,50,50,3000,0,54,392,446,0.17148905905196443,0.10599999999999998,0.6816067910403945,0,0,51,0.2962962962962963,0.3888888888888889,0.6543186902999878
PU-F,2,0.3,0.0,100,100,3000,0,104,346,450,0.1729092591558583,0.09550000000000003,1.323619041009806,0,0,101,0.28846153846153844,0.49038461538461536,0.6882485747337341
PU-F,2,0.3,0.0,200,200,3000,0,204,270,474,0.18141789734363556,0.06259999999999999,2.555560750013683,0,1,201,0.2647058823529412,0.4166666666666667,0.5008659362792969
PU-G,2,0.3,0.0,50,50,3000,0,54,290,344,0.13504496222594753,0.06530000000000002,0.5527157500036992,0,0,51,0.35185185185185186,0.42592592592592593,0.782684326171875
PU-G,2,0.3,0.0,100,100,3000,0,104,274,378,0.14724562253104523,0.07469999999999999,1.1267115420196205,0,0,101,0.2980769230769231,0.375,0.8091465830802917
PU-G,2,0.3,0.0,200,200,3000,0,204,287,491,0.18743230478139594,0.047799999999999954,2.4436857500113547,0,1,201,0.25,0.3333333333333333,0.6199568510055542
MaxLoss,2,0.4,0.0,50,50,3000,0,54,450,504,0.19202484015841037,0.11929999999999996,0.14188704203115776,0,0,51,0.25925925925925924,0.2777777777777778,0.6477727293968201
MaxLoss,2,0.4,0.0,100,100,3000,0,104,340,444,0.17077872878871858,0.09930000000000005,0.2584332500118762,0,0,101,0.3269230769230769,0.33653846153846156,0.6807506084442139
MaxLoss,2,0.4,0.0,200,200,3000,0,204,105,309,0.12242135201813653,0.007800000000000029,0.42071974999271333,0,1,201,0.30392156862745096,0.3284313725490196,0.45021530985832214
PU-C,2,0.4,0.0,50,50,3000,0,54,508,562,0.21244820981519297,0.1432,0.2247094580088742,0,0,51,0.24074074074074073,0.25925925925925924,0.6633949279785156
PU-C,2,0.4,0.0,100,100,3000,0,104,460,564,0.21315062715439126,0.136,0.48048975004348904,0,0,101,0.25,0.2692307692307692,0.6880295276641846
PU-C,2,0.4,0.0,200,200,3000,0,204,302,506,0.19273088016780093,0.09419999999999995,0.9892927909968421,0,1,201,0.31862745098039214,0.3333333333333333,0.4115245044231415
PU-F,2,0.4,0.0,50,50,3000,0,54,412,466,0.17858403647551313,0.10929999999999995,0.5681916250032373,0,0,51,0.3333333333333333,0.37037037037037035,0.6177977919578552
PU-F,2,0.4,0.0,100,100,3000,0,104,313,417,0.16117378696799278,0.08209999999999995,1.1677039999631234,0,0,101,0.27884615384615385,0.34615384615384615,0.618854284286499
PU-F,2,0.4,0.0,200,200,3000,0,204,226,430,0.16580204077763483,0.04849999999999999,2.2806144159985706,0,1,201,0.23529411764705882,0.3382352941176471,0.41251328587532043
PU-G,2,0.4,0.0,50,50,3000,0,54,470,524,0.1990793421282433,0.13790000000000002,0.5896817920147441,0,0,51,0.3148148148148148,0.37037037037037035,0.7517048120498657
PU-G,2,0.4,0.0,100,100,3000,0,104,342,446,0.17148905905196443,0.08830000000000005,1.2874964170041494,0,0,101,0.2403846153846154,0.28846153846153844,0.7193468809127808
PU-G,2,0.4,0.0,200,200,3000,0,204,206,410,0.158678749226965,0.05149999999999999,2.5283900419599377,0,1,201,0.22549019607843138,0.3088235294117647,0.6399402618408203
MaxLoss,3,0.0,0.0,50,50,3000,0,54,108,162,0.06840666866628453,0.03810000000000002,0.18679895799141377,0,0,51,0.0,0.16666666666666666,0.8552659153938293
MaxLoss,3,0.0,0.0,100,100,3000,0,104,29,133,0.05746242729946971,0.019499999999999962,0.2778185410425067,0,0,101,0.0,0.18269230769230768,0.8439583778381348
MaxLoss,3,0.0,0.0,200,119,3000,0,123,0,123,0.053653962444514036,0.015100000000000002,0.3055344999884255,1,0,120,0.0,0.22764227642276422,0.8646236658096313
PU-C,3,0.0,0.0,50,50,3000,0,54,50,104,0.04635784780839458,0.022800000000000042,0.09575991699239239,0,0,51,0.0,0.1111111111111111,0.8228947520256042
PU-C,3,0.0,0.0,100,100,3000,0,104,1,105,0.04674404545221478,0.01529999999999998,0.18474866700125858,0,0,101,0.0,0.25,0.8411731123924255
PU-C,3,0.0,0.0,200,102,3000,0,106,0,106,0.04712998168542981,0.01539999999999997,0.1905157080036588,1,0,103,0.0,0.24528301886792453,0.8407442569732666
PU-F,3,0.0,0.0,50,50,3000,0,54,157,211,0.08663556131068617,0.04069999999999996,0.19371595798293129,0,0,51,0.0,0.1111111111111111,0.8064664602279663
PU-F,3,0.0,0.0,100,100,3000,0,104,32,136,0.05860120529541746,0.014800000000000035,0.31401124998228624,0,0,101,0.0,0.17307692307692307,0.7674902677536011
PU-F,3,0.0,0.0,200,123,3000,0,127,0,127,0.055179738090373576,0.012399999999999967,0.360243083036039,1,0,124,0.0,0.2125984251968504,0.8002996444702148
PU-G,3,0.0,0.0,50,50,3000,0,54,55,109,0.048286255972925574,0.01970000000000005,0.21475966699654236,0,0,51,0.0,0.18518518518518517,0.7157623171806335
PU-G,3,0.0,0.0,100,92,3000,0,96,0,96,0.04325841483660042,0.007299999999999973,0.3270607499871403,1,0,93,0.0,0.3229166666666667,0.7172532081604004
PU-G,3,0.0,0.0,200,92,3000,0,96,0,96,0.04325841483660042,0.007299999999999973,0.3293867079773918,1,0,93,0.0,0.3229166666666667,0.7172532081604004
MaxLoss,3,0.1,0.0,50,50,3000,0,54,563,617,0.23172326787607744,0.16059999999999997,0.07006316701881588,0,0,51,0.3333333333333333,0.5370370370370371,0.6582722067832947
MaxLoss,3,0.1,0.0,100,100,3000,0,104,374,478,0.18283396633341908,0.09130000000000005,0.13982937502441928,0,0,101,0.2980769230769231,0.4423076923076923,0.663661539554596
MaxLoss,3,0.1,0.0,200,200,3000,0,204,238,442,0.17006824392592534,0.07369999999999999,0.3011212089913897,0,1,201,0.18137254901960784,0.35294117647058826,0.6056103110313416
PU-C,3,0.1,0.0,50,50,3000,0,54,522,576,0.21736268227687106,0.14429999999999998,0.21886116702808067,0,0,51,0.37037037037037035,0.4444444444444444,0.7911851406097412
PU-C,3,0.1,0.0,100,100,3000,0,104,435,539,0.20436182245612144,0.12029999999999996,0.5148950000293553,0,0,101,0.2403846153846154,0.2980769230769231,0.8112149238586426
PU-C,3,0.1,0.0,200,200,3000,0,204,31,235,0.09547050960827619,0.02200000000000002,0.998665917024482,0,1,201,0.19607843137254902,0.3284313725490196,0.5501283407211304
PU-F,3,0.1,0.0,50,50,3000,0,54,321,375,0.14617137319874018,0.07999999999999996,0.4941054580267519,0,0,51,0.3148148148148148,0.3888888888888889,0.6944690346717834
PU-F,3,0.1,0.0,100,100,3000,0,104,219,323,0.12747914652572945,0.05449999999999999,1.0835627920459956,0,0,101,0.25961538461538464,0.3076923076923077,0.6672989726066589
PU-F,3,0.1,0.0,200,200,3000,0,204,117,321,0.12675730674527586,0.04349999999999998,2.036605708010029,0,1,201,0.19117647058823528,0.3088235294117647,0.5938472747802734
PU-G,3,0.1,0.0,50,50,3000,0,54,138,192,0.07960064115468413,0.02939999999999998,0.3747281249961816,0,0,51,0.16666666666666666,0.25925925925925924,0.7246967554092407
PU-G,3,0.1,0.0,100,100,3000,0,104,55,159,0.06728066253708676,0.013299999999999979,0.7048275839770213,0,0,101,0.17307692307692307,0.27884615384615385,0.7513974905014038
PU-G,3,0.1,0.0,200,200,3000,0,204,71,275,0.11008716933429241,0.03390000000000004,1.4007894590031356,0,1,201,0.16666666666666666,0.3284313725490196,0.476205438375473
MaxLoss,3,0.2,0.0,50,50,3000,0,54,364,418,0.16153005324304104,0.08720000000000006,0.1666090419748798,0,0,51,0.14814814814814814,0.2037037037037037,0.8068873286247253
MaxLoss,3,0.2,0.0,100,100,3000,0,104,283,387,0.15046584833180532,0.07750000000000001,0.2678525839583017,0,0,101,0.23076923076923078,0.28846153846153844,0.8235362768173218
MaxLoss,3,0.2,0.0,200,200,3000,0,204,99,303,0.12025012710364535,0.023499999999999965,0.42988725000759587,0,1,201,0.2647058823529412,0.3627450980392157,0.5603882670402527
PU-C,3,0.2,0.0,50,50,3000,0,54,387,441,0.16971294325776398,0.12170000000000003,0.23157220799475908,0,0,51,0.2222222222222222,0.2962962962962963,0.7321398854255676
PU-C,3,0.2,0.0,100,100,3000,0,104,254,358,0.14007576100993901,0.07820000000000005,0.435202874999959,0,0,101,0.23076923076923078,0.34615384615384615,0.7460977435112
PU-C,3,0.2,0.0,200,200,3000,0,204,54,258,0.10389025183394551,0.0242,0.8967867079772986,0,1,201,0.28921568627450983,0.4068627450980392,0.5546790957450867
PU-F,3,0.2,0.0,50,50,3000,0,54,361,415,0.1604611292714253,0.09219999999999995,0.4321770839742385,0,0,51,0.16666666666666666,0.2962962962962963,0.6615022420883179
PU-F,3,0.2,0.0,100,100,3000,0,104,283,387,0.15046584833180532,0.07320000000000004,0.8952982919872738,0,0,101,0.15384615384615385,0.25,0.6851987242698669
PU-F,3,0.2,0.0,200,200,3000,0,204,21,225,0.09179576905444264,0.009000000000000008,1.7191122089861892,0,1,201,0.19607843137254902,0.29411764705882354,0.5586206912994385
PU-G,3,0.2,0.0,50,50,3000,0,54,322,376,0.1465295035741292,0.06969999999999998,0.4054188749869354,0,0,51,0.14814814814814814,0.24074074074074073,0.7857476472854614
PU-G,3,0.2,0.0,100,100,3000,0,104,174,278,0.11117857933277264,0.04279999999999995,0.6151429999736138,0,0,101,0.17307692307692307,0.3173076923076923,0.8058711886405945
PU-G,3,0.2,0.0,200,200,3000,0,204,53,257,0.1035250555141829,0.014100000000000001,1.21174679097021,0,1,201,0.18627450980392157,0.31862745098039214,0.6088981032371521
MaxLoss,3,0.3,0.0,50,50,3000,0,54,633,687,0.2561394412186928,0.16349999999999998,0.14326420897850767,0,0,51,0.2777777777777778,0.2962962962962963,0.7355042695999146
MaxLoss,3,0.3,0.0,100,100,3000,0,104,541,645,0.24150457250652835,0.13949999999999996,0.2591490839840844,0,0,101,0.2692307692307692,0.38461538461538464,0.7107511758804321
MaxLoss,3,0.3,0.0,200,200,3000,0,204,330,534,0.20260177814634517,0.08399999999999996,0.42108570894924924,0,1,201,0.3088235294117647,0.4264705882352941,0.4024527370929718
PU-C,3,0.3,0.0,50,50,3000,0,54,537,591,0.22262195614166558,0.12990000000000002,0.23776958300732076,0,0,51,0.14814814814814814,0.2037037037037037,0.8371366262435913
PU-C,3,0.3,0.0,100,100,3000,0,104,555,659,0.24638769769808277,0.14359999999999995,0.46307649998925626,0,0,101,0.2692307692307692,0.3173076923076923,0.7856655716896057
PU-C,3,0.3,0.0,200,200,3000,0,204,302,506,0.19273088016780093,0.06969999999999998,0.9646911669988185,0,1,201,0.29411764705882354,0.4166666666666667,0.7210650444030762
PU-F,3,0.3,0.0,50,50,3000,0,54,385,439,0.16900222492404282,0.09950000000000003,0.5412943749688566,0,0,51,0.24074074074074073,0.2777777777777778,0.7009077072143555
PU-F,3,0.3,0.0,100,100,3000,0,104,327,431,0.1661577759659849,0.08579999999999999,1.1510453330120072,0,0,101,0.27884615384615385,0.3557692307692308,0.7080981731414795
PU-F,3,0.3,0.0,200,200,3000,0,204,331,535,0.20295384910423309,0.08079999999999998,2.3915628329850733,0,1,201,0.27450980392156865,0.3431372549019608,0.6508908867835999
PU-G,3,0.3,0.0,50,50,3000,0,54,495,549,0.20787960436427966,0.12160000000000004,0.5016760830185376,0,0,51,0.3333333333333333,0.42592592592592593,0.6822043061256409
PU-G,3,0.3,0.0,100,100,3000,0,104,389,493,0.1881392219220288,0.09950000000000003,1.0965833330410533,0,0,101,0.18269230769230768,0.3557692307692308,0.670698881149292
PU-G,3,0.3,0.0,200,200,3000,0,204,244,448,0.1721992355887778,0.06740000000000002,2.280290416034404,0,1,201,0.22549019607843138,0.35294117647058826,0.5517759323120117
MaxLoss,3,0.4,0.0,50,50,3000,0,54,514,568,0.2145551101421006,0.13339999999999996,0.15022462501656264,0,0,51,0.4074074074074074,0.4074074074074074,0.7956539392471313
MaxLoss,3,0.4,0.0,100,100,3000,0,104,475,579,0.21841504727490246,0.12560000000000004,0.2672682500560768,0,0,101,0.36538461538461536,0.4519230769230769,0.7883840203285217
MaxLoss,3,0.4,0.0,200,200,3000,0,204,213,417,0.16117378696799278,0.06699999999999995,0.42853616701904684,0,1,201,0.35784313725490197,0.45098039215686275,0.47762688994407654
PU-C,3,0.4,0.0,50,50,3000,0,54,564,618,0.23207295371685177,0.15269999999999995,0.24614191701402888,0,0,51,0.37037037037037035,0.37037037037037035,0.7473211288452148
PU-C,3,0.4,0.0,100,100,3000,0,104,546,650,0.24324911163421348,0.15269999999999995,0.5039753330056556,0,0,101,0.3076923076923077,0.36538461538461536,0.8115442991256714
PU-C,3,0.4,0.0,200,200,3000,0,204,181,385,0.1497505659935996,0.05459999999999998,1.0376920000417158,0,1,201,0.3382352941176471,0.44607843137254904,0.438511461019516
PU-F,3,0.4,0.0,50,50,3000,0,54,295,349,0.13684283918701112,0.06559999999999999,0.43965899996692315,0,0,51,0.3333333333333333,0.42592592592592593,0.671458899974823
PU-F,3,0.4,0.0,100,100,3000,0,104,249,353,0.13828020473010838,0.059699999999999975,0.9483086669933982,0,0,101,0.34615384615384615,0.40384615384615385,0.6519535779953003
PU-F,3,0.4,0.0,200,200,3000,0,204,222,426,0.16437869728542864,0.0685,2.0206489579868503,0,1,201,0.35294117647058826,0.39705882352941174,0.4445776343345642
PU-G,3,0.4,0.0,50,50,3000,0,54,343,397,0.15403954300563782,0.06599999999999995,0.41347966698231176,0,0,51,0.2037037037037037,0.2037037037037037,0.8043509125709534
PU-G,3,0.4,0.0,100,100,3000,0,104,371,475,0.18177196802571416,0.09640000000000004,0.8669102090061642,0,0,101,0.34615384615384615,0.375,0.8558903932571411
PU-G,3,0.4,0.0,200,200,3000,0,204,277,481,0.18389564589597285,0.06969999999999998,2.0890048340079375,0,1,201,0.28431372549019607,0.4019607843137255,0.577783465385437
MaxLoss,4,0.0,0.0,50,50,3000,0,54,144,198,0.0818263849359937,0.052000000000000046,0.1671215839451179,0,0,51,0.0,0.25925925925925924,0.8428484201431274
MaxLoss,4,0.0,0.0,100,100,3000,0,104,27,131,0.056702304747886956,0.031000000000000028,0.2689313339651562,0,0,101,0.0,0.28846153846153844,0.8692126274108887
MaxLoss,4,0.0,0.0,200,131,3000,0,135,0,135,0.058221797517035156,0.006800000000000028,0.31511808396317065,1,0,132,0.0,0.22962962962962963,0.8129353523254395
PU-C,4,0.0,0.0,50,50,3000,0,54,379,433,0.16686912631848827,0.09219999999999995,0.11974829202517867,0,0,51,0.0,0.2037037037037037,0.8135210275650024
PU-C,4,0.0,0.0,100,100,3000,0,104,143,247,0.09986878873314708,0.0514,0.289313499990385,0,0,101,0.0,0.25961538461538464,0.8234615325927734
PU-C,4,0.0,0.0,200,103,3000,0,107,0,107,0.04751565994229168,0.014700000000000046,0.3036073329858482,1,0,104,0.0,0.2523364485981308,0.7972546815872192
PU-F,4,0.0,0.0,50,50,3000,0,54,65,119,0.052124831709079444,0.027000000000000024,0.24608583300141618,0,0,51,0.0,0.2037037037037037,0.8147717118263245
PU-F,4,0.0,0.0,100,100,3000,0,104,14,118,0.05174200655892491,0.018000000000000016,0.3632610000204295,0,0,101,0.0,0.1346153846153846,0.7693954110145569
PU-F,4,0.0,0.0,200,120,3000,0,124,0,124,0.054035715002100915,0.013599999999999945,0.4087852920056321,1,0,121,0.0,0.12903225806451613,0.7695716619491577
PU-G,4,0.0,0.0,50,50,3000,0,54,99,153,0.06502464495133609,0.027599999999999958,0.18142620800063014,0,0,51,0.0,0.2222222222222222,0.7542538046836853
PU-G,4,0.0,0.0,100,100,3000,0,104,66,170,0.07140313135460019,0.021299999999999986,0.29476087499642745,0,0,101,0.0,0.22115384615384615,0.7826476693153381
PU-G,4,0.0,0.0,200,123,3000,0,127,0,127,0.055179738090373576,0.010199999999999987,0.3428986250073649,1,0,124,0.0,0.18110236220472442,0.7429669499397278
MaxLoss,4,0.1,0.0,50,50,3000,0,54,198,252,0.10169791040243581,0.04859999999999998,0.06955366698093712,0,0,51,0.25925925925925924,0.2777777777777778,0.831509530544281
MaxLoss,4,0.1,0.0,100,100,3000,0,104,211,315,0.12459039420355111,0.054200000000000026,0.1393055830267258,0,0,101,0.23076923076923078,0.41346153846153844,0.8396039009094238
MaxLoss,4,0.1,0.0,200,200,3000,0,204,42,246,0.09950272261630744,0.02210000000000001,0.30608987499726936,0,1,201,0.16666666666666666,0.35294117647058826,0.4992350935935974
PU-C,4,0.1,0.0,50,50,3000,0,54,285,339,0.13324576301965863,0.06799999999999995,0.24318466696422547,0,0,51,0.2222222222222222,0.25925925925925924,0.7809587717056274
PU-C,4,0.1,0.0,100,100,3000,0,104,234,338,0.1328857623739168,0.06269999999999998,0.42713550000917166,0,0,101,0.20192307692307693,0.2980769230769231,0.7664318084716797
PU-C,4,0.1,0.0,200,200,3000,0,204,73,277,0.11081484594615176,0.029900000000000038,0.8922378330025822,0,1,201,0.19117647058823528,0.39215686274509803,0.642393171787262
PU-F,4,0.1,0.0,50,50,3000,0,54,261,315,0.12459039420355111,0.06310000000000004,0.3785533329937607,0,0,51,0.16666666666666666,0.18518518518518517,0.672742486000061
PU-F,4,0.1,0.0,100,100,3000,0,104,194,298,0.11843906552530825,0.05069999999999997,0.5669344579800963,0,0,101,0.21153846153846154,0.28846153846153844,0.6595256328582764
PU-F,4,0.1,0.0,200,200,3000,0,204,6,210,0.0862662440049462,0.009800000000000031,1.284589666989632,0,1,201,0.1715686274509804,0.36764705882352944,0.5565241575241089
PU-G,4,0.1,0.0,50,50,3000,0,54,272,326,0.1285614771186374,0.06679999999999997,0.4076554999919608,0,0,51,0.24074074074074073,0.37037037037037035,0.8211348056793213
PU-G,4,0.1,0.0,100,100,3000,0,104,202,306,0.1213360158726573,0.05449999999999999,0.9460867079906166,0,0,101,0.18269230769230768,0.3942307692307692,0.8403081297874451
PU-G,4,0.1,0.0,200,200,3000,0,204,106,310,0.12278300919570029,0.02749999999999997,1.739173749985639,0,1,201,0.13725490196078433,0.3333333333333333,0.5433310866355896
MaxLoss,4,0.2,0.0,50,50,3000,0,54,663,717,0.2665670301648788,0.1745,0.1503581670112908,0,0,51,0.35185185185185186,0.35185185185185186,0.8596795201301575
MaxLoss,4,0.2,0.0,100,100,3000,0,104,545,649,0.24290025437949225,0.13839999999999997,0.263243000023067,0,0,101,0.25,0.3269230769230769,0.816414475440979
MaxLoss,4,0.2,0.0,200,200,3000,0,204,187,391,0.1518958661472425,0.05920000000000003,0.42703866702504456,0,1,201,0.22549019607843138,0.3235294117647059,0.4620939791202545
PU-C,4,0.2,0.0,50,50,3000,0,54,490,544,0.2061210952233523,0.13370000000000004,0.257021417026408,0,0,51,0.37037037037037035,0.37037037037037035,0.7722945213317871
PU-C,4,0.2,0.0,100,100,3000,0,104,381,485,0.18531072669429705,0.10319999999999996,0.5005735839949921,0,0,101,0.2692307692307692,0.3557692307692308,0.7805740833282471
PU-C,4,0.2,0.0,200,200,3000,0,204,120,324,0.12783998035592958,0.041000000000000036,1.027536959038116,0,1,201,0.23039215686274508,0.3627450980392157,0.5317071080207825
PU-F,4,0.2,0.0,50,50,3000,0,54,320,374,0.14581319532589987,0.08660000000000001,0.5590393749880604,0,0,51,0.3333333333333333,0.3333333333333333,0.6803967356681824
PU-F,4,0.2,0.0,100,100,3000,0,104,309,413,0.15974830387858674,0.08189999999999997,1.2413372499868274,0,0,101,0.3557692307692308,0.4326923076923077,0.6852507591247559
PU-F,4,0.2,0.0,200,200,3000,0,204,170,374,0.14581319532589987,0.04310000000000003,2.473852417024318,0,1,201,0.25,0.35294117647058826,0.4032464921474457
PU-G,4,0.2,0.0,50,50,3000,0,54,332,386,0.15010823006741703,0.08330000000000004,0.3986471670214087,0,0,51,0.3333333333333333,0.37037037037037035,0.7606560587882996
PU-G,4,0.2,0.0,100,100,3000,0,104,272,376,0.1465295035741292,0.07320000000000004,0.8316813749843277,0,0,101,0.2692307692307692,0.40384615384615385,0.7932435870170593
PU-G,4,0.2,0.0,200,200,3000,0,204,103,307,0.12169785564765334,0.025000000000000022,1.7575878329807892,0,1,201,0.18627450980392157,0.35294117647058826,0.6613402366638184
MaxLoss,4,0.3,0.0,50,50,3000,0,54,585,639,0.23941028682747856,0.15710000000000002,0.14267629198729992,0,0,51,0.3333333333333333,0.37037037037037035,0.8657075762748718
MaxLoss,4,0.3,0.0,100,100,3000,0,104,510,614,0.23067405057372525,0.1372,0.2775385419954546,0,0,101,0.3173076923076923,0.49038461538461536,0.8080782294273376
MaxLoss,4,0.3,0.0,200,200,3000,0,204,405,609,0.22892481921007857,0.11270000000000002,0.4392637090058997,0,1,201,0.2696078431372549,0.4068627450980392,0.47448891401290894
PU-C,4,0.3,0.0,50,50,3000,0,54,602,656,0.24534172733547166,0.16479999999999995,0.22377758304355666,0,0,51,0.48148148148148145,0.6296296296296297,0.7823497653007507
PU-C,4,0.3,0.0,100,100,3000,0,104,586,690,0.25718314957339317,0.1652,0.4548498330404982,0,0,101,0.2980769230769231,0.47115384615384615,0.8346718549728394
PU-C,4,0.3,0.0,200,200,3000,0,204,243,447,0.17184416647069156,0.07179999999999997,1.0176777910091914,0,1,201,0.24509803921568626,0.4019607843137255,0.5378718972206116
PU-F,4,0.3,0.0,50,50,3000,0,54,541,595,0.224023362621665,0.14170000000000005,0.5943045410094783,0,0,51,0.3333333333333333,0.37037037037037035,0.7806578874588013
PU-F,4,0.3,0.0,100,100,3000,0,104,480,584,0.2201684195897542,0.13070000000000004,1.36938366596587,0,0,101,0.2980769230769231,0.4807692307692308,0.7511330842971802
PU-F,4,0.3,0.0,200,200,3000,0,204,167,371,0.14473837532568723,0.04279999999999995,2.584802291006781,0,1,201,0.23039215686274508,0.39215686274509803,0.34424737095832825
PU-G,4,0.3,0.0,50,50,3000,0,54,527,581,0.2191164813702926,0.136,0.5136011670110747,0,0,51,0.2962962962962963,0.35185185185185186,0.7647499442100525
PU-G,4,0.3,0.0,100,100,3000,0,104,383,487,0.18601805780781433,0.10550000000000004,1.1155538749881089,0,0,101,0.34615384615384615,0.4423076923076923,0.7445300221443176
PU-G,4,0.3,0.0,200,200,3000,0,204,182,386,0.15010823006741703,0.04579999999999995,2.3256390829919837,0,1,201,0.24019607843137256,0.3333333333333333,0.7017192244529724
MaxLoss,4,0.4,0.0,50,50,3000,0,54,493,547,0.20717629184946418,0.10899999999999999,0.14704479201463982,0,0,51,0.5740740740740741,0.5925925925925926,0.6932746171951294
MaxLoss,4,0.4,0.0,100,100,3000,0,104,531,635,0.2380135838757269,0.12539999999999996,0.26789575000293553,0,0,101,0.47115384615384615,0.5865384615384616,0.7535189390182495
MaxLoss,4,0.4,0.0,200,200,3000,0,204,364,568,0.2145551101421006,0.11380000000000001,0.4307660420308821,0,1,201,0.31862745098039214,0.39705882352941174,0.5717463493347168
PU-C,4,0.4,0.0,50,50,3000,0,54,335,389,0.15118094795616344,0.08789999999999998,0.250715583038982,0,0,51,0.48148148148148145,0.5,0.8135673403739929
PU-C,4,0.4,0.0,100,100,3000,0,104,384,488,0.18637167132692412,0.1058,0.5094035410438664,0,0,101,0.40384615384615385,0.41346153846153844,0.8155657052993774
PU-C,4,0.4,0.0,200,200,3000,0,204,317,521,0.19802199315745384,0.09019999999999995,1.0591783749987371,0,1,201,0.3088235294117647,0.3431372549019608,0.404220849275589
PU-F,4,0.4,0.0,50,50,3000,0,54,582,636,0.23836279823444784,0.13880000000000003,0.596684499992989,0,0,51,0.5,0.5370370370370371,0.7076641917228699
PU-F,4,0.4,0.0,100,100,3000,0,104,511,615,0.23102381633361802,0.11229999999999996,1.2848994589876384,0,0,101,0.3269230769230769,0.34615384615384615,0.6629726886749268
PU-F,4,0.4,0.0,200,200,3000,0,204,216,420,0.1622424612287432,0.06740000000000002,2.568819459003862,0,1,201,0.3088235294117647,0.3382352941176471,0.5148112177848816
PU-G,4,0.4,0.0,50,50,3000,0,54,646,700,0.2606606413028203,0.14870000000000005,0.6144092080066912,0,0,51,0.37037037037037035,0.3888888888888889,0.8180637955665588
PU-G,4,0.4,0.0,100,100,3000,0,104,458,562,0.21244820981519297,0.10319999999999996,1.288467666017823,0,0,101,0.2403846153846154,0.28846153846153844,0.785155177116394
PU-G,4,0.4,0.0,200,200,3000,0,204,250,454,0.174328850582242,0.06059999999999999,2.5229418330127373,0,1,201,0.19117647058823528,0.28431372549019607,0.46926912665367126
MaxLoss,5,0.0,0.0,50,50,3000,0,54,94,148,0.0631403787410818,0.03500000000000003,0.1535585000528954,0,0,51,0.0,0.018518518518518517,0.8914288878440857
MaxLoss,5,0.0,0.0,100,100,3000,0,104,9,113,0.04982449556700885,0.02190000000000003,0.2630383330397308,0,0,101,0.0,0.10576923076923077,0.8630954623222351
MaxLoss,5,0.0,0.0,200,120,3000,0,124,0,124,0.054035715002100915,0.021100000000000008,0.2913964170147665,1,0,121,0.0,0.12903225806451613,0.8571480512619019
