dataset,method,noise_rate,pretrain_fraction,n,compression_size_mean,compression_size_se,remaining_bad_mean,remaining_bad_se,effective_compression_size_mean,effective_compression_size_se,certified_bound_mean,certified_bound_se,test_error_mean,test_error_se,pac_bayes_bound_mean,pac_bayes_bound_se,pac_bayes_empirical_risk_mean,pac_bayes_empirical_risk_se,pac_bayes_mc_upper_mean,pac_bayes_mc_upper_se,pac_bayes_kl_mean,pac_bayes_kl_se,runtime_sec_mean,runtime_sec_se,stop_reached_mean,stop_reached_se,train_calls_mean,train_calls_se
mnist,PU-C,0.4,0.8,3,146.66666666666666,7.125852775477317,0.0,0.0,146.66666666666666,7.125852775477317,0.8280976670600163,0.03075740567498065,0.4499666666666667,0.01804829939664984,0.7949876757230766,0.011229246094276467,0.004483333333333337,0.002984171204501812,0.06615596349010439,0.00818334002578825,244.17854860537568,4.985258851935895,1.211040588406225,0.05711784534569276,1.0,0.0,143.66666666666666,7.125852775477317
mnist,PU-F,0.0,0.0,3,200.0,4.358898943540674,0.0,0.0,200.0,4.358898943540674,0.2435943138358804,0.004713846079049338,0.08090000000000001,0.0018330302779823282,0.4012584443817242,0.005256723773205813,0.0005333333333333338,0.00019641226483541667,0.05440555844804079,0.0008893194757739992,315.972400197556,5.544672224940381,2.5111356106741973,0.02147106766556708,1.0,0.0,197.0,4.358898943540674
mnist,PU-F,0.0,0.2,3,170.33333333333334,3.844187531556932,0.0,0.0,170.33333333333334,3.844187531556932,0.2625879413099028,0.005208677583072291,0.08836666666666666,0.0036861603027782083,0.4115165520410627,0.006658333392817604,0.0012958333333333218,0.0006274258477656475,0.05730803400830007,0.0022852004874882393,257.7796340192759,9.515945894879259,2.001510773630192,0.04272061759827687,1.0,0.0,167.33333333333334,3.844187531556932
mnist,PU-F,0.0,0.4,3,142.66666666666666,2.0275875100994067,0.0,0.0,142.66666666666666,2.0275875100994067,0.2970591548170584,0.0036576310529492246,0.09889999999999995,0.006073988255942986,0.4499323564484931,0.002144053256967179,0.0005944444444444464,0.00047143725607948537,0.05441929358345756,0.0020131363736436026,231.18682562014138,1.703363825276463,1.5668280229438096,0.0228822662873669,1.0,0.0,139.66666666666666,2.0275875100994067
mnist,PU-F,0.0,0.6,3,111.0,3.511884584284246,0.0,0.0,111.0,3.511884584284246,0.35301057940038544,0.00946907607648295,0.11406666666666665,0.0034352745321314846,0.5171199664979768,0.007222026722405361,0.0014916666666666542,0.0002682246156571878,0.05822246499873849,0.0009832010935526257,193.85059157842738,6.132731577328375,1.0853173890306305,0.03290912068012276,1.0,0.0,108.0,3.511884584284246
mnist,PU-F,0.0,0.8,3,73.66666666666667,2.185812841434,0.0,0.0,73.66666666666667,2.185812841434,0.4800321323564276,0.011390072269949598,0.1576333333333333,0.003983437934470402,0.6424025297210819,0.00926920958736438,0.0031666666666666696,0.0014251705550954647,0.06327106843664237,0.0042694398852273574,144.58826051248596,5.798966363832433,0.6850779293260226,0.013682263760247601,1.0,0.0,70.66666666666667,2.185812841434
mnist,PU-F,0.4,0.0,3,300.0,0.0,268.3333333333333,1.763834207376394,568.3333333333334,1.7638342073763937,0.6223909419689638,0.0017372049885917627,0.39010000000000006,0.0214501748244624,0.8278908574022604,0.0028608203006492104,0.26921,0.002063548723275811,0.4260789541835588,0.002256028660863974,400.78631643071327,4.629687504500229,5.526235848354797,0.062434272309115205,0.0,0.0,297.0,0.0
mnist,PU-F,0.4,0.2,3,300.0,0.0,192.33333333333334,6.9602043392737,492.3333333333333,6.9602043392737,0.6740920651548853,0.008434409540276673,0.39176666666666665,0.004924203263247526,0.8385588979200839,0.003663439084185749,0.24249583333333335,0.008329360511334444,0.39650798993116854,0.009290672305549799,391.77736331080746,5.791402515654599,4.821606963717689,0.03189430337122049,0.0,0.0,297.0,0.0
mnist,PU-F,0.4,0.4,3,300.0,0.0,97.33333333333333,2.3333333333333335,397.3333333333333,2.3333333333333335,0.7269529514014721,0.0036904583520450803,0.40619999999999995,0.02638200144037597,0.8311583941370504,0.001997645442653827,0.1628666666666667,0.0038333816422076866,0.30407457545351196,0.004649740867782719,400.7433455083836,5.083312455881478,4.003812195034698,0.008285108174698644,0.0,0.0,297.0,0.0
mnist,PU-F,0.4,0.6,3,286.0,3.511884584284246,0.0,0.0,286.0,3.511884584284246,0.7882875931682065,0.007985394126553743,0.4144333333333334,0.015936575681257368,0.7306614451622248,0.004816564390108779,0.000924999999999988,0.0003105774192263969,0.05602608204297127,0.0012655908840615165,409.07241858090646,5.7970072763068865,3.0171105809664973,0.036329138684345716,1.0,0.0,283.0,3.511884584284246
mnist,PU-F,0.4,0.8,3,144.33333333333334,10.10500426081608,0.0,0.0,144.33333333333334,10.10500426081608,0.8171708395821042,0.04349241556243752,0.4555666666666667,0.026173926805973233,0.8231901270328389,0.01277598882382589,0.003783333333333337,0.0013210896176178895,0.06522269430053183,0.0038417471694024872,272.5193559428172,11.17544076465567,1.3424840053388227,0.09706367819267822,1.0,0.0,141.33333333333334,10.10500426081608
