method,dataset,seed,noise_rate,pretrain_fraction,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
Marginal,mnist,1,0.4,0.2,800,200,300,218,518,0.7050840638694353,0.35840000000000005,0.8334219430110789,0.27244999999999997,0.42961746154952174,326.5062935530523,2.51768469507806,0,297,0.34,0.0,0.5868216753005981
PU-C,mnist,1,0.4,0.2,800,200,300,214,514,0.7002764922799543,0.3669,0.8321827974478802,0.26567500000000005,0.42221557447774377,334.88503879537325,3.106736005982384,0,297,0.39,0.0,0.5754938721656799
PU-F,mnist,1,0.4,0.2,800,200,300,191,491,0.6724960312712938,0.40149999999999997,0.8371188876656644,0.23985000000000004,0.3936161496346335,392.66680755353946,4.841763677075505,0,297,0.42,0.0,0.6041743755340576
MaxLoss,mnist,1,0.4,0.4,600,400,300,57,357,0.6624465346685611,0.4173,0.7908625062596709,0.09973333333333334,0.22394089863545882,433.7809455243771,2.1033602950628847,0,297,0.43,0.0,0.5809516310691833
Marginal,mnist,1,0.4,0.4,600,400,300,128,428,0.7749804183258675,0.40780000000000005,0.8406032319570143,0.2142833333333333,0.3646537142740217,337.1510043153457,2.385307657998055,0,297,0.36666666666666664,0.0,0.5840914249420166
PU-C,mnist,1,0.4,0.4,600,400,300,101,401,0.7327493338962086,0.34299999999999997,0.8090051716240645,0.16831666666666667,0.310682793801243,345.18044439093904,2.8381153780501336,0,297,0.38666666666666666,0.0,0.5826200246810913
PU-F,mnist,1,0.4,0.4,600,400,300,98,398,0.7280120206996799,0.3536,0.8282770966431728,0.1632,0.3045008451598121,393.6290361514995,3.9990796491038054,0,297,0.4033333333333333,0.0,0.601300060749054
MaxLoss,mnist,1,0.4,0.6,400,600,245,0,245,0.692596115055494,0.372,0.719356361518881,0.0002749999999999964,0.053251062774480606,397.9855766479272,1.647828099085018,1,242,0.4326530612244898,0.0,0.5836697816848755
Marginal,mnist,1,0.4,0.6,400,600,300,21,321,0.8660304308286868,0.3627,0.7862033912391497,0.05505000000000004,0.16059941593387492,350.13335886040403,2.230902931885794,0,297,0.39666666666666667,0.0,0.5911370515823364
PU-C,mnist,1,0.4,0.6,400,600,300,5,305,0.8310544620035216,0.3498,0.7445287888773485,0.01679999999999999,0.09566317066499058,371.7075548683305,2.581641086144373,0,297,0.42,0.0,0.5874334573745728
