dataset,method,noise_rate,pretrain_fraction,n,compression_size_mean,compression_size_se,remaining_bad_mean,remaining_bad_se,effective_compression_size_mean,effective_compression_size_se,certified_bound_mean,certified_bound_se,test_error_mean,test_error_se,pac_bayes_bound_mean,pac_bayes_bound_se,pac_bayes_empirical_risk_mean,pac_bayes_empirical_risk_se,pac_bayes_mc_upper_mean,pac_bayes_mc_upper_se,pac_bayes_kl_mean,pac_bayes_kl_se,runtime_sec_mean,runtime_sec_se,stop_reached_mean,stop_reached_se,train_calls_mean,train_calls_se
cifar10,PU-C,0.4,0.6,3,250.0,0.0,534.6666666666666,12.454361128179603,784.6666666666666,12.454361128179603,0.9911058528814465,0.008506345278063914,0.8403,0.01256224502228801,0.9843061726253103,0.009130112613732288,0.7500416666666666,0.06616221595022678,0.9022967697492907,0.042195232476205324,78.82626256538107,23.64133201988642,34.23671963904053,0.04049339333989282,0.0,0.0,241.0,0.0
cifar10,PU-C,0.4,0.8,3,250.0,0.0,149.33333333333334,0.33333333333333337,399.3333333333333,0.33333333333333337,0.9999998541704068,7.291479657093683e-08,0.8230333333333334,0.017732299468609394,0.9955832162898394,0.0025957454972814413,0.7610166666666666,0.028645568786657253,0.9135057744981037,0.017557672096487384,70.3486383658176,11.131698424820465,22.31670210820933,0.012312411569381948,0.0,0.0,241.0,0.0
cifar10,PU-F,0.0,0.0,3,250.0,0.0,1472.3333333333333,22.45241882539855,1722.3333333333333,22.45241882539855,0.8886429951526225,0.010247972221936448,0.8038333333333334,0.011267258367105609,0.9680664217073112,0.00463867606845228,0.7536299999999999,0.009966174458303105,0.9098531857226065,0.006211160104022438,67.59447420343439,4.449291650671426,72.77757102095832,0.013265907374986391,0.0,0.0,241.0,0.0
cifar10,PU-F,0.0,0.2,3,250.0,0.0,1271.0,9.848857801796104,1521.0,9.848857801796104,0.9688771597963447,0.004969417325076538,0.8708,0.014753417683144934,0.9987414978284826,0.0011811279421218893,0.8429666666666665,0.023455527881385357,0.9591813196567457,0.011367867711354854,259.73048313144193,41.70044796471313,61.5035567143932,0.0738396874684881,0.0,0.0,241.0,0.0
cifar10,PU-F,0.0,0.4,3,250.0,0.0,877.3333333333334,8.252945602093298,1127.3333333333333,8.252945602093298,0.9622422673079806,0.005473189282466875,0.8141333333333334,0.006445239414568793,0.9940080437998501,0.002278091697068528,0.7826111111111111,0.017064318233967698,0.92718632376492,0.01022093567080976,141.0343721420634,16.239701476964928,47.911184743357204,0.19581384512288927,0.0,0.0,241.0,0.0
cifar10,PU-F,0.0,0.6,3,250.0,0.0,481.6666666666667,29.80119311556353,731.6666666666666,29.80119311556353,0.944510929325285,0.030075077596112214,0.7808999999999999,0.029229152114512894,0.9628020960019484,0.026881530274133543,0.6638916666666667,0.07333407764773785,0.8440827091309174,0.054932159640111666,105.89804948038157,6.088279642420773,35.058085361495614,0.41633875473139026,0.0,0.0,241.0,0.0
cifar10,PU-F,0.0,0.8,3,250.0,0.0,85.33333333333333,19.93600873907424,335.3333333333333,19.93600873907424,0.8935893863090314,0.03973490742960463,0.6893333333333332,0.028852113344509867,0.8228376098424124,0.07543191625484216,0.3088833333333333,0.12694290492623483,0.5205786000222489,0.12537045629236526,107.45603967923033,9.108232337269971,22.0396890938282,0.3546372334791239,0.0,0.0,241.0,0.0
cifar10,PU-F,0.4,0.0,3,250.0,0.0,1586.3333333333333,15.191371820141123,1836.3333333333333,15.191371820141123,0.939716507991155,0.006636896351911502,0.8647666666666667,0.016919449688975623,0.9826529689011513,0.0024142500110983164,0.7995766666666668,0.004292599574979102,0.937327298937889,0.002405248223151096,66.0241642840249,7.151091583794327,74.43568185406427,0.1907711321846864,0.0,0.0,241.0,0.0
cifar10,PU-F,0.4,0.2,3,250.0,0.0,1313.0,16.502525059315417,1563.0,16.502525059315417,0.9876602774990412,0.006356984142328585,0.8833666666666667,0.010749005121922272,0.9999993087619471,5.860668698393756e-07,0.8893083333333335,0.00589900385893906,0.9805244927128914,0.002224049704289538,307.0311852212911,35.697257229823514,62.35854395354787,0.13644349351032495,0.0,0.0,241.0,0.0
cifar10,PU-F,0.4,0.4,3,250.0,0.0,890.0,6.027713773341709,1140.0,6.027713773341709,0.9706019495109407,0.0038594148164852967,0.8675666666666667,0.005889067083257856,0.9994015780298987,0.0003310141537412838,0.8308111111111112,0.011820217039640089,0.9539166102616448,0.005921968904689169,191.25031563018334,26.329115500299267,48.54067191109061,0.059673611240831516,0.0,0.0,241.0,0.0
cifar10,PU-F,0.4,0.6,3,250.0,0.0,529.3333333333334,3.844187531556932,779.3333333333334,3.844187531556932,0.9902292948099785,0.0029337634452484486,0.8372,0.008277882176821145,0.9982656577434832,0.0012199202452602546,0.808075,0.021768531377502957,0.9413126907690751,0.011654757119348866,169.658759402371,38.18052288920181,35.89027497110268,0.0684768018014501,0.0,0.0,241.0,0.0
