method,dataset,seed,noise_rate,pretrain_fraction,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
MaxLoss,cifar10,0,0.4,0.4,1200,800,250,950,1200,1.0,0.8942,0.9987308471017394,0.8981166666666667,0.9838853530175143,23.871985840871062,28.225816362537444,0,241,0.512,0.0,0.8469179272651672
PU-C,cifar10,0,0.4,0.4,1200,800,250,950,1200,1.0,0.8088,0.9942151706172263,0.8273666666666669,0.9523991444723832,63.68949549302034,46.3467508405447,0,241,0.396,0.0,0.7169173359870911
PU-F,cifar10,0,0.4,0.4,1200,800,250,902,1152,0.9782833713688888,0.8559,0.9996788431999781,0.8207666666666666,0.9489415558909136,243.66239547957758,48.54448282625526,0,241,0.46,0.0,0.6883525848388672
PU-G,cifar10,0,0.4,0.4,1200,800,250,930,1180,0.9941472376813181,0.8927,0.9999998670935818,0.8839833333333332,0.9785436997446268,275.70197037705174,48.946197994053364,0,241,0.324,0.0,0.7690198421478271
GREATS,cifar10,0,0.4,0.4,1200,800,250,950,1200,,0.9036,0.9978842498859156,0.8850333333333333,0.9789594133343105,27.913703424339058,47.88575714174658,0,241,0.4,0.0,0.6575791239738464
MaxLoss,cifar10,0,0.4,0.6,800,1200,250,550,800,1.0,0.882,0.9950174807343758,0.8476250000000001,0.9625205952692932,27.546295760062545,22.183718603104353,0,241,0.548,0.0,0.8507418632507324
PU-C,cifar10,0,0.4,0.6,800,1200,250,510,760,0.9740991479484364,0.841,0.9671849806218936,0.62795,0.822578037348765,125.58145516930148,34.17594727687538,0,241,0.46,0.0,0.6970841884613037
PU-F,cifar10,0,0.4,0.6,800,1200,250,531,781,0.9916553176008165,0.8509,0.9999975710220472,0.8503499999999999,0.9638219201336505,242.30207631521577,36.02632248494774,0,241,0.424,0.0,0.5456066131591797
PU-G,cifar10,0,0.4,0.6,800,1200,250,529,779,0.9901663247146644,0.8979,0.9999867981841233,0.85155,0.9643902156567139,189.70229542813533,35.85684906318784,0,241,0.404,0.0,0.5931548476219177
GREATS,cifar10,0,0.4,0.6,800,1200,250,550,800,,0.8619,0.9986486220952796,0.8813500000000001,0.9774884351001734,26.522918713563048,35.693462409079075,0,241,0.408,0.0,0.7310044765472412
MaxLoss,cifar10,0,0.4,0.8,400,1600,250,150,400,1.0,0.8065,0.9979330941787552,0.7908000000000002,0.9323531381537407,61.99580423538672,16.110164500772953,0,241,0.428,0.0,0.6832494735717773
PU-C,cifar10,0,0.4,0.8,400,1600,250,149,399,0.9999997812556103,0.8184,0.9904000409970577,0.7125999999999999,0.8832811750307351,69.14254411144026,22.302866524085402,0,241,0.388,0.0,0.6534718871116638
PU-F,cifar10,0,0.4,0.8,400,1600,250,129,379,0.9790937144425698,0.8236,0.8620876539578608,0.33515,0.5638827501733678,98.0484919575996,22.746253388933837,0,241,0.412,0.0,0.6639193296432495
PU-G,cifar10,0,0.4,0.8,400,1600,250,145,395,0.9988977409666404,0.7859,0.9159551571629767,0.41720000000000007,0.6438146513323537,107.91329893003534,22.82219970226288,0,241,0.392,0.0,0.6341212391853333
GREATS,cifar10,0,0.4,0.8,400,1600,250,150,400,,0.7758,0.9896726074521041,0.7247499999999999,0.891388677235784,57.8892089082063,23.53403237555176,0,241,0.388,0.0,0.6386967301368713
MaxLoss,cifar10,1,0.0,0.0,2000,0,250,1651,1901,0.9672901076264679,0.7533,0.933054989798795,0.6754000000000001,0.8574783194589576,62.679824762019244,40.372427430935204,0,241,0.0,0.0,0.6709092259407043
PU-C,cifar10,1,0.0,0.0,2000,0,250,1370,1620,0.8413305374560878,0.6583,0.8952847265783956,0.61074,0.8094038962309039,57.20776433177293,68.0108791841194,0,241,0.0,0.0,0.6493154764175415
PU-F,cifar10,1,0.0,0.0,2000,0,250,1437,1687,0.872478699835483,0.7897000000000001,0.9610275096428826,0.73816,0.9001429110025249,62.23407949570976,72.80404972378165,0,241,0.0,0.0,0.6943727135658264
PU-G,cifar10,1,0.0,0.0,2000,0,250,1427,1677,0.8678586624446325,0.7858,0.9815924613082759,0.78649,0.9298554412118256,79.13457590513403,71.94905994366854,0,241,0.0,0.0,0.713849663734436
GREATS,cifar10,1,0.0,0.0,2000,0,250,1607,1857,,0.7191000000000001,0.9262214053752157,0.65944,0.845979017291311,65.55598532135907,71.567528385669,0,241,0.0,0.0,0.6628861427307129
MaxLoss,cifar10,1,0.0,0.2,1600,400,250,1347,1597,0.9999676658771932,0.8788,0.9982467131518754,0.8686375000000001,0.9721503165019961,74.28360166635791,34.32451796717942,0,241,0.0,0.0,0.6350847482681274
