method,seed,noise_rate,pretrain_fraction,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,runtime_sec,stop_reached,train_calls
PU-F,5,0.0,0.6,1200,1800,16,0,16,0.025781950331293046,0.0043999999999999595,0.17489741696044803,1,13
PU-G,5,0.0,0.6,1200,1800,16,0,16,0.025781950331293046,0.0027000000000000357,0.17411708302097395,1,13
GREATS,5,0.0,0.6,1200,1800,8,0,8,,0.0049000000000000155,0.16577345901168883,1,5
MaxLoss,5,0.0,0.7,900,2100,9,0,9,0.023171695414930582,0.0040999999999999925,0.18761337496107444,1,6
PU-C,5,0.0,0.7,900,2100,8,0,8,0.021493067673873156,0.005700000000000038,0.1906368340132758,1,5
PU-F,5,0.0,0.7,900,2100,8,0,8,0.021493067673873156,0.005900000000000016,0.18827124999370426,1,5
PU-G,5,0.0,0.7,900,2100,8,0,8,0.021493067673873156,0.008199999999999985,0.18829750001896173,1,5
GREATS,5,0.0,0.7,900,2100,6,0,6,,0.0044999999999999485,0.18481075001182035,1,3
MaxLoss,5,0.0,0.8,600,2400,4,0,4,0.021501237817574292,0.0036000000000000476,0.2040482500451617,1,1
PU-C,5,0.0,0.8,600,2400,5,0,5,0.024279373232275248,0.0028000000000000247,0.20411091699497774,1,2
PU-F,5,0.0,0.8,600,2400,8,0,8,0.03213391738245264,0.0033999999999999586,0.20835024997359142,1,5
PU-G,5,0.0,0.8,600,2400,7,0,7,0.029579319758340716,0.005299999999999971,0.2075889580301009,1,4
GREATS,5,0.0,0.8,600,2400,9,0,9,,0.006700000000000039,0.20899554202333093,1,6
MaxLoss,5,0.4,0.0,3000,0,440,0,440,0.16935760364867747,0.016700000000000048,0.7047855000128038,1,437
PU-C,5,0.4,0.0,3000,0,543,0,543,0.2057693019742146,0.01870000000000005,4.463652250007726,1,540
PU-F,5,0.4,0.0,3000,0,469,0,469,0.1796470055123791,0.020100000000000007,5.291350916028023,1,466
PU-G,5,0.4,0.0,3000,0,550,0,550,0.20823121524881572,0.025499999999999967,6.4075130830169655,1,547
GREATS,5,0.4,0.0,3000,0,569,0,569,,0.025900000000000034,4.6013716669986024,1,566
MaxLoss,5,0.4,0.1,2700,300,452,0,452,0.19263619818957523,0.027200000000000002,0.7664530419860967,1,449
PU-C,5,0.4,0.1,2700,300,455,0,455,0.1938162071746774,0.021700000000000053,3.284451292012818,1,452
PU-F,5,0.4,0.1,2700,300,436,0,436,0.18633615277940407,0.01529999999999998,4.780796499981079,1,433
PU-G,5,0.4,0.1,2700,300,492,0,492,0.20833867968758568,0.01100000000000001,5.592156584025361,1,489
GREATS,5,0.4,0.1,2700,300,538,0,538,,0.012299999999999978,4.2156755839823745,1,535
MaxLoss,5,0.4,0.2,2400,600,438,0,438,0.21014411706710234,0.02210000000000001,0.7417782910051756,1,435
PU-C,5,0.4,0.2,2400,600,417,0,417,0.20085101877339184,0.014900000000000024,2.7123527909861878,1,414
PU-F,5,0.4,0.2,2400,600,403,0,403,0.19464209611760452,0.01749999999999996,4.167259250010829,1,400
PU-G,5,0.4,0.2,2400,600,458,0,458,0.2189731178805232,0.017199999999999993,4.071259165997617,1,455
GREATS,5,0.4,0.2,2400,600,495,0,495,,0.015100000000000002,3.4503170420066454,1,492
MaxLoss,5,0.4,0.3,2100,900,381,0,381,0.21082633535843343,0.03180000000000005,0.628769209026359,1,378
PU-C,5,0.4,0.3,2100,900,381,0,381,0.21082633535843343,0.02210000000000001,2.2405547089874744,1,378
PU-F,5,0.4,0.3,2100,900,374,0,374,0.20727540442021564,0.026599999999999957,2.726831208972726,1,371
PU-G,5,0.4,0.3,2100,900,381,0,381,0.21082633535843343,0.029000000000000026,2.2016187499975786,1,378
GREATS,5,0.4,0.3,2100,900,410,0,410,,0.02190000000000003,2.29986133397324,1,407
MaxLoss,5,0.4,0.4,1800,1200,286,0,286,0.18888713710475713,0.037799999999999945,0.4586639159824699,1,283
PU-C,5,0.4,0.4,1800,1200,289,0,289,0.19068273768061772,0.02080000000000004,1.3586085829883814,1,286
PU-F,5,0.4,0.4,1800,1200,306,0,306,0.20083719870308414,0.023900000000000032,1.7399902920005843,1,303
PU-G,5,0.4,0.4,1800,1200,311,0,311,0.20381734904367477,0.01770000000000005,1.9049292500130832,1,308
GREATS,5,0.4,0.4,1800,1200,331,0,331,,0.016599999999999948,1.393408207979519,1,328
MaxLoss,5,0.4,0.5,1500,1500,295,0,295,0.23231585382018238,0.02080000000000004,0.48045500001171604,1,292
PU-C,5,0.4,0.5,1500,1500,275,0,275,0.2180251648533158,0.0363,0.9146613749908283,1,272
PU-F,5,0.4,0.5,1500,1500,285,0,285,0.2251785016269423,0.01880000000000004,1.6205048330011778,1,282
PU-G,5,0.4,0.5,1500,1500,287,0,287,0.2266072312486358,0.020199999999999996,1.5355053749517538,1,284
GREATS,5,0.4,0.5,1500,1500,334,0,334,,0.022599999999999953,1.2902419159654528,1,331
MaxLoss,5,0.4,0.6,1200,1800,187,0,187,0.19205072324257344,0.02429999999999999,0.3490314580267295,1,184
PU-C,5,0.4,0.6,1200,1800,197,0,197,0.20115190133219585,0.034399999999999986,0.447722791985143,1,194
PU-F,5,0.4,0.6,1200,1800,212,0,212,0.21474302763817832,0.020499999999999963,0.6502450840198435,1,209
PU-G,5,0.4,0.6,1200,1800,224,0,224,0.2255670137819834,0.027900000000000036,0.6663736670161597,1,221
GREATS,5,0.4,0.6,1200,1800,247,0,247,,0.011700000000000044,0.5961943329893984,1,244
MaxLoss,5,0.4,0.7,900,2100,124,0,124,0.17743394314311445,0.03369999999999995,0.2906434580218047,1,121
PU-C,5,0.4,0.7,900,2100,154,0,154,0.21435099828522652,0.04930000000000001,0.369827417016495,1,151
PU-F,5,0.4,0.7,900,2100,167,0,167,0.2301632518065162,0.02639999999999998,0.4823290840140544,1,164
PU-G,5,0.4,0.7,900,2100,212,0,212,0.2841905652312562,0.021399999999999975,0.5907709160237573,1,209
GREATS,5,0.4,0.7,900,2100,194,0,194,,0.03149999999999997,0.477019207959529,1,191
MaxLoss,5,0.4,0.8,600,2400,72,0,72,0.16587713174521923,0.059599999999999986,0.2600462919799611,1,69
PU-C,5,0.4,0.8,600,2400,89,0,89,0.19825265364488587,0.06730000000000003,0.2912266249768436,1,86
PU-F,5,0.4,0.8,600,2400,91,0,91,0.20202032779343426,0.06640000000000001,0.3157193749793805,1,88
PU-G,5,0.4,0.8,600,2400,92,0,92,0.20390120532829314,0.05679999999999996,0.325475457997527,1,89
GREATS,5,0.4,0.8,600,2400,65,0,65,,0.036900000000000044,0.27463691704906523,1,62
MaxLoss,6,0.0,0.0,3000,0,92,0,92,0.041701713809743524,0.013000000000000012,0.1024195840000175,1,89
PU-C,6,0.0,0.0,3000,0,115,0,115,0.05059218790847808,0.01739999999999997,0.17679595795925707,1,112
PU-F,6,0.0,0.0,3000,0,134,0,134,0.0578422054531984,0.006700000000000039,0.3817995829740539,1,131
PU-G,6,0.0,0.0,3000,0,152,0,152,0.06464810745092109,0.0047000000000000375,0.3975307500222698,1,149
GREATS,6,0.0,0.0,3000,0,134,0,134,,0.0034999999999999476,0.49581466597737744,1,131
MaxLoss,6,0.0,0.1,2700,300,69,0,69,0.03624958673026413,0.009299999999999975,0.12250945903360844,1,66
PU-C,6,0.0,0.1,2700,300,66,0,66,0.0349194910377264,0.010700000000000043,0.12636020802892745,1,63
PU-F,6,0.0,0.1,2700,300,79,0,79,0.04065049049677327,0.006199999999999983,0.17491895897546783,1,76
PU-G,6,0.0,0.1,2700,300,59,0,59,0.03179569693747908,0.0031999999999999806,0.13293641700875014,1,56
GREATS,6,0.0,0.1,2700,300,100,0,100,,0.008499999999999952,0.18835099996067584,1,97
MaxLoss,6,0.0,0.2,2400,600,62,0,62,0.0372571304324083,0.009199999999999986,0.11546504101715982,1,59
PU-C,6,0.0,0.2,2400,600,42,0,42,0.02705520042218268,0.005099999999999993,0.10780587501358241,1,39
PU-F,6,0.0,0.2,2400,600,52,0,52,0.032201003341469914,0.007399999999999962,0.13084541697753593,1,49
PU-G,6,0.0,0.2,2400,600,83,0,83,0.04766377422492951,0.010700000000000043,0.18185687501681969,1,80
GREATS,6,0.0,0.2,2400,600,69,0,69,,0.006000000000000005,0.16049054102040827,1,66
MaxLoss,6,0.0,0.3,2100,900,16,0,16,0.014772376918699592,0.0040000000000000036,0.15472895797574893,1,13
PU-C,6,0.0,0.3,2100,900,35,0,35,0.02670720242895186,0.006099999999999994,0.13597183302044868,1,32
PU-F,6,0.0,0.3,2100,900,21,0,21,0.01802432123804465,0.0039000000000000146,0.11679912498220801,1,18
PU-G,6,0.0,0.3,2100,900,53,0,53,0.037355240201577544,0.008499999999999952,0.16391312499763444,1,50
GREATS,6,0.0,0.3,2100,900,40,0,40,,0.00660000000000005,0.15729333297349513,1,37
MaxLoss,6,0.0,0.4,1800,1200,20,0,20,0.020266207866370678,0.00660000000000005,0.12935383297735825,1,17
PU-C,6,0.0,0.4,1800,1200,33,0,33,0.02971941459691152,0.008600000000000052,0.14857504202518612,1,30
PU-F,6,0.0,0.4,1800,1200,26,0,26,0.024695796193554997,0.0037000000000000366,0.14505749999079853,1,23
PU-G,6,0.0,0.4,1800,1200,35,0,35,0.03113263612613082,0.007099999999999995,0.15674604201922193,1,32
GREATS,6,0.0,0.4,1800,1200,36,0,36,,0.005099999999999993,0.15598725003656,1,33
MaxLoss,6,0.0,0.5,1500,1500,32,0,32,0.03477253299206495,0.009099999999999997,0.1571318749920465,1,29
PU-C,6,0.0,0.5,1500,1500,28,0,28,0.03134069964289665,0.0043999999999999595,0.1722984579973854,1,25
PU-F,6,0.0,0.5,1500,1500,26,0,26,0.02960471750702709,0.0046000000000000485,0.16860999999335036,1,23
PU-G,6,0.0,0.5,1500,1500,36,0,36,0.03815845097415149,0.0046000000000000485,0.17906804202357307,1,33
GREATS,6,0.0,0.5,1500,1500,22,0,22,,0.0046000000000000485,0.15633154095849022,1,19
MaxLoss,6,0.0,0.6,1200,1800,10,0,10,0.018649740784894675,0.0048000000000000265,0.19328225002391264,1,7
PU-C,6,0.0,0.6,1200,1800,15,0,15,0.024623136851005256,0.005199999999999982,0.17753945797448978,1,12
PU-F,6,0.0,0.6,1200,1800,12,0,12,0.02108020952437073,0.006700000000000039,0.18198049999773502,1,9
PU-G,6,0.0,0.6,1200,1800,18,0,18,0.0280719343572855,0.007499999999999951,0.17778733297018334,1,15
GREATS,6,0.0,0.6,1200,1800,23,0,23,,0.006700000000000039,0.1955625420087017,1,20
MaxLoss,6,0.0,0.7,900,2100,15,0,15,0.03276355308480561,0.0046000000000000485,0.20738145802170038,1,12
PU-C,6,0.0,0.7,900,2100,21,0,21,0.041832362359855324,0.0046000000000000485,0.20329641696298495,1,18
PU-F,6,0.0,0.7,900,2100,15,0,15,0.03276355308480561,0.0028000000000000247,0.2011227500042878,1,12
PU-G,6,0.0,0.7,900,2100,14,0,14,0.03120950743323192,0.005199999999999982,0.1951367079745978,1,11
GREATS,6,0.0,0.7,900,2100,10,0,10,,0.005499999999999949,0.19087779097026214,1,7
MaxLoss,6,0.0,0.8,600,2400,6,0,6,0.026965588273014873,0.0044999999999999485,0.20588720799423754,1,3
PU-C,6,0.0,0.8,600,2400,8,0,8,0.03213391738245264,0.0026000000000000467,0.2071148749673739,1,5
PU-F,6,0.0,0.8,600,2400,9,0,9,0.03463902446674183,0.0030999999999999917,0.20776712498627603,1,6
PU-G,6,0.0,0.8,600,2400,8,0,8,0.03213391738245264,0.0027000000000000357,0.21136937499977648,1,5
GREATS,6,0.0,0.8,600,2400,12,0,12,,0.0017000000000000348,0.21851904201321304,1,9
MaxLoss,6,0.4,0.0,3000,0,478,0,478,0.18283396633341908,0.012199999999999989,0.8141745419707149,1,475
PU-C,6,0.4,0.0,3000,0,505,0,505,0.19237787678139284,0.01859999999999995,5.453308540978469,1,502
PU-F,6,0.4,0.0,3000,0,513,0,513,0.19520097953500226,0.01970000000000005,6.204951916006394,1,510
PU-G,6,0.4,0.0,3000,0,539,0,539,0.20436182245612144,0.029000000000000026,6.608478625013959,1,536
GREATS,6,0.4,0.0,3000,0,553,0,553,,0.014399999999999968,4.7353662079549395,1,550
MaxLoss,6,0.4,0.1,2700,300,468,0,468,0.19892514165258035,0.018299999999999983,0.7843816250097007,1,465
PU-C,6,0.4,0.1,2700,300,466,0,466,0.19813961570616812,0.016100000000000003,3.3560242500388995,1,463
PU-F,6,0.4,0.1,2700,300,501,0,501,0.21186284010764211,0.023299999999999987,5.460233666992281,1,498
PU-G,6,0.4,0.1,2700,300,508,0,508,0.21460168954217806,0.01200000000000001,5.537570332991891,1,505
GREATS,6,0.4,0.1,2700,300,512,0,512,,0.013599999999999945,3.810219250037335,1,509
MaxLoss,6,0.4,0.2,2400,600,443,0,443,0.21235329669434577,0.018199999999999994,0.8285253749927506,1,440
PU-C,6,0.4,0.2,2400,600,419,0,419,0.20173710939707235,0.01870000000000005,2.7120947079965845,1,416
PU-F,6,0.4,0.2,2400,600,444,0,444,0.21279497648356482,0.03190000000000004,4.693924750026781,1,441
PU-G,6,0.4,0.2,2400,600,498,0,498,0.23657200194429606,0.023299999999999987,5.5524987920071,1,495
GREATS,6,0.4,0.2,2400,600,485,0,485,,0.008900000000000019,3.8327493329998106,1,482
MaxLoss,6,0.4,0.3,2100,900,398,0,398,0.21943517884938046,0.03149999999999997,0.6942087089992128,1,395
PU-C,6,0.4,0.3,2100,900,371,0,371,0.20575245609506965,0.01759999999999995,2.3463515000185,1,368
PU-F,6,0.4,0.3,2100,900,373,0,373,0.20676783029921353,0.01090000000000002,3.812241667008493,1,370
PU-G,6,0.4,0.3,2100,900,374,0,374,0.20727540442021564,0.01739999999999997,3.610104624996893,1,371
GREATS,6,0.4,0.3,2100,900,361,0,361,,0.015599999999999947,1.706203000037931,1,358
MaxLoss,6,0.4,0.4,1800,1200,321,0,321,0.20976919040549546,0.012499999999999956,0.6093852079939097,1,318
PU-C,6,0.4,0.4,1800,1200,318,0,318,0.20798480522353202,0.01739999999999997,1.8565510420012288,1,315
PU-F,6,0.4,0.4,1800,1200,333,0,333,0.21689697972033173,0.03810000000000002,3.110829542041756,1,330
PU-G,6,0.4,0.4,1800,1200,358,0,358,0.231698602787219,0.010000000000000009,2.210841624997556,1,355
GREATS,6,0.4,0.4,1800,1200,365,0,365,,0.02639999999999998,1.9287130419979803,1,362
MaxLoss,6,0.4,0.5,1500,1500,293,0,293,0.23088963312329724,0.025599999999999956,0.5234208749607205,1,290
PU-C,6,0.4,0.5,1500,1500,283,0,283,0.22374913282692432,0.008000000000000007,0.9846253749565221,1,280
PU-F,6,0.4,0.5,1500,1500,285,0,285,0.2251785016269423,0.03959999999999997,1.242748374992516,1,282
PU-G,6,0.4,0.5,1500,1500,319,0,319,0.24938371306052431,0.023700000000000054,1.3071527080028318,1,316
GREATS,6,0.4,0.5,1500,1500,328,0,328,,0.01429999999999998,1.0668965409859084,1,325
MaxLoss,6,0.4,0.6,1200,1800,211,0,211,0.21383911522570997,0.021700000000000053,0.3959773749811575,1,208
PU-C,6,0.4,0.6,1200,1800,207,0,207,0.2102204326656647,0.027900000000000036,0.48166879202472046,1,204
PU-F,6,0.4,0.6,1200,1800,233,0,233,0.2336581929703243,0.02510000000000001,0.6927838329575025,1,230
PU-G,6,0.4,0.6,1200,1800,270,0,270,0.2667009969591163,0.0131,0.7208815840422176,1,267
GREATS,6,0.4,0.6,1200,1800,280,0,280,,0.01429999999999998,0.6870395420119166,1,277
MaxLoss,6,0.4,0.7,900,2100,166,0,166,0.22895049449289218,0.02059999999999995,0.3379197079921141,1,163
PU-C,6,0.4,0.7,900,2100,159,0,159,0.22044472757261246,0.01859999999999995,0.39386408298742026,1,156
PU-F,6,0.4,0.7,900,2100,167,0,167,0.2301632518065162,0.024399999999999977,0.48393170803319663,1,164
PU-G,6,0.4,0.7,900,2100,184,0,184,0.25069488561712205,0.035699999999999954,0.5300042920280248,1,181
GREATS,6,0.4,0.7,900,2100,157,0,157,,0.021499999999999964,0.4228549579856917,1,154
MaxLoss,6,0.4,0.8,600,2400,110,0,110,0.2374467962072231,0.05689999999999995,0.28243449999717996,1,107
PU-C,6,0.4,0.8,600,2400,123,0,123,0.2613484975299798,0.0635,0.3299194169812836,1,120
PU-F,6,0.4,0.8,600,2400,125,0,125,0.2650039535947144,0.06110000000000004,0.37470037501771003,1,122
PU-G,6,0.4,0.8,600,2400,95,0,95,0.209532298555132,0.04490000000000005,0.3309864580514841,1,92
GREATS,6,0.4,0.8,600,2400,106,0,106,,0.05259999999999998,0.3265528330230154,1,103
MaxLoss,7,0.0,0.0,3000,0,112,0,112,0.04944029700709507,0.02090000000000003,0.12634095799876377,1,109
PU-C,7,0.0,0.0,3000,0,108,0,108,0.04790108359884471,0.014900000000000024,0.20232450001640245,1,105
PU-F,7,0.0,0.0,3000,0,121,0,121,0.05288982600905001,0.019100000000000006,0.3030547919915989,1,118
PU-G,7,0.0,0.0,3000,0,140,0,140,0.06011703115655109,0.005800000000000027,0.30399483401561156,1,137
GREATS,7,0.0,0.0,3000,0,130,0,130,,0.0040999999999999925,0.5377432080567814,1,127
MaxLoss,7,0.0,0.1,2700,300,43,0,43,0.024523687723558396,0.005700000000000038,0.08861249999608845,1,40
PU-C,7,0.0,0.1,2700,300,42,0,42,0.024061625183094293,0.006800000000000028,0.09938374999910593,1,39
PU-F,7,0.0,0.1,2700,300,75,0,75,0.03889582690317184,0.011800000000000033,0.15275579097215086,1,72
PU-G,7,0.0,0.1,2700,300,83,0,83,0.04239818482892588,0.0047000000000000375,0.16859412501798943,1,80
GREATS,7,0.0,0.1,2700,300,77,0,77,,0.00990000000000002,0.1472482499666512,1,74
MaxLoss,7,0.0,0.2,2400,600,20,0,20,0.015217068488709629,0.0046000000000000485,0.07411612500436604,1,17
PU-C,7,0.0,0.2,2400,600,47,0,47,0.029640937224030495,0.006000000000000005,0.10920145799173042,1,44
PU-F,7,0.0,0.2,2400,600,24,0,24,0.017447080521378666,0.0034999999999999476,0.08956833300180733,1,21
PU-G,7,0.0,0.2,2400,600,38,0,38,0.02496518089901656,0.006900000000000017,0.11517629097215831,1,35
GREATS,7,0.0,0.2,2400,600,52,0,52,,0.00880000000000003,0.12503425002796575,1,49
MaxLoss,7,0.0,0.3,2100,900,32,0,32,0.024885034887120128,0.009099999999999997,0.11308487498899922,1,29
PU-C,7,0.0,0.3,2100,900,39,0,39,0.029112085641827434,0.007499999999999951,0.12901970802340657,1,36
PU-F,7,0.0,0.3,2100,900,25,0,25,0.02055755432229489,0.0028000000000000247,0.11630783398868516,1,22
PU-G,7,0.0,0.3,2100,900,23,0,23,0.019297393620945513,0.0037000000000000366,0.11441629199543968,1,20
GREATS,7,0.0,0.3,2100,900,26,0,26,,0.0039000000000000146,0.1168933329754509,1,23
MaxLoss,7,0.0,0.4,1800,1200,19,0,19,0.019513480714522302,0.0021999999999999797,0.12304304202552885,1,16
PU-C,7,0.0,0.4,1800,1200,33,0,33,0.02971941459691152,0.0046000000000000485,0.1446254170150496,1,30
PU-F,7,0.0,0.4,1800,1200,24,0,24,0.023234111547935754,0.007299999999999973,0.13615037500858307,1,21
PU-G,7,0.0,0.4,1800,1200,13,0,13,0.01487780612660572,0.0026000000000000467,0.12151962501229718,1,10
GREATS,7,0.0,0.4,1800,1200,9,0,9,,0.0030000000000000027,0.11624962504720315,1,6
MaxLoss,7,0.0,0.5,1500,1500,8,0,8,0.012929739721585065,0.0038000000000000256,0.13511720800306648,1,5
PU-C,7,0.0,0.5,1500,1500,15,0,15,0.019722751749213785,0.0049000000000000155,0.14385066600516438,1,12
PU-F,7,0.0,0.5,1500,1500,13,0,13,0.017839504580479115,0.0030000000000000027,0.14305687497835606,1,10
PU-G,7,0.0,0.5,1500,1500,12,0,12,0.0168832708732225,0.0020000000000000018,0.14208804199006408,1,9
GREATS,7,0.0,0.5,1500,1500,19,0,19,,0.008000000000000007,0.15063724998617545,1,16
MaxLoss,7,0.0,0.6,1200,1800,11,0,11,0.019872920005582273,0.0022999999999999687,0.16617774998303503,1,8
PU-C,7,0.0,0.6,1200,1800,14,0,14,0.023453966539818794,0.006099999999999994,0.1715345830307342,1,11
PU-F,7,0.0,0.6,1200,1800,12,0,12,0.02108020952437073,0.00539999999999996,0.1703935419791378,1,9
PU-G,7,0.0,0.6,1200,1800,17,0,17,0.026931294472888112,0.0047000000000000375,0.17572516697691754,1,14
GREATS,7,0.0,0.6,1200,1800,16,0,16,,0.0033999999999999586,0.17527200002223253,1,13
MaxLoss,7,0.0,0.7,900,2100,12,0,12,0.02805392601294443,0.005099999999999993,0.19001462502637878,1,9
PU-C,7,0.0,0.7,900,2100,10,0,10,0.024822357401717454,0.005499999999999949,0.18870558304479346,1,7
PU-F,7,0.0,0.7,900,2100,9,0,9,0.023171695414930582,0.007399999999999962,0.19183450000127777,1,6
PU-G,7,0.0,0.7,900,2100,11,0,11,0.02644878235878423,0.0044999999999999485,0.19136941601755098,1,8
GREATS,7,0.0,0.7,900,2100,10,0,10,,0.005499999999999949,0.1901881669764407,1,7
MaxLoss,7,0.0,0.8,600,2400,11,0,11,0.039528083987534046,0.0042999999999999705,0.2076796250184998,1,8
PU-C,7,0.0,0.8,600,2400,13,0,13,0.044287452939897776,0.005800000000000027,0.2124322919989936,1,10
PU-F,7,0.0,0.8,600,2400,11,0,11,0.039528083987534046,0.0047000000000000375,0.21112845896277577,1,8
PU-G,7,0.0,0.8,600,2400,12,0,12,0.04192207753658295,0.005900000000000016,0.21111366600962356,1,9
GREATS,7,0.0,0.8,600,2400,6,0,6,,0.006700000000000039,0.2047047090018168,1,3
MaxLoss,7,0.4,0.0,3000,0,485,0,485,0.18531072669429705,0.023399999999999976,0.7977086669998243,1,482
PU-C,7,0.4,0.0,3000,0,491,0,491,0.18743230478139594,0.019000000000000017,3.673589165962767,1,488
PU-F,7,0.4,0.0,3000,0,420,0,420,0.1622424612287432,0.025599999999999956,4.678491332975682,1,417
PU-G,7,0.4,0.0,3000,0,452,0,452,0.17361913050990552,0.02080000000000004,4.539714000013191,1,449
GREATS,7,0.4,0.0,3000,0,494,0,494,,0.008399999999999963,3.8785685829934664,1,491
MaxLoss,7,0.4,0.1,2700,300,405,0,405,0.17409641441190615,0.01639999999999997,0.633438125019893,1,402
PU-C,7,0.4,0.1,2700,300,474,0,474,0.20128072291845456,0.0262,3.4208467089920305,1,471
PU-F,7,0.4,0.1,2700,300,434,0,434,0.18554784334264696,0.02529999999999999,4.455405042041093,1,431
PU-G,7,0.4,0.1,2700,300,501,0,501,0.21186284010764211,0.020199999999999996,5.457776958006434,1,498
GREATS,7,0.4,0.1,2700,300,482,0,482,,0.020299999999999985,3.7642261250293814,1,479
MaxLoss,7,0.4,0.2,2400,600,382,0,382,0.18530734110390767,0.020299999999999985,0.6103805000311695,1,379
PU-C,7,0.4,0.2,2400,600,391,0,391,0.18931117007741705,0.02400000000000002,2.367183541995473,1,388
PU-F,7,0.4,0.2,2400,600,373,0,373,0.18129853525897488,0.01880000000000004,3.496505666989833,1,370
PU-G,7,0.4,0.2,2400,600,448,0,448,0.2145611793966964,0.01649999999999996,4.633857499982696,1,445
GREATS,7,0.4,0.2,2400,600,450,0,450,,0.01870000000000005,2.382359415991232,1,447
MaxLoss,7,0.4,0.3,2100,900,362,0,362,0.20117949799168855,0.023599999999999954,0.5902865419629961,1,359
PU-C,7,0.4,0.3,2100,900,327,0,327,0.1833340873126872,0.016000000000000014,1.6035660419729538,1,324
PU-F,7,0.4,0.3,2100,900,346,0,346,0.19303410715656355,0.01629999999999998,2.5691888330038637,1,343
PU-G,7,0.4,0.3,2100,900,337,0,337,0.18844316998729482,0.0262,2.8373938750009984,1,334
GREATS,7,0.4,0.3,2100,900,382,0,382,,0.025699999999999945,1.9573527080356143,1,379
MaxLoss,7,0.4,0.4,1800,1200,296,0,296,0.19486817374126986,0.02410000000000001,0.47722429200075567,1,293
PU-C,7,0.4,0.4,1800,1200,288,0,288,0.19008432829286903,0.0242,1.2993720000376925,1,285
PU-F,7,0.4,0.4,1800,1200,317,0,317,0.2073897894588299,0.02410000000000001,2.592051832994912,1,314
PU-G,7,0.4,0.4,1800,1200,308,0,308,0.20202960254391655,0.020199999999999996,1.9981839160318486,1,305
GREATS,7,0.4,0.4,1800,1200,321,0,321,,0.030100000000000016,1.1117657080176286,1,318
MaxLoss,7,0.4,0.5,1500,1500,226,0,226,0.1827191884513013,0.017000000000000015,0.37219487503170967,1,223
PU-C,7,0.4,0.5,1500,1500,257,0,257,0.20510678173741326,0.027599999999999958,1.0947192499879748,1,254
PU-F,7,0.4,0.5,1500,1500,260,0,260,0.20726376242237166,0.021499999999999964,1.2010828749625944,1,257
PU-G,7,0.4,0.5,1500,1500,277,0,277,0.2194571410655044,0.022199999999999998,1.1690548750339076,1,274
GREATS,7,0.4,0.5,1500,1500,303,0,303,,0.01990000000000003,0.7772912080399692,1,300
MaxLoss,7,0.4,0.6,1200,1800,220,0,220,0.2219636561931111,0.028800000000000048,0.40220008295727894,1,217
PU-C,7,0.4,0.6,1200,1800,213,0,213,0.21564663999015465,0.031000000000000028,0.5111823750194162,1,210
PU-F,7,0.4,0.6,1200,1800,220,0,220,0.2219636561931111,0.030100000000000016,0.6735779580194503,1,217
PU-G,7,0.4,0.6,1200,1800,218,0,218,0.22016025602351874,0.025399999999999978,0.8258305829949677,1,215
GREATS,7,0.4,0.6,1200,1800,249,0,249,,0.030000000000000027,0.5940333330072463,1,246
MaxLoss,7,0.4,0.7,900,2100,158,0,158,0.21922721673035994,0.027000000000000024,0.3264239589916542,1,155
PU-C,7,0.4,0.7,900,2100,145,0,145,0.20334210782311857,0.02969999999999995,0.3584889170015231,1,142
PU-F,7,0.4,0.7,900,2100,149,0,149,0.2082414868636988,0.0252,0.46210075000999495,1,146
PU-G,7,0.4,0.7,900,2100,198,0,198,0.26748987671453506,0.029000000000000026,0.6125702499994077,1,195
GREATS,7,0.4,0.7,900,2100,175,0,175,,0.022399999999999975,0.4931075840140693,1,172
MaxLoss,7,0.4,0.8,600,2400,104,0,104,0.22632701823022217,0.04590000000000005,0.31509095802903175,1,101
PU-C,7,0.4,0.8,600,2400,128,0,128,0.2704768336843699,0.05740000000000001,0.3474332910263911,1,125
PU-F,7,0.4,0.8,600,2400,91,0,91,0.20202032779343426,0.028299999999999992,0.32403570803580806,1,88
PU-G,7,0.4,0.8,600,2400,101,0,101,0.22074463200988248,0.030200000000000005,0.335070832981728,1,98
GREATS,7,0.4,0.8,600,2400,95,0,95,,0.03939999999999999,0.31314533296972513,1,92
MaxLoss,8,0.0,0.0,3000,0,112,0,112,0.04944029700709507,0.01959999999999995,0.12728195899398997,1,109
PU-C,8,0.0,0.0,3000,0,102,0,102,0.0455846541444771,0.019399999999999973,0.17726512503577396,1,99
PU-F,8,0.0,0.0,3000,0,126,0,126,0.05479860055493191,0.011600000000000055,0.34170199994696304,1,123
PU-G,8,0.0,0.0,3000,0,93,0,93,0.04209134931443259,0.009700000000000042,0.25475779199041426,1,90
GREATS,8,0.0,0.0,3000,0,143,0,143,,0.0038000000000000256,0.519051541981753,1,140
MaxLoss,8,0.0,0.1,2700,300,54,0,54,0.02954495867015794,0.007099999999999995,0.08965162502136081,1,51
PU-C,8,0.0,0.1,2700,300,62,0,62,0.03313811658881605,0.011299999999999977,0.11584049998782575,1,59
PU-F,8,0.0,0.1,2700,300,63,0,63,0.03358434548135847,0.012299999999999978,0.13270125002600253,1,60
PU-G,8,0.0,0.1,2700,300,45,0,45,0.025444759579841048,0.010199999999999987,0.11508962500374764,1,42
GREATS,8,0.0,0.1,2700,300,54,0,54,,0.008900000000000019,0.11348716699285433,1,51
