method,dataset,seed,noise_rate,pretrain_fraction,pretrain_training_mode,es_budget,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,test_inappropriate_risk,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,hit_limit,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine,mean_support_redundancy,max_support_redundancy,mean_selected_residual_novelty,local_redundancy_hit_rate,residual_redundancy_hit_rate,strong_redundancy_hit_rate,group_revisit_rate,unique_group_fraction,max_group_selection_fraction,mode_entropy,minority_mode_fraction,spectral_entropy,dynamic_mu
PU-R-Vol,volume_gap_fashion_mnist,4,0.1,0.3,warm_start,200,200,3500,1500,204,1339,1543,0.4711435398203321,0.4065,0.4065,,,,,6.114956547971815,0,1,201,0.39705882352941174,0.696078431372549,0.7228458523750305,0.7228458523750305,0.9999988079071045,0.036000208901654326,0.8374384236453202,0.9113300492610837,0.8275862068965517,0.4852941176470588,0.5147058823529411,0.04411764705882353,0.9452815366072403,0.004901960784313725,0.23937411337647058,1.414876241272941
GREATS,volume_gap_fashion_mnist,4,0.1,0.3,warm_start,50,50,3500,1500,54,1259,1313,,0.41625,0.41625,,,,,0.8310218029655516,0,0,51,0.37037037037037035,0.5925925925925926,0.7620627880096436,0.7620627880096436,0.9999961853027344,0.06126543823278175,0.9245283018867925,0.8113207547169812,0.8113207547169812,0.24074074074074073,0.7592592592592593,0.037037037037037035,0.9842939492022541,0.018518518518518517,0.24557722887597555,1.4061918795736343
GREATS,volume_gap_fashion_mnist,4,0.1,0.3,warm_start,100,100,3500,1500,104,1216,1320,,0.373,0.373,,,,,1.866503159981221,0,0,101,0.3557692307692308,0.6153846153846154,0.7589148283004761,0.7589148283004761,0.9999992847442627,0.04572294175046161,0.8932038834951457,0.8737864077669902,0.8543689320388349,0.3173076923076923,0.6826923076923077,0.038461538461538464,0.9785051828409191,0.009615384615384616,0.2326664658842828,1.424266947762004
GREATS,volume_gap_fashion_mnist,4,0.1,0.3,warm_start,200,200,3500,1500,204,1163,1367,,0.35124999999999995,0.35125,,,,,4.600071994005702,0,1,201,0.36764705882352944,0.6568627450980392,0.7373880743980408,0.7373880743980408,0.9999985694885254,0.03313394250540898,0.8866995073891626,0.9310344827586207,0.8817733990147784,0.39705882352941174,0.6029411764705882,0.024509803921568627,0.9720810052296247,0.004901960784313725,0.2210167588161589,1.4405765376573774
MaxLoss,volume_gap_fashion_mnist,4,0.1,0.6,warm_start,50,50,2000,3000,54,1132,1186,0.6321007911465131,0.469,0.469,,,,,0.42947500897571445,0,0,51,0.3888888888888889,0.7407407407407407,0.7965824007987976,0.7965824007987976,0.9999999403953552,0.061024860391077004,0.8113207547169812,0.7924528301886793,0.7547169811320755,0.46296296296296297,0.5370370370370371,0.12962962962962962,0.9243409069282752,0.018518518518518517,0.24285259834340103,1.4100063623192383
MaxLoss,volume_gap_fashion_mnist,4,0.1,0.6,warm_start,100,100,2000,3000,104,1004,1108,0.5935073475702666,0.4475,0.4475,,,,,0.9516233579488471,0,0,101,0.40384615384615385,0.7019230769230769,0.7607954144477844,0.7607954144477844,0.9999998211860657,0.05135326304482025,0.8155339805825242,0.8640776699029126,0.8058252427184466,0.46153846153846156,0.5384615384615384,0.0673076923076923,0.9411574730048776,0.009615384615384616,0.2534774566979476,1.3951315606228731
MaxLoss,volume_gap_fashion_mnist,4,0.1,0.6,warm_start,200,200,2000,3000,204,942,1146,0.6123412466840819,0.41325,0.41325,,,,,2.601656121900305,0,1,201,0.4068627450980392,0.7745098039215687,0.7156206369400024,0.7156206369400024,0.9999996423721313,0.035385069441912796,0.812807881773399,0.8866995073891626,0.812807881773399,0.5588235294117647,0.4411764705882353,0.0392156862745098,0.9382027188608888,0.004901960784313725,0.2606551914681588,1.3850827319445778
PU-R,volume_gap_fashion_mnist,4,0.1,0.6,warm_start,50,50,2000,3000,54,997,1051,0.5651449194410816,0.48,0.48,,,,,0.6601306940428913,0,0,51,0.3888888888888889,0.5925925925925926,0.73228520154953,0.73228520154953,0.999998927116394,0.1041678325185236,0.6226415094339622,0.6226415094339622,0.5660377358490566,0.2777777777777778,0.7222222222222222,0.05555555555555555,0.9810705663827257,0.018518518518518517,0.31851833439448185,1.3040743318477253
PU-R,volume_gap_fashion_mnist,4,0.1,0.6,warm_start,100,100,2000,3000,104,920,1024,0.5516639683046378,0.40874999999999995,0.40875,,,,,1.6000014650635421,0,0,101,0.3942307692307692,0.6538461538461539,0.7078152298927307,0.7078152298927307,0.9999982118606567,0.05884915300943319,0.7378640776699029,0.8349514563106796,0.7378640776699029,0.38461538461538464,0.6153846153846154,0.057692307692307696,0.9608357663005279,0.009615384615384616,0.2825492507783817,1.3544310489102653
PU-R,volume_gap_fashion_mnist,4,0.1,0.6,warm_start,200,200,2000,3000,204,771,975,0.5271234716637991,0.38925,0.38925,,,,,4.6218973870854825,0,1,201,0.38235294117647056,0.7401960784313726,0.7125084400177002,0.7125084400177002,0.9999983310699463,0.037244335477575295,0.8325123152709359,0.9113300492610837,0.8325123152709359,0.5196078431372549,0.4803921568627451,0.03431372549019608,0.9508644716188377,0.004901960784313725,0.25736492620434953,1.3896891033139105
PU-R-Vol,volume_gap_fashion_mnist,4,0.1,0.6,warm_start,50,50,2000,3000,54,1044,1098,0.5885411082417704,0.48075,0.48075,,,,,0.6880588839994743,0,0,51,0.3888888888888889,0.6296296296296297,0.7504963278770447,0.7504963278770447,0.9999995231628418,0.09500324501181548,0.5660377358490566,0.5849056603773585,0.49056603773584906,0.2962962962962963,0.7037037037037037,0.05555555555555555,0.9783549982429925,0.018518518518518517,0.29920709875152574,1.331110061747864
PU-R-Vol,volume_gap_fashion_mnist,4,0.1,0.6,warm_start,100,100,2000,3000,104,1052,1156,0.6172874958720058,0.49824999999999997,0.49825,,,,,1.6966058850521222,0,0,101,0.38461538461538464,0.625,0.732379674911499,0.732379674911499,0.9999994039535522,0.05831802412144189,0.7864077669902912,0.8058252427184466,0.7475728155339806,0.3557692307692308,0.6442307692307693,0.038461538461538464,0.9722015168532677,0.009615384615384616,0.27035653029671547,1.3715008575845982
PU-R-Vol,volume_gap_fashion_mnist,4,0.1,0.6,warm_start,200,200,2000,3000,204,555,759,0.41778343566693366,0.39425,0.39425,,,,,5.188869214965962,0,1,201,0.4068627450980392,0.7745098039215687,0.7331750988960266,0.7331750988960266,0.9999992251396179,0.03471368022740181,0.8522167487684729,0.9014778325123153,0.8522167487684729,0.5392156862745098,0.46078431372549017,0.03431372549019608,0.9492147564238456,0.004901960784313725,0.24167673405526202,1.4116525723226332
GREATS,volume_gap_fashion_mnist,4,0.1,0.6,warm_start,50,50,2000,3000,54,772,826,,0.42500000000000004,0.425,,,,,0.6603307160548866,0,0,51,0.3888888888888889,0.7222222222222222,0.7474507689476013,0.7474507689476013,0.9999992847442627,0.06970805829426027,0.7924528301886793,0.7735849056603774,0.7547169811320755,0.25925925925925924,0.7407407407407407,0.037037037037037035,0.9839232868770611,0.018518518518518517,0.2634060168130774,1.3812315764616916
GREATS,volume_gap_fashion_mnist,4,0.1,0.6,warm_start,100,100,2000,3000,104,736,840,,0.348,0.348,,,,,1.437191806966439,0,0,101,0.3557692307692308,0.6923076923076923,0.7346792817115784,0.7346792817115784,0.9999985694885254,0.0516864466435701,0.8155339805825242,0.8640776699029126,0.8058252427184466,0.3173076923076923,0.6826923076923077,0.038461538461538464,0.9785051828409189,0.009615384615384616,0.2514985710992016,1.3979020004611178
GREATS,volume_gap_fashion_mnist,4,0.1,0.6,warm_start,200,200,2000,3000,204,508,712,,0.35575,0.35575,,,,,3.631039030966349,0,1,201,0.3284313725490196,0.7303921568627451,0.7437316179275513,0.7437316179275513,0.999998152256012,0.030015803323003458,0.9064039408866995,0.9261083743842364,0.9014778325123153,0.46078431372549017,0.5392156862745098,0.0196078431372549,0.967594172547934,0.004901960784313725,0.21302475550345096,1.4517653422951684
