method,dataset,seed,noise_rate,pretrain_fraction,es_budget,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,hit_limit,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
PU-R,mnist,1,0.0,0.2,50,50,800,200,54,166,220,0.3291042143246159,0.20730000000000004,0.6052003392818219,0.19732499999999997,0.3450482476446376,102.73329256459513,0.643467232119292,0,0,51,0.0,0.0,0.5619168877601624
PU-R,mnist,1,0.0,0.2,100,100,800,200,104,79,183,0.279698280908633,0.14139999999999997,0.5266809470208487,0.09614999999999999,0.21912296116219596,151.63777216163248,1.3919763430021703,0,1,101,0.0,0.0,0.5740223526954651
PU-C,mnist,1,0.0,0.2,50,50,800,200,54,186,240,0.35550613701343536,0.26380000000000003,0.6370499287152103,0.23020000000000004,0.3827641757835482,98.81402073735187,0.5799560709856451,0,0,51,0.0,0.0,0.575637936592102
PU-C,mnist,1,0.0,0.2,100,100,800,200,104,76,180,0.2756573861115612,0.14359999999999995,0.5271500425852673,0.09512500000000002,0.21773805043215985,153.63401293692178,1.1188794509507716,0,1,101,0.0,0.0,0.5769813060760498
Marginal,mnist,1,0.0,0.2,50,50,800,200,54,165,219,0.32777879561763257,0.23170000000000002,0.6176794510038214,0.20821250000000002,0.35767333550570635,102.89099476770072,0.5248119528405368,0,0,51,0.0,0.0,0.5848151445388794
Marginal,mnist,1,0.0,0.2,100,100,800,200,104,119,223,0.3330773636116646,0.1834,0.6006183685070086,0.148625,0.28667033165175215,153.98882654322003,1.0121143299620599,0,1,101,0.0,0.0,0.588966965675354
MaxLoss,mnist,1,0.0,0.4,50,50,600,400,54,100,154,0.31742961710551754,0.23370000000000002,0.6088008967627815,0.1624833333333333,0.30363185875392523,106.95981859622792,0.47252455702982843,0,0,51,0.0,0.0,0.5791729092597961
MaxLoss,mnist,1,0.0,0.4,100,100,600,400,104,14,118,0.2521851190831512,0.11739999999999995,0.47530765193473673,0.02163333333333333,0.1050268014218146,184.357237757746,0.9061300219036639,0,1,101,0.0,0.0,0.5844664573669434
PU-R,mnist,1,0.0,0.4,50,50,600,400,54,122,176,0.35655930876964703,0.24560000000000004,0.6608353693906951,0.19393333333333335,0.3410863488826418,119.95905186024773,0.6241601901128888,0,0,51,0.0,0.0,0.5818665027618408
PU-R,mnist,1,0.0,0.4,100,100,600,400,104,63,167,0.34061316575389355,0.18310000000000004,0.6250398471648843,0.1038166666666667,0.2293879759235537,187.86607716394505,1.3438361850567162,0,1,101,0.0,0.0,0.5991858839988708
PU-C,mnist,1,0.0,0.4,50,50,600,400,54,103,157,0.32279596850275993,0.20830000000000004,0.6081368024491429,0.17168333333333333,0.31472959362727726,98.17006466554689,0.5618873350322247,0,0,51,0.0,0.0,0.589942216873169
PU-C,mnist,1,0.0,0.4,100,100,600,400,104,39,143,0.297665253339801,0.12570000000000003,0.529583112033127,0.06564999999999999,0.17638609516088416,153.17816148666142,1.079665649915114,0,1,101,0.0,0.0,0.5972127914428711
Marginal,mnist,1,0.0,0.4,50,50,600,400,54,141,195,0.3899617313873023,0.2621,0.6953259969731707,0.24134999999999995,0.39529464387569474,107.52547532774439,0.5146643270272762,0,0,51,0.0,0.0,0.5885617733001709
Marginal,mnist,1,0.0,0.4,100,100,600,400,104,87,191,0.3829581480822526,0.19840000000000002,0.6514752539713394,0.1464833333333333,0.28402116645264236,160.55862029519463,0.986056906171143,0,1,101,0.0,0.0,0.5903477072715759
