method,dataset,seed,noise_rate,pretrain_fraction,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,test_inappropriate_risk,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine,mean_support_redundancy,max_support_redundancy,mean_selected_residual_novelty,local_redundancy_hit_rate,residual_redundancy_hit_rate,strong_redundancy_hit_rate,mode_entropy,minority_mode_fraction,spectral_entropy,dynamic_mu
GREATS,mnist,4,0.0,0.4,3000,2000,398,0,398,,0.051100000000000034,0.0511,,,,,10.257181799970567,1,395,0.0,0.0,0.5860633850097656,0.5860633850097656,0.9903910756111145,0.015810261032443203,0.9974811083123426,0.9949622166246851,0.9949622166246851,0.0,0.0,0.17593715687034794,1.412031421564826
MaxLoss,mnist,4,0.0,0.5,2500,2500,284,0,284,0.13576574460603297,0.05559999999999998,0.0556,,,,,4.3318958496674895,1,281,0.0,0.0,0.5838808417320251,0.5838808417320251,0.9872099757194519,0.022154008029703406,0.9964664310954063,0.9964664310954063,0.9964664310954063,0.0,0.0,0.18771361929129102,1.4061431903543544
Marginal,mnist,4,0.0,0.5,2500,2500,624,0,624,0.2801181431277655,0.05359999999999998,0.0536,,,,,25.852038751356304,1,621,0.0,0.0,0.5627703070640564,0.5627703070640564,0.9958196878433228,0.009600007105289837,0.9967897271268058,0.9983948635634029,0.9967897271268058,0.0,0.0,0.16814691149311964,1.4159265442534401
PU-R,mnist,4,0.0,0.5,2500,2500,396,0,396,0.1839821842731908,0.05469999999999997,0.0547,,,,,15.613791348412633,1,393,0.0,0.0,0.5717520117759705,0.5717520117759705,0.9899905323982239,0.016650730290131855,0.9974683544303797,0.9974683544303797,0.9974683544303797,0.0,0.0,0.18004735279142253,1.4099763236042886
GREATS,mnist,4,0.0,0.5,2500,2500,358,0,358,,0.05669999999999997,0.0567,,,,,8.07968361582607,1,355,0.0,0.0,0.5843051671981812,0.5843051671981812,0.9890767335891724,0.018089980760938814,0.9971988795518207,0.9971988795518207,0.9971988795518207,0.0,0.0,0.18263405359910978,1.408682973200445
MaxLoss,mnist,4,0.0,0.6,2000,3000,270,0,270,0.16162439895560965,0.059699999999999975,0.0597,,,,,3.8363311691209674,1,267,0.0,0.0,0.5770293474197388,0.5770293474197388,0.9844678640365601,0.022034227793307482,0.9962825278810409,0.9962825278810409,0.9962825278810409,0.0,0.0,0.18818118872735437,1.4059094056363228
Marginal,mnist,4,0.0,0.6,2000,3000,564,0,564,0.3173269274411723,0.057499999999999996,0.0575,,,,,19.96865110937506,1,561,0.0,0.0,0.5635348558425903,0.5635348558425903,0.9961661100387573,0.010251426297615466,0.9982238010657194,0.9982238010657194,0.9982238010657194,0.0,0.0,0.16615415264373246,1.4169229236781338
PU-R,mnist,4,0.0,0.6,2000,3000,377,0,377,0.2190522387973033,0.05289999999999995,0.0529,,,,,13.623066338710487,1,374,0.0,0.0,0.5688189268112183,0.5688189268112183,0.9897923469543457,0.016322333201427914,0.9973404255319149,0.9973404255319149,0.9973404255319149,0.0,0.0,0.17679080035449124,1.4116045998227544
GREATS,mnist,4,0.0,0.6,2000,3000,323,0,323,,0.06430000000000002,0.0643,,,,,6.423363706097007,1,320,0.0,0.0,0.6079781651496887,0.6079781651496887,0.9875497221946716,0.020637532493666462,0.9968944099378882,0.9968944099378882,0.9968944099378882,0.0,0.0,0.18448153440122017,1.40775923279939
MaxLoss,mnist,4,0.0,0.7,1500,3500,210,0,210,0.17108776047825813,0.06689999999999996,0.0669,,,,,2.447701880708337,1,207,0.0,0.0,0.5845520496368408,0.5845520496368408,0.9896005988121033,0.02585426470795067,0.9904306220095693,0.9904306220095693,0.9856459330143541,0.0,0.0,0.1954863057818292,1.4022568471090855
Marginal,mnist,4,0.0,0.7,1500,3500,428,0,428,0.32595080515602604,0.06730000000000003,0.0673,,,,,10.287230726331472,1,425,0.0,0.0,0.5758302807807922,0.5758302807807922,0.9963471293449402,0.014485160123057384,0.9953161592505855,0.9976580796252927,0.9953161592505855,0.0,0.0,0.17631047616442733,1.4118447619177863
PU-R,mnist,4,0.0,0.7,1500,3500,289,0,289,0.228035326465033,0.0645,0.0645,,,,,7.359429685398936,1,286,0.0,0.0,0.5659714937210083,0.5659714937210083,0.9924216270446777,0.020692810735555314,0.9965277777777778,0.9965277777777778,0.9965277777777778,0.0,0.0,0.1863926836568961,1.406803658171552
GREATS,mnist,4,0.0,0.7,1500,3500,243,0,243,,0.07199999999999995,0.072,,,,,3.8093468006700277,1,240,0.0,0.0,0.5932432413101196,0.5932432413101196,0.986772894859314,0.02471257134510035,0.9958677685950413,0.9958677685950413,0.9958677685950413,0.0,0.0,0.1928184892427696,1.403590755378615
MaxLoss,mnist,4,0.0,0.8,1000,4000,185,0,185,0.2273381107370369,0.0817,0.0817,,,,,1.9119312185794115,1,182,0.0,0.0,0.5854672193527222,0.5854672193527222,0.9876985549926758,0.02978722454028447,0.9945652173913043,0.9945652173913043,0.9945652173913043,0.0,0.0,0.2047101648675306,1.3976449175662347
Marginal,mnist,4,0.0,0.8,1000,4000,357,0,357,0.4092370291473344,0.0786,0.0786,,,,,6.709808657877147,1,354,0.0,0.0,0.5657239556312561,0.5657239556312561,0.9950467348098755,0.02054021500176593,0.9831460674157303,0.9943820224719101,0.9803370786516854,0.0,0.0,0.19226852483016504,1.4038657375849175
PU-R,mnist,4,0.0,0.8,1000,4000,234,0,234,0.28013587463647127,0.08530000000000004,0.0853,,,,,4.702861765399575,1,231,0.0,0.0,0.5838732123374939,0.5838732123374939,0.9906542897224426,0.025732225375729632,0.9957081545064378,0.9914163090128756,0.9914163090128756,0.0,0.0,0.19702009461609585,1.4014899526919522
GREATS,mnist,4,0.0,0.8,1000,4000,183,0,183,,0.0796,0.0796,,,,,2.351864982396364,1,180,0.0,0.0,0.6138781309127808,0.6138781309127808,0.9844951629638672,0.0286073562085301,0.9945054945054945,0.9945054945054945,0.9945054945054945,0.0,0.0,0.19856343343049423,1.400718283284753
