method,dataset,seed,noise_rate,pretrain_fraction,pretrain_training_mode,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,test_inappropriate_risk,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine,mean_support_redundancy,max_support_redundancy,mean_selected_residual_novelty,local_redundancy_hit_rate,residual_redundancy_hit_rate,strong_redundancy_hit_rate,mode_entropy,minority_mode_fraction,spectral_entropy,dynamic_mu
MaxLoss,mnist,4,0.0,0.2,support,4000,1000,243,0,243,0.0739669346367009,0.0474,0.0474,,,,,3.663449999061413,1,240,0.0,0.0,0.6925103664398193,0.6925103664398193,0.993058443069458,0.0339676460389756,0.9917355371900827,0.9917355371900827,0.987603305785124,0.0,0.0,0.20638812208072194,1.396805938959639
Marginal,mnist,4,0.0,0.2,support,4000,1000,488,0,488,0.14023967797402292,0.04300000000000004,0.043,,,,,15.198363314033486,1,485,0.0,0.0,0.6238338351249695,0.6238338351249695,0.9887510538101196,0.016736352536062378,0.9897330595482546,0.9958932238193019,0.9897330595482546,0.0,0.0,0.18647962335271323,1.4067601883236434
PU-R,mnist,4,0.0,0.2,support,4000,1000,255,0,255,0.07727156981127337,0.04690000000000005,0.0469,,,,,6.41577291698195,1,252,0.0,0.0,0.6904655694961548,0.6904655694961548,0.9792893528938293,0.03259211152381315,0.9921259842519685,0.9881889763779528,0.984251968503937,0.0,0.0,0.20454336516948374,1.3977283174152582
GREATS,mnist,4,0.0,0.2,support,4000,1000,482,0,482,,0.04059999999999997,0.0406,,,,,16.036632842035033,1,479,0.0,0.0,0.6171791553497314,0.6171791553497314,0.990451455116272,0.01685457016881594,0.9916839916839917,0.997920997920998,0.9916839916839917,0.0,0.0,0.18478980899601838,1.4076050955019908
MaxLoss,mnist,4,0.0,0.3,support,3500,1500,193,0,193,0.06862439028918743,0.04510000000000003,0.0451,,,,,2.647999867913313,1,190,0.0,0.0,0.7436102628707886,0.7436102628707886,0.9946528673171997,0.040799290485059224,0.984375,0.9947916666666666,0.984375,0.0,0.0,0.20833909339651974,1.3958304533017403
Marginal,mnist,4,0.0,0.3,support,3500,1500,386,0,386,0.1288761502946727,0.04139999999999999,0.0414,,,,,9.318583647953346,1,383,0.0,0.0,0.6500449776649475,0.6500449776649475,0.9933516979217529,0.020361800615179847,0.9974025974025974,0.9974025974025974,0.9974025974025974,0.0,0.0,0.19256370718974825,1.4037181464051258
PU-R,mnist,4,0.0,0.3,support,3500,1500,188,0,188,0.06702957092784345,0.04510000000000003,0.0451,,,,,3.7901001540012658,1,185,0.0,0.0,0.746898353099823,0.746898353099823,0.9901021718978882,0.042242748692711406,0.9893048128342246,0.9732620320855615,0.9679144385026738,0.0,0.0,0.20803602703984123,1.3959819864800793
GREATS,mnist,4,0.0,0.3,support,3500,1500,368,0,368,,0.039100000000000024,0.0391,,,,,9.296371332020499,1,365,0.0,0.0,0.6456640958786011,0.6456640958786011,0.9846549034118652,0.02501448567662317,0.997275204359673,0.9863760217983651,0.9863760217983651,0.0,0.0,0.20084824733756912,1.3995758763312154
MaxLoss,mnist,4,0.0,0.4,support,3000,2000,167,0,167,0.07028049475047737,0.043300000000000005,0.0433,,,,,2.298885509953834,1,164,0.0,0.0,0.7691469192504883,0.7691469192504883,0.991692066192627,0.04949247566646481,0.9457831325301205,0.9759036144578314,0.9337349397590361,0.0,0.0,0.21546909482017634,1.3922654525899119
Marginal,mnist,4,0.0,0.4,support,3000,2000,310,0,310,0.12278300919570029,0.044300000000000006,0.0443,,,,,6.399933710927144,1,307,0.0,0.0,0.676923394203186,0.676923394203186,0.9861928820610046,0.0281479695471287,0.9870550161812298,0.9935275080906149,0.9838187702265372,0.0,0.0,0.20436059127462436,1.3978197043626879
PU-R,mnist,4,0.0,0.4,support,3000,2000,150,0,150,0.06389456166652963,0.04510000000000003,0.0451,,,,,2.7554914590436965,1,147,0.0,0.0,0.7871025800704956,0.7871025800704956,0.9741709232330322,0.05460319598049125,0.9664429530201343,0.9395973154362416,0.9261744966442953,0.0,0.0,0.21271920655671436,1.3936403967216429
GREATS,mnist,4,0.0,0.4,support,3000,2000,298,0,298,,0.045599999999999974,0.0456,,,,,6.610455216025002,1,295,0.0,0.0,0.6694869995117188,0.6694869995117188,0.9821640849113464,0.03105745780021454,0.98989898989899,0.98989898989899,0.9831649831649831,0.0,0.0,0.21036087285327307,1.3948195635733636
MaxLoss,mnist,4,0.0,0.5,support,2500,2500,148,0,148,0.07566421414958313,0.04720000000000002,0.0472,,,,,2.2509345319122076,1,145,0.0,0.0,0.8003494143486023,0.8003494143486023,0.9935708045959473,0.056175319820034264,0.9115646258503401,0.9659863945578231,0.891156462585034,0.0,0.0,0.21211302980065555,1.3939434850996721
Marginal,mnist,4,0.0,0.5,support,2500,2500,259,0,259,0.12487435160437599,0.04149999999999998,0.0415,,,,,5.223312688991427,1,256,0.0,0.0,0.6861898303031921,0.6861898303031921,0.9862896203994751,0.032476938221343725,0.9844961240310077,0.9883720930232558,0.9806201550387597,0.0,0.0,0.2108773965794351,1.3945613017102825
PU-R,mnist,4,0.0,0.5,support,2500,2500,151,0,151,0.07701848330907524,0.04520000000000002,0.0452,,,,,3.0896929959999397,1,148,0.0,0.0,0.7977839708328247,0.7977839708328247,0.99138343334198,0.0546241303284963,0.92,0.96,0.9066666666666666,0.0,0.0,0.2113777873819421,1.394311106309029
GREATS,mnist,4,0.0,0.5,support,2500,2500,246,0,246,,0.04349999999999998,0.0435,,,,,5.337577336933464,1,243,0.0,0.0,0.6993218064308167,0.6993218064308167,0.9868557453155518,0.03626018598371623,0.9836734693877551,0.9836734693877551,0.9714285714285714,0.0,0.0,0.21142675908579875,1.3942866204571005
MaxLoss,mnist,4,0.0,0.6,support,2000,3000,125,0,125,0.08136776881292462,0.04410000000000003,0.0441,,,,,1.9525801200652495,1,122,0.0,0.0,0.8247709274291992,0.8247709274291992,0.9894185662269592,0.0620755517194348,0.8709677419354839,0.9354838709677419,0.8548387096774194,0.0,0.0,0.20715490108853912,1.3964225494557305
Marginal,mnist,4,0.0,0.6,support,2000,3000,225,0,225,0.13709959154948592,0.042100000000000026,0.0421,,,,,4.473243741085753,1,222,0.0,0.0,0.707258403301239,0.707258403301239,0.9947946071624756,0.03557875649338322,0.9866071428571429,0.9866071428571429,0.9821428571428571,0.0,0.0,0.20865394464272036,1.3956730276786398
PU-R,mnist,4,0.0,0.6,support,2000,3000,134,0,134,0.08647901471704245,0.043200000000000016,0.0432,,,,,2.736524489009753,1,131,0.0,0.0,0.8232262134552002,0.8232262134552002,0.9922506809234619,0.05981311588583136,0.8872180451127819,0.9022556390977443,0.8421052631578947,0.0,0.0,0.20431392989144795,1.397843035054276
GREATS,mnist,4,0.0,0.6,support,2000,3000,213,0,213,,0.04139999999999999,0.0414,,,,,4.55572220007889,1,210,0.0,0.0,0.7255842089653015,0.7255842089653015,0.9808520674705505,0.04309013218812223,0.9716981132075472,0.9669811320754716,0.9481132075471698,0.0,0.0,0.21616106887876232,1.3919194655606189
MaxLoss,mnist,4,0.0,0.7,support,1500,3500,95,0,95,0.08526556193828583,0.04849999999999999,0.0485,,,,,1.5376205290667713,1,92,0.0,0.0,0.8261227607727051,0.8261227607727051,0.980308473110199,0.07446311350832595,0.8191489361702128,0.851063829787234,0.776595744680851,0.0,0.0,0.21906356694044424,1.390468216529778
Marginal,mnist,4,0.0,0.7,support,1500,3500,159,0,159,0.13359252631198615,0.04420000000000002,0.0442,,,,,2.990132707054727,1,156,0.0,0.0,0.7479755282402039,0.7479755282402039,0.9837062358856201,0.050288309260636946,0.9430379746835443,0.9746835443037974,0.930379746835443,0.0,0.0,0.22089858845107274,1.3895507057744636
PU-R,mnist,4,0.0,0.7,support,1500,3500,100,0,100,0.08911264216294512,0.05069999999999997,0.0507,,,,,1.9909304549219087,1,97,0.0,0.0,0.8195427656173706,0.8195427656173706,0.9613012075424194,0.08130347382540655,0.7373737373737373,0.797979797979798,0.7272727272727273,0.0,0.0,0.22950235477191663,1.3852488226140416
GREATS,mnist,4,0.0,0.7,support,1500,3500,150,0,150,,0.04310000000000003,0.0431,,,,,3.049861978041008,1,147,0.0,0.0,0.7436211705207825,0.7436211705207825,0.9703140258789062,0.058195649202438006,0.8456375838926175,0.9060402684563759,0.8053691275167785,0.0,0.0,0.2310590266367244,1.3844704866816377
MaxLoss,mnist,4,0.0,0.8,support,1000,4000,84,0,84,0.1145096656982787,0.05510000000000004,0.0551,,,,,1.4490882629761472,1,81,0.0,0.0,0.8223681449890137,0.8223681449890137,0.9722645282745361,0.07517338229949216,0.7831325301204819,0.8674698795180723,0.7469879518072289,0.0,0.0,0.22473225416898296,1.3876338729155084
Marginal,mnist,4,0.0,0.8,support,1000,4000,148,0,148,0.18676866061287,0.04479999999999995,0.0448,,,,,2.887956717982888,1,145,0.0,0.0,0.7450599670410156,0.7450599670410156,0.99628084897995,0.0519305964310964,0.9183673469387755,0.9523809523809523,0.9047619047619048,0.0,0.0,0.22744082775571525,1.3862795861221424
PU-R,mnist,4,0.0,0.8,support,1000,4000,82,0,82,0.11219132115365937,0.05669999999999997,0.0567,,,,,1.6254480950301513,1,79,0.0,0.0,0.8213475346565247,0.8213475346565247,0.9612002372741699,0.08662832703119443,0.7283950617283951,0.8271604938271605,0.7160493827160493,0.0,0.0,0.23145521219648477,1.3842723939017576
GREATS,mnist,4,0.0,0.8,support,1000,4000,130,0,130,,0.04300000000000004,0.043,,,,,2.6726583999115974,1,127,0.0,0.0,0.7623822689056396,0.7623822689056396,0.9802783727645874,0.057588562484859496,0.9069767441860465,0.9224806201550387,0.8604651162790697,0.0,0.0,0.22438477795703793,1.387807611021481
