method,dataset,seed,noise_rate,pretrain_fraction,reference_method,reference_es_budget,es_budget,target_step,time_budget_sec,selection_runtime_sec,time_budget_overrun_sec,time_budget_ratio,stopping_condition,time_budget_hit,target_step_hit,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,test_inappropriate_risk,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,hit_limit,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine,mean_support_redundancy,max_support_redundancy,mean_selected_residual_novelty,local_redundancy_hit_rate,residual_redundancy_hit_rate,strong_redundancy_hit_rate,mode_entropy,minority_mode_fraction,spectral_entropy,dynamic_mu
PU-R,fashion_mnist,0,0.0,0.3,PU-R,50,50,50,1.8426977060735226,1.8426977060735226,0.0,1.0,support_limit,0,1,50,3500,1500,70,1438,1508,0.4610448788735084,0.40159999999999996,0.4367,,,,,3.5988695193082094,0,1,51,0.0,0.0,0.6747540235519409,0.6747540235519409,0.9901624917984009,0.0391387898420942,0.855072463768116,0.927536231884058,0.8405797101449275,0.0,0.0,0.2851495291902553,1.3574252354048724
MaxLoss,fashion_mnist,0,0.0,0.3,PU-R,50,50,,1.8426977060735226,1.8441223818808794,0.0014246758073568344,1.0007731467850973,time_budget,1,0,186,3500,1500,206,1178,1384,0.4251644262112677,0.32820000000000005,0.3983,,,,,2.972067676484585,0,0,187,0.0,0.0,0.688814640045166,0.688814640045166,0.992585301399231,0.024226946728985486,0.9317073170731708,0.9609756097560975,0.926829268292683,0.0,0.0,0.2416286158157951,1.3791856920921024
Marginal,fashion_mnist,0,0.0,0.3,PU-R,50,50,,1.8426977060735226,1.851480070501566,0.008782364428043365,1.0047660364470508,time_budget,1,0,128,3500,1500,148,794,942,0.29586392745841295,0.2508,0.2611,,,,,2.360309169627726,0,0,129,0.0,0.0,0.6375458240509033,0.6375458240509033,0.9984561204910278,0.027309284121000848,0.9319727891156463,0.9455782312925171,0.9319727891156463,0.0,0.0,0.26694845265467854,1.3665257736726608
EL2N,fashion_mnist,0,0.0,0.3,PU-R,50,50,,1.8426977060735226,1.8457190413028002,0.0030213352292776108,1.0016396260869698,time_budget,1,0,144,3500,1500,164,1302,1466,0.4489098057965748,0.3507,0.4241,,,,,2.4977809442207217,0,0,145,0.0,0.0,0.7074162364006042,0.7074162364006042,0.9886906147003174,0.024355883887209044,0.9202453987730062,0.950920245398773,0.9202453987730062,0.0,0.0,0.23368692497659938,1.3831565375117003
GraNdLast,fashion_mnist,0,0.0,0.3,PU-R,50,50,,1.8426977060735226,1.8504009759053588,0.007703269831836224,1.0041804305754798,time_budget,1,0,122,3500,1500,142,1330,1472,0.45064450724748895,0.3657,0.4236,,,,,2.3137900587171316,0,0,123,0.0,0.0,0.6406716108322144,0.6406716108322144,0.9974625110626221,0.029715762387776207,0.9148936170212766,0.9432624113475178,0.9148936170212766,0.0,0.0,0.26279553782017645,1.3686022310899117
RHO-PretrainRef,fashion_mnist,0,0.0,0.3,PU-R,50,50,,1.8426977060735226,1.855766755528748,0.013069049455225468,1.007092345864517,time_budget,1,0,111,3500,1500,131,1539,1670,0.5076822784612887,0.38759999999999994,0.4733,,,,,2.240371880121529,0,0,112,0.0,0.0,0.7063201665878296,0.7063201665878296,0.9889906644821167,0.030224954508818114,0.9,0.9461538461538461,0.9,0.0,0.0,0.25188392406504595,1.374058037967477
GREATS,fashion_mnist,0,0.0,0.3,PU-R,50,50,,1.8426977060735226,1.8544730627909303,0.011775356717407703,1.0063902813134222,time_budget,1,0,88,3500,1500,108,1325,1433,,0.3508,0.4221,,,,,2.1210287734866142,0,0,89,0.0,0.0,0.6932723522186279,0.6932723522186279,0.9925510883331299,0.037693775563596564,0.897196261682243,0.9252336448598131,0.897196261682243,0.0,0.0,0.26847002560059335,1.3657649871997033
PU-R,fashion_mnist,0,0.1,0.3,PU-R,50,50,50,1.1677052499726415,1.1677052499726415,0.0,1.0,support_limit,0,1,50,3500,1500,70,1800,1870,0.5648922474938445,0.42510000000000003,0.495,,,,,1.3010448273271322,0,1,51,0.15714285714285714,0.0,0.6935577392578125,0.6935577392578125,0.9968314170837402,0.04585664989291758,0.8695652173913043,0.8985507246376812,0.8405797101449275,0.0,0.0,0.28013754247378475,1.3599312287631076
MaxLoss,fashion_mnist,0,0.1,0.3,PU-R,50,50,,1.1677052499726415,1.1760557405650616,0.008350490592420101,1.007151197267132,time_budget,1,0,118,3500,1500,138,2706,2844,0.8368521564407274,0.637,0.7995,,,,,1.6110848849639297,0,0,119,0.5434782608695652,0.0,0.7299334406852722,0.7299334406852722,0.9897257089614868,0.03605906828476565,0.8613138686131386,0.9416058394160584,0.8613138686131386,0.0,0.0,0.25828625407196465,1.3708568729640178
Marginal,fashion_mnist,0,0.1,0.3,PU-R,50,50,,1.1677052499726415,1.1780842309817672,0.01037898100912571,1.008888356894318,time_budget,1,0,86,3500,1500,106,1392,1498,0.4581572312163189,0.34230000000000005,0.361,,,,,1.4363753274083138,0,0,87,0.16037735849056603,0.0,0.6628398895263672,0.6628398895263672,0.9981088638305664,0.03306024244853428,0.8857142857142857,0.9238095238095239,0.8857142857142857,0.0,0.0,0.27161443022741677,1.3641927848862916
EL2N,fashion_mnist,0,0.1,0.3,PU-R,50,50,,1.1677052499726415,1.1684537744149566,0.0007485244423151016,1.0006410217324386,time_budget,1,0,73,3500,1500,93,2540,2633,0.7790846460848115,0.5692999999999999,0.7374,,,,,1.3690535509958863,0,0,74,0.44086021505376344,0.0,0.7321285605430603,0.7321285605430603,0.9931308031082153,0.04227020202771477,0.8152173913043478,0.9239130434782609,0.8152173913043478,0.0,0.0,0.2601541442627507,1.3699229278686247
GraNdLast,fashion_mnist,0,0.1,0.3,PU-R,50,50,,1.1677052499726415,1.182213069871068,0.014507819898426533,1.0124242139861634,time_budget,1,0,72,3500,1500,92,2249,2341,0.697954153700266,0.5011,0.6428,,,,,1.3775848932564259,0,0,73,0.391304347826087,0.0,0.6954814791679382,0.6954814791679382,0.9944485425949097,0.04326224327087402,0.8241758241758241,0.9120879120879121,0.8241758241758241,0.0,0.0,0.27939450573471225,1.3603027471326439
RHO-PretrainRef,fashion_mnist,0,0.1,0.3,PU-R,50,50,,1.1677052499726415,1.1814173068851233,0.013712056912481785,1.0117427380863475,time_budget,1,0,64,3500,1500,84,2776,2860,0.8411958774668165,0.5926,0.8012,,,,,1.3440818628296256,0,0,65,0.5476190476190477,0.0,0.7504270672798157,0.7504270672798157,0.9865256547927856,0.04952717258269528,0.7710843373493976,0.891566265060241,0.7710843373493976,0.0,0.0,0.2686917909962146,1.3656541045018926
GREATS,fashion_mnist,0,0.1,0.3,PU-R,50,50,,1.1677052499726415,1.183042386546731,0.015337136574089527,1.0131344246113896,time_budget,1,0,41,3500,1500,61,3213,3274,,0.6634,0.9345,,,,,1.293603278696537,0,0,42,0.6065573770491803,0.0,0.7792943120002747,0.7792943120002747,0.9924281239509583,0.057715975244839984,0.7166666666666667,0.85,0.7,0.0,0.0,0.26483436079385353,1.3675828196030733
PU-R,fashion_mnist,0,0.2,0.3,PU-R,50,50,50,1.2493292167782784,1.2493292167782784,0.0,1.0,support_limit,0,1,50,3500,1500,70,2232,2302,0.687031956971623,0.5186,0.5873,,,,,1.380453639663756,0,1,51,0.34285714285714286,0.0,0.7105188369750977,0.7105188369750977,0.990239679813385,0.039969103923742325,0.8695652173913043,0.8985507246376812,0.8405797101449275,0.0,0.0,0.2764075515981895,1.3617962242009052
MaxLoss,fashion_mnist,0,0.2,0.3,PU-R,50,50,,1.2493292167782784,1.255399912595749,0.0060706958174705505,1.0048591642106357,time_budget,1,0,123,3500,1500,143,3002,3145,0.9173383336164989,0.7446999999999999,0.8687,,,,,1.7290205722674727,0,0,124,0.6223776223776224,0.0,0.7326343655586243,0.7326343655586243,0.9776726365089417,0.03583035796460971,0.8380281690140845,0.9366197183098591,0.8380281690140845,0.0,0.0,0.257710496896705,1.3711447515516475
Marginal,fashion_mnist,0,0.2,0.3,PU-R,50,50,,1.2493292167782784,1.260554769076407,0.011225552298128605,1.0089852635697392,time_budget,1,0,92,3500,1500,112,1566,1678,0.5099784537451342,0.32420000000000004,0.3457,,,,,1.5434885947033763,0,0,93,0.14285714285714285,0.0,0.675571620464325,0.675571620464325,0.9952763319015503,0.030961627627278235,0.9009009009009009,0.9279279279279279,0.9009009009009009,0.0,0.0,0.26287085852912573,1.3685645707354372
EL2N,fashion_mnist,0,0.2,0.3,PU-R,50,50,,1.2493292167782784,1.2564080096781254,0.007078792899847031,1.005666074886251,time_budget,1,0,71,3500,1500,91,2886,2977,0.8727663661702536,0.652,0.8137,,,,,1.450269523076713,0,0,72,0.5714285714285714,0.0,0.7375425696372986,0.7375425696372986,0.9912658333778381,0.04372589422596825,0.8,0.9111111111111111,0.8,0.0,0.0,0.2670792767193756,1.3664603616403121
GraNdLast,fashion_mnist,0,0.2,0.3,PU-R,50,50,,1.2493292167782784,1.2569217225536704,0.0075925057753920555,1.0060772658426826,time_budget,1,0,73,3500,1500,93,3010,3103,0.9062997364089824,0.7334,0.8666,,,,,1.4635030757635832,0,0,74,0.5161290322580645,0.0,0.7135270833969116,0.7135270833969116,0.9847068786621094,0.04664209128721901,0.75,0.8913043478260869,0.75,0.0,0.0,0.2786067586088394,1.3606966206955802
RHO-PretrainRef,fashion_mnist,0,0.2,0.3,PU-R,50,50,,1.2493292167782784,1.2602365603670478,0.010907343588769436,1.0087305599215048,time_budget,1,0,66,3500,1500,86,3270,3356,0.9709791598143056,0.7847,0.95,,,,,1.439269888214767,0,0,67,0.686046511627907,0.0,0.7674973011016846,0.7674973011016846,0.9761661887168884,0.04933912824181949,0.8,0.8823529411764706,0.8,0.0,0.0,0.257039561483287,1.3714802192583564
GREATS,fashion_mnist,0,0.2,0.3,PU-R,50,50,,1.2493292167782784,1.2623678874224424,0.013038670644164085,1.0104365370384818,time_budget,1,0,38,3500,1500,58,3308,3366,,0.6865,0.9462,,,,,1.3716721823439002,0,0,39,0.6206896551724138,0.0,0.7604992985725403,0.7604992985725403,0.9871920347213745,0.06258993295201085,0.631578947368421,0.8596491228070176,0.631578947368421,0.0,0.0,0.28039193493295644,1.3598040325335217
PU-R,fashion_mnist,0,0.3,0.3,PU-R,50,50,50,1.2852198984473944,1.2852198984473944,0.0,1.0,support_limit,0,1,50,3500,1500,70,2376,2446,0.7272643367759883,0.5342,0.6058,,,,,1.4142521703615785,0,1,51,0.32857142857142857,0.0,0.7122794985771179,0.7122794985771179,0.9960496425628662,0.04123774602793265,0.855072463768116,0.927536231884058,0.855072463768116,0.0,0.0,0.2771779444237508,1.3614110277881246
MaxLoss,fashion_mnist,0,0.3,0.3,PU-R,50,50,,1.2852198984473944,1.291775499470532,0.006555601023137569,1.0051007621583334,time_budget,1,0,132,3500,1500,152,2983,3135,0.9147175613907166,0.7304999999999999,0.8636,,,,,1.8283211905509233,0,0,133,0.6907894736842105,0.0,0.7431555390357971,0.7431555390357971,0.9803897142410278,0.03196184879896657,0.9006622516556292,0.9337748344370861,0.9006622516556292,0.0,0.0,0.24756310195707246,1.3762184490214637
Marginal,fashion_mnist,0,0.3,0.3,PU-R,50,50,,1.2852198984473944,1.2929209768772125,0.007701078429818153,1.0059920317442341,time_budget,1,0,77,3500,1500,97,2147,2244,0.6707546943216585,0.4448,0.4983,,,,,1.5108222253620625,0,0,78,0.31958762886597936,0.0,0.699957013130188,0.699957013130188,0.9960060119628906,0.03985379450023174,0.84375,0.9166666666666666,0.84375,0.0,0.0,0.2740587810932394,1.3629706094533804
EL2N,fashion_mnist,0,0.3,0.3,PU-R,50,50,,1.2852198984473944,1.2866748245432973,0.0014549260959029198,1.0011320444833296,time_budget,1,0,80,3500,1500,100,3131,3231,0.9396478377748281,0.7967,0.9044,,,,,1.5159151526167989,0,0,81,0.61,0.0,0.7440789937973022,0.7440789937973022,0.9820665121078491,0.035044597254859075,0.8282828282828283,0.9191919191919192,0.8181818181818182,0.0,0.0,0.2555853929705058,1.372207303514747
GraNdLast,fashion_mnist,0,0.3,0.3,PU-R,50,50,,1.2852198984473944,1.287830806337297,0.0026109078899025917,1.0020314872910516,time_budget,1,0,68,3500,1500,88,2972,3060,0.8949200542410836,0.6617999999999999,0.8334,,,,,1.4691100446507335,0,0,69,0.48863636363636365,0.0,0.7320821285247803,0.7320821285247803,0.9886634945869446,0.03856526503617736,0.8160919540229885,0.896551724137931,0.8160919540229885,0.0,0.0,0.2592813876839788,1.3703593061580106
RHO-PretrainRef,fashion_mnist,0,0.3,0.3,PU-R,50,50,,1.2852198984473944,1.2933007786050439,0.008080880157649517,1.0062875467205352,time_budget,1,0,65,3500,1500,85,3212,3297,0.9564063206198625,0.7484,0.9277,,,,,1.46439026016742,0,0,66,0.6823529411764706,0.0,0.7772631645202637,0.7772631645202637,0.9788732528686523,0.04337364506153833,0.8333333333333334,0.9047619047619048,0.8214285714285714,0.0,0.0,0.24555075450341307,1.3772246227482934
GREATS,fashion_mnist,0,0.3,0.3,PU-R,50,50,,1.2852198984473944,1.3099956987425685,0.024775800295174122,1.0192774795387969,time_budget,1,0,43,3500,1500,63,3302,3365,,0.804,0.9477,,,,,1.4222961785271764,0,0,44,0.6984126984126984,0.0,0.7840905785560608,0.7840905785560608,0.9921232461929321,0.05145506705007245,0.6774193548387096,0.8548387096774194,0.6774193548387096,0.0,0.0,0.2563087004034483,1.3718456497982758
PU-R,fashion_mnist,1,0.0,0.3,PU-R,50,50,50,1.090849137865007,1.090849137865007,0.0,1.0,support_limit,0,1,50,3500,1500,70,1285,1355,0.41674961760872975,0.3339,0.385,,,,,1.2224015248939395,0,1,51,0.0,0.0,0.7060873508453369,0.7060873508453369,0.986766517162323,0.04342015260371609,0.8695652173913043,0.8985507246376812,0.855072463768116,0.0,0.0,0.26789072086044713,1.3660546395697764
MaxLoss,fashion_mnist,1,0.0,0.3,PU-R,50,50,,1.090849137865007,1.0952519094571471,0.004402771592140198,1.004036095771004,time_budget,1,0,121,3500,1500,141,1420,1561,0.4763322454527952,0.34909999999999997,0.4428,,,,,1.5479265628382564,0,0,122,0.0,0.0,0.7194700837135315,0.7194700837135315,0.9900541305541992,0.029867551582200186,0.9,0.9428571428571428,0.9,0.0,0.0,0.24276368354228706,1.3786181582288566
Marginal,fashion_mnist,1,0.0,0.3,PU-R,50,50,,1.090849137865007,1.0991014083847404,0.008252270519733429,1.0075649970589744,time_budget,1,0,78,3500,1500,98,1019,1117,0.3473376778420061,0.2842,0.308,,,,,1.3189444718882442,0,0,79,0.0,0.0,0.6714909672737122,0.6714909672737122,0.9966278672218323,0.033788485548545404,0.9072164948453608,0.9278350515463918,0.9072164948453608,0.0,0.0,0.2647132940116972,1.3676433529941514
EL2N,fashion_mnist,1,0.0,0.3,PU-R,50,50,,1.090849137865007,1.092177003622055,0.00132786575704813,1.0012172771751435,time_budget,1,0,76,3500,1500,96,1611,1707,0.5182966638822109,0.396,0.4976,,,,,1.302283788099885,0,0,77,0.0,0.0,0.6378195285797119,0.6378195285797119,0.9946234226226807,0.04814267127137435,0.8631578947368421,0.9052631578947369,0.8631578947368421,0.0,0.0,0.2960641911569688,1.3519679044215156
GraNdLast,fashion_mnist,1,0.0,0.3,PU-R,50,50,,1.090849137865007,1.1025450993329287,0.011695961467921734,1.0107218872545591,time_budget,1,0,71,3500,1500,91,1533,1624,0.49446669832104817,0.37039999999999995,0.4603,,,,,1.2884954512119293,0,0,72,0.0,0.0,0.6242658495903015,0.6242658495903015,0.9958668947219849,0.04070399635367923,0.8888888888888888,0.9111111111111111,0.8777777777777778,0.0,0.0,0.28660658321489185,1.356696708392554
RHO-PretrainRef,fashion_mnist,1,0.0,0.3,PU-R,50,50,,1.090849137865007,1.1021174546331167,0.011268316768109798,1.0103298580683338,time_budget,1,0,71,3500,1500,91,1624,1715,0.5205898461863399,0.39659999999999995,0.4959,,,,,1.2952847694978118,0,0,72,0.0,0.0,0.7095516920089722,0.7095516920089722,0.9890010356903076,0.04288955926895142,0.8666666666666667,0.9333333333333333,0.8666666666666667,0.0,0.0,0.2669687846858969,1.3665156076570515
GREATS,fashion_mnist,1,0.0,0.3,PU-R,50,50,,1.090849137865007,1.102222458459437,0.01137332059442997,1.0104261168658846,time_budget,1,0,42,3500,1500,62,1839,1901,,0.39649999999999996,0.538,,,,,1.2154813883826137,0,0,43,0.0,0.0,0.7268579006195068,0.7268579006195068,0.9962455034255981,0.04967381499829839,0.8032786885245902,0.9016393442622951,0.7868852459016393,0.0,0.0,0.2709660525188591,1.3645169737405705
PU-R,fashion_mnist,1,0.1,0.3,PU-R,50,50,50,1.1226621698588133,1.1226621698588133,0.0,1.0,support_limit,0,1,50,3500,1500,70,1594,1664,0.5059597221552394,0.35409999999999997,0.4221,,,,,1.2508063102141023,0,1,51,0.2,0.0,0.7073120474815369,0.7073120474815369,0.9950546026229858,0.043526679925296616,0.8840579710144928,0.9130434782608695,0.8695652173913043,0.0,0.0,0.27423004705146525,1.3628849764742674
MaxLoss,fashion_mnist,1,0.1,0.3,PU-R,50,50,,1.1226621698588133,1.1317526996135712,0.009090529754757881,1.0080972976544682,time_budget,1,0,120,3500,1500,140,2776,2916,0.8563510161475278,0.6818,0.8237,,,,,1.5799672044813633,0,0,121,0.5785714285714286,0.0,0.731316328048706,0.731316328048706,0.9840240478515625,0.034623634686572945,0.8057553956834532,0.9424460431654677,0.8057553956834532,0.0,0.0,0.257724648128235,1.3711376759358824
Marginal,fashion_mnist,1,0.1,0.3,PU-R,50,50,,1.1226621698588133,1.1309558851644397,0.008293715305626392,1.0073875432238617,time_budget,1,0,84,3500,1500,104,1330,1434,0.43965172476600856,0.3107,0.3358,,,,,1.379402813501656,0,0,85,0.10576923076923077,0.0,0.6598129868507385,0.6598129868507385,0.9968169927597046,0.03394627845981746,0.912621359223301,0.9320388349514563,0.9029126213592233,0.0,0.0,0.2695290254648912,1.3652354872675545
EL2N,fashion_mnist,1,0.1,0.3,PU-R,50,50,,1.1226621698588133,1.1274239849299192,0.004761815071105957,1.0042415387272778,time_budget,1,0,66,3500,1500,86,2619,2705,0.7988901385106146,0.573,0.7648,,,,,1.305197429843247,0,0,67,0.45348837209302323,0.0,0.7071568369865417,0.7071568369865417,0.9882497787475586,0.04954424395280726,0.7647058823529411,0.9058823529411765,0.7647058823529411,0.0,0.0,0.2862729454508884,1.3568635272745557
GraNdLast,fashion_mnist,1,0.1,0.3,PU-R,50,50,,1.1226621698588133,1.1259621502831578,0.0032999804243445396,1.0029394242657697,time_budget,1,0,61,3500,1500,81,2669,2750,0.8112217446323484,0.5946,0.7591,,,,,1.2912086118012667,0,0,62,0.43209876543209874,0.0,0.6979222297668457,0.6979222297668457,0.9967975616455078,0.04375160094350576,0.7875,0.9,0.775,0.0,0.0,0.27494537612306974,1.362527311938465
RHO-PretrainRef,fashion_mnist,1,0.1,0.3,PU-R,50,50,,1.1226621698588133,1.1350729642435908,0.012410794384777546,1.0110547898717728,time_budget,1,0,58,3500,1500,78,2967,3045,0.8909337043878622,0.6695,0.858,,,,,1.285540048032999,0,0,59,0.5512820512820513,0.0,0.7550631165504456,0.7550631165504456,0.9861590266227722,0.04763927862241671,0.7792207792207793,0.8831168831168831,0.7792207792207793,0.0,0.0,0.26622132792921804,1.366889336035391
GREATS,fashion_mnist,1,0.1,0.3,PU-R,50,50,,1.1226621698588133,1.141648388467729,0.018986218608915806,1.0169117826525709,time_budget,1,0,39,3500,1500,59,3333,3392,,0.7212000000000001,0.9686,,,,,1.2388743497431278,0,0,40,0.559322033898305,0.0,0.7840851545333862,0.7840851545333862,0.9897480010986328,0.05061393256845145,0.7068965517241379,0.8448275862068966,0.7068965517241379,0.0,0.0,0.25195364600653536,1.3740231769967324
