method,seed,noise_rate,pretrain_fraction,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,runtime_sec,stop_reached,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
GREATS,6,0.2,0.0,3000,0,364,0,364,,0.010299999999999976,2.2842914999928325,1,361,0.21978021978021978,0.3791208791208791,0.6157394647598267
MaxLoss,6,0.3,0.0,3000,0,413,0,413,0.15974830387858674,0.015100000000000002,0.8026721249916591,1,410,0.2711864406779661,0.44552058111380144,0.43754857778549194
PU-C,6,0.3,0.0,3000,0,373,0,373,0.14545496983919293,0.019100000000000006,2.375516417028848,1,370,0.28418230563002683,0.42091152815013405,0.36618927121162415
PU-F,6,0.3,0.0,3000,0,392,0,392,0.15225325751816854,0.02190000000000003,3.87278412503656,1,389,0.2729591836734694,0.45663265306122447,0.3190148174762726
PU-G,6,0.3,0.0,3000,0,443,0,443,0.17042350576957688,0.012499999999999956,5.317894292005803,1,440,0.25733634311512416,0.45372460496614,0.34603607654571533
GREATS,6,0.3,0.0,3000,0,420,0,420,,0.007900000000000018,2.337485000025481,1,417,0.25952380952380955,0.43333333333333335,0.4631282091140747
MaxLoss,6,0.4,0.0,3000,0,478,0,478,0.18283396633341908,0.012199999999999989,0.9809320420026779,1,475,0.33472803347280333,0.4497907949790795,0.39305809140205383
PU-C,6,0.4,0.0,3000,0,505,0,505,0.19237787678139284,0.01859999999999995,3.6603271659696475,1,502,0.31683168316831684,0.4297029702970297,0.5996277332305908
PU-F,6,0.4,0.0,3000,0,513,0,513,0.19520097953500226,0.01970000000000005,6.049569875001907,1,510,0.3060428849902534,0.4074074074074074,0.7367973923683167
PU-G,6,0.4,0.0,3000,0,539,0,539,0.20436182245612144,0.029000000000000026,6.133750917040743,1,536,0.2894248608534323,0.44155844155844154,0.4024597406387329
GREATS,6,0.4,0.0,3000,0,553,0,553,,0.014399999999999968,4.45317537500523,1,550,0.2820976491862568,0.40867992766726946,0.41208916902542114
MaxLoss,7,0.0,0.0,3000,0,112,0,112,0.04944029700709507,0.02090000000000003,0.30260850000195205,1,109,0.0,0.15178571428571427,0.8714589476585388
PU-C,7,0.0,0.0,3000,0,108,0,108,0.04790108359884471,0.014900000000000024,0.2126505839987658,1,105,0.0,0.16666666666666666,0.8295556902885437
PU-F,7,0.0,0.0,3000,0,121,0,121,0.05288982600905001,0.019100000000000006,0.3129904580418952,1,118,0.0,0.19008264462809918,0.8384005427360535
PU-G,7,0.0,0.0,3000,0,140,0,140,0.06011703115655109,0.005800000000000027,0.3435085410019383,1,137,0.0,0.16428571428571428,0.6788807511329651
GREATS,7,0.0,0.0,3000,0,130,0,130,,0.0040999999999999925,0.5330145409679972,1,127,0.0,0.18461538461538463,0.7134413719177246
MaxLoss,7,0.1,0.0,3000,0,173,0,173,0.0725245603825897,0.0121,0.2999857919639908,1,170,0.17341040462427745,0.2774566473988439,0.4961142838001251
PU-C,7,0.1,0.0,3000,0,189,0,189,0.07848624465987086,0.01090000000000002,1.0693259160034359,1,186,0.15873015873015872,0.3439153439153439,0.664152204990387
PU-F,7,0.1,0.0,3000,0,203,0,203,0.08367816428653896,0.005700000000000038,1.7757702079834417,1,200,0.16748768472906403,0.32019704433497537,0.5963065028190613
PU-G,7,0.1,0.0,3000,0,254,0,254,0.10242900275625288,0.0037000000000000366,1.5855480000027455,1,251,0.12598425196850394,0.3464566929133858,0.5529404878616333
GREATS,7,0.1,0.0,3000,0,254,0,254,,0.0023999999999999577,1.0733779589645565,1,251,0.12598425196850394,0.30708661417322836,0.5732022523880005
MaxLoss,7,0.2,0.0,3000,0,283,0,283,0.11299621011130512,0.008099999999999996,0.5785667919553816,1,280,0.2579505300353357,0.3992932862190813,0.45955774188041687
PU-C,7,0.2,0.0,3000,0,267,0,267,0.10717361565912142,0.009299999999999975,1.6657546670176089,1,264,0.25842696629213485,0.40823970037453183,0.5234124660491943
PU-F,7,0.2,0.0,3000,0,313,0,313,0.12386761931702495,0.008399999999999963,3.171163749997504,1,310,0.2012779552715655,0.36421725239616615,0.4769752621650696
PU-G,7,0.2,0.0,3000,0,406,0,406,0.1572520800982602,0.011700000000000044,4.201010541990399,1,403,0.18719211822660098,0.3793103448275862,0.4492305815219879
GREATS,7,0.2,0.0,3000,0,365,0,365,,0.007800000000000029,1.995379833970219,1,362,0.2136986301369863,0.39452054794520547,0.4351566731929779
MaxLoss,7,0.3,0.0,3000,0,419,0,419,0.1618862779578194,0.007800000000000029,0.8398932499694638,1,416,0.2863961813842482,0.3914081145584726,0.6797084808349609
PU-C,7,0.3,0.0,3000,0,382,0,382,0.1486772975185886,0.009299999999999975,2.7120807499741204,1,379,0.31413612565445026,0.39267015706806285,0.6011179089546204
PU-F,7,0.3,0.0,3000,0,374,0,374,0.14581319532589987,0.006900000000000017,3.9912844999926165,1,371,0.31016042780748665,0.37967914438502676,0.48286163806915283
PU-G,7,0.3,0.0,3000,0,480,0,480,0.1835417879628949,0.011700000000000044,4.931887791026384,1,477,0.24791666666666667,0.38958333333333334,0.448356568813324
GREATS,7,0.3,0.0,3000,0,466,0,466,,0.0121,4.293542625033297,1,463,0.2553648068669528,0.40772532188841204,0.5324432253837585
MaxLoss,7,0.4,0.0,3000,0,485,0,485,0.18531072669429705,0.023399999999999976,0.9873578749829903,1,482,0.31752577319587627,0.43917525773195876,0.5478906631469727
PU-C,7,0.4,0.0,3000,0,491,0,491,0.18743230478139594,0.019000000000000017,3.819983792025596,1,488,0.3258655804480652,0.4419551934826884,0.5562363862991333
PU-F,7,0.4,0.0,3000,0,420,0,420,0.1622424612287432,0.025599999999999956,4.532483833027072,1,417,0.3047619047619048,0.42142857142857143,0.4919857680797577
PU-G,7,0.4,0.0,3000,0,452,0,452,0.17361913050990552,0.02080000000000004,4.492335249960888,1,449,0.32964601769911506,0.43805309734513276,0.3718424439430237
GREATS,7,0.4,0.0,3000,0,494,0,494,,0.008399999999999963,3.634962042036932,1,491,0.31983805668016196,0.44534412955465585,0.4368624687194824
MaxLoss,8,0.0,0.0,3000,0,112,0,112,0.04944029700709507,0.01959999999999995,0.2657881249906495,1,109,0.0,0.0625,0.8690922856330872
PU-C,8,0.0,0.0,3000,0,102,0,102,0.0455846541444771,0.019399999999999973,0.1980496670003049,1,99,0.0,0.049019607843137254,0.8123669028282166
PU-F,8,0.0,0.0,3000,0,126,0,126,0.05479860055493191,0.011600000000000055,0.3599952910444699,1,123,0.0,0.0873015873015873,0.832744836807251
PU-G,8,0.0,0.0,3000,0,93,0,93,0.04209134931443259,0.009700000000000042,0.2831311249756254,1,90,0.0,0.0967741935483871,0.7814072370529175
GREATS,8,0.0,0.0,3000,0,143,0,143,,0.0038000000000000256,0.5118070000316948,1,140,0.0,0.13986013986013987,0.6122891306877136
MaxLoss,8,0.1,0.0,3000,0,190,0,190,0.07885782525409013,0.0048000000000000265,0.32504649995826185,1,187,0.21052631578947367,0.33157894736842103,0.5447531938552856
PU-C,8,0.1,0.0,3000,0,189,0,189,0.07848624465987086,0.008600000000000052,1.0580490420106798,1,186,0.21164021164021163,0.35978835978835977,0.5152229070663452
PU-F,8,0.1,0.0,3000,0,209,0,209,0.08589682588353753,0.0047000000000000375,1.596643208002206,1,206,0.19138755980861244,0.32057416267942584,0.7051283121109009
PU-G,8,0.1,0.0,3000,0,180,0,180,0.0751366894110106,0.005800000000000027,1.5392661249497905,1,177,0.2222222222222222,0.36666666666666664,0.6155065298080444
GREATS,8,0.1,0.0,3000,0,238,0,238,,0.0040000000000000036,0.9686385410022922,1,235,0.16806722689075632,0.3445378151260504,0.4989187717437744
MaxLoss,8,0.2,0.0,3000,0,241,0,241,0.09767115890281275,0.010800000000000032,0.4828355830395594,1,238,0.2946058091286307,0.42323651452282157,0.5143311023712158
PU-C,8,0.2,0.0,3000,0,270,0,270,0.10826673812698573,0.014800000000000035,1.5949189580278471,1,267,0.28888888888888886,0.42592592592592593,0.5398876070976257
PU-F,8,0.2,0.0,3000,0,290,0,290,0.11553804914001375,0.011299999999999977,2.3817512919777073,1,287,0.25862068965517243,0.43103448275862066,0.5609732270240784
PU-G,8,0.2,0.0,3000,0,346,0,346,0.13576427032239735,0.008600000000000052,3.2033180000144057,1,343,0.23121387283236994,0.4046242774566474,0.6717931628227234
GREATS,8,0.2,0.0,3000,0,371,0,371,,0.012199999999999989,1.8478119999635965,1,368,0.215633423180593,0.40431266846361186,0.5362578630447388
MaxLoss,8,0.3,0.0,3000,0,359,0,359,0.14043472066987306,0.01319999999999999,0.7160523749771528,1,356,0.3203342618384401,0.45403899721448465,0.5406408905982971
PU-C,8,0.3,0.0,3000,0,359,0,359,0.14043472066987306,0.008700000000000041,2.5106460829847492,1,356,0.3286908077994429,0.4596100278551532,0.48311251401901245
PU-F,8,0.3,0.0,3000,0,405,0,405,0.15689530549570918,0.011700000000000044,4.150276499975007,1,402,0.2765432098765432,0.4074074074074074,0.34948042035102844
PU-G,8,0.3,0.0,3000,0,400,0,400,0.15511078212875873,0.02090000000000003,3.841538875014521,1,397,0.29,0.42,0.5529129505157471
GREATS,8,0.3,0.0,3000,0,429,0,429,,0.011800000000000033,3.1002489589736797,1,426,0.2634032634032634,0.4219114219114219,0.20525379478931427
MaxLoss,8,0.4,0.0,3000,0,473,0,473,0.1810637908638455,0.02629999999999999,0.9690511249937117,1,470,0.3361522198731501,0.4312896405919662,0.30506786704063416
PU-C,8,0.4,0.0,3000,0,476,0,476,0.18212600302649662,0.022399999999999975,3.531481707992498,1,473,0.3172268907563025,0.4096638655462185,0.3744997978210449
PU-F,8,0.4,0.0,3000,0,495,0,495,0.18884600239107385,0.030100000000000016,5.5590672079706565,1,492,0.28888888888888886,0.4080808080808081,0.368094801902771
PU-G,8,0.4,0.0,3000,0,467,0,467,0.17893839586758986,0.024599999999999955,5.422914082999341,1,464,0.2762312633832976,0.4132762312633833,0.23815685510635376
GREATS,8,0.4,0.0,3000,0,528,0,528,,0.023399999999999976,4.154318290995434,1,525,0.30113636363636365,0.42045454545454547,0.26475003361701965
MaxLoss,9,0.0,0.0,3000,0,95,0,95,0.04286969528766349,0.01870000000000005,0.26793337502749637,1,92,0.0,0.14736842105263157,0.8514805436134338
PU-C,9,0.0,0.0,3000,0,106,0,106,0.04712998168542981,0.020199999999999996,0.20276987500255927,1,103,0.0,0.1320754716981132,0.8535343408584595
PU-F,9,0.0,0.0,3000,0,128,0,128,0.05556067515863106,0.016800000000000037,0.38634754199301824,1,125,0.0,0.1171875,0.768386721611023
PU-G,9,0.0,0.0,3000,0,150,0,150,0.06389456166652963,0.0034999999999999476,0.4601052909856662,1,147,0.0,0.13333333333333333,0.611723005771637
GREATS,9,0.0,0.0,3000,0,164,0,164,,0.009099999999999997,0.5685774579760619,1,161,0.0,0.18902439024390244,0.5905863046646118
MaxLoss,9,0.1,0.0,3000,0,147,0,147,0.06276304461061954,0.009299999999999975,0.33730937499785796,1,144,0.272108843537415,0.3197278911564626,0.6865893006324768
PU-C,9,0.1,0.0,3000,0,194,0,194,0.08034300222061574,0.006000000000000005,1.0472724589635618,1,191,0.20618556701030927,0.30412371134020616,0.6288549304008484
PU-F,9,0.1,0.0,3000,0,202,0,202,0.08330802217824385,0.0036000000000000476,1.5641704590525478,1,199,0.19801980198019803,0.297029702970297,0.5935454368591309
PU-G,9,0.1,0.0,3000,0,233,0,233,0.09473627130500972,0.0034999999999999476,1.03753199998755,1,230,0.17167381974248927,0.2832618025751073,0.6063345074653625
GREATS,9,0.1,0.0,3000,0,222,0,222,,0.0046000000000000485,0.7534236659994349,1,219,0.17117117117117117,0.30180180180180183,0.6027830243110657
MaxLoss,9,0.2,0.0,3000,0,326,0,326,0.1285614771186374,0.009600000000000053,0.6326412079506554,1,323,0.24233128834355827,0.40797546012269936,0.48304978013038635
PU-C,9,0.2,0.0,3000,0,313,0,313,0.12386761931702495,0.0038000000000000256,2.1445789999561384,1,310,0.25559105431309903,0.402555910543131,0.39686429500579834
PU-F,9,0.2,0.0,3000,0,393,0,393,0.15261060395278037,0.008399999999999963,4.289554749964736,1,390,0.2035623409669211,0.3511450381679389,0.27816644310951233
PU-G,9,0.2,0.0,3000,0,424,0,424,0.16366678231861442,0.00880000000000003,3.9792494580033235,1,421,0.18867924528301888,0.3632075471698113,0.37545764446258545
GREATS,9,0.2,0.0,3000,0,429,0,429,,0.0016000000000000458,2.7544530000304803,1,426,0.1864801864801865,0.4125874125874126,0.46278685331344604
MaxLoss,9,0.3,0.0,3000,0,374,0,374,0.14581319532589987,0.017199999999999993,0.7302565000136383,1,371,0.30213903743315507,0.45454545454545453,0.4115881621837616
PU-C,9,0.3,0.0,3000,0,432,0,432,0.16651347110746428,0.009399999999999964,2.976863833027892,1,429,0.2777777777777778,0.44907407407407407,0.4301609694957733
PU-F,9,0.3,0.0,3000,0,372,0,372,0.14509669656399637,0.01100000000000001,4.101416416000575,1,369,0.28763440860215056,0.4543010752688172,0.3773548901081085
PU-G,9,0.3,0.0,3000,0,450,0,450,0.1729092591558583,0.016199999999999992,4.458655207999982,1,447,0.23555555555555555,0.42,0.43390676379203796
GREATS,9,0.3,0.0,3000,0,460,0,460,,0.014000000000000012,3.134667125006672,1,457,0.2608695652173913,0.43043478260869567,0.4131728708744049
MaxLoss,9,0.4,0.0,3000,0,511,0,511,0.1944954011705704,0.010499999999999954,1.0406631670193747,1,508,0.3131115459882583,0.46771037181996084,0.4859618842601776
PU-C,9,0.4,0.0,3000,0,604,0,604,0.22717491316143423,0.018299999999999983,4.830163832986727,1,601,0.26490066225165565,0.40728476821192056,0.8392595052719116
PU-F,9,0.4,0.0,3000,0,533,0,533,0.202249675989151,0.0046000000000000485,6.589522875030525,1,530,0.300187617260788,0.4277673545966229,0.6469821929931641
PU-G,9,0.4,0.0,3000,0,600,0,600,0.22577449848176911,0.013900000000000023,7.169695541029796,1,597,0.26666666666666666,0.44166666666666665,0.5202592611312866
GREATS,9,0.4,0.0,3000,0,619,0,619,,0.012599999999999945,5.147240291989874,1,616,0.25848142164781907,0.4410339256865913,0.4334560036659241
