method,noise_rate,pretrain_fraction,es_budget,n,step_mean,step_se,compression_size_mean,compression_size_se,remaining_bad_mean,remaining_bad_se,effective_compression_size_mean,effective_compression_size_se,certified_bound_mean,certified_bound_se,test_error_mean,test_error_se,runtime_sec_mean,runtime_sec_se,stop_reached_mean,stop_reached_se,hit_limit_mean,hit_limit_se,train_calls_mean,train_calls_se,noise_hit_rate_mean,noise_hit_rate_se,duplicate_hit_rate_mean,duplicate_hit_rate_se,pairwise_feature_cosine_mean,pairwise_feature_cosine_se
MaxLoss,0.0,0.8,100,10,3.4,0.8589399151150082,7.4,0.8589399151150082,0.0,0.0,7.4,0.8589399151150082,0.030420314887305722,0.002207322292769279,0.004279999999999995,0.0006803267188964736,0.20541075000655837,0.0008764722556750767,1.0,0.0,0.0,0.0,4.4,0.8589399151150082,0.0,0.0,0.10357864357864359,0.047375264741748656,0.5239710688591004,0.03710301418603219
MaxLoss,0.0,0.8,200,10,3.4,0.8589399151150082,7.4,0.8589399151150082,0.0,0.0,7.4,0.8589399151150082,0.030420314887305722,0.002207322292769279,0.004279999999999995,0.0006803267188964736,0.20757390419603325,0.0009074417904017145,1.0,0.0,0.0,0.0,4.4,0.8589399151150082,0.0,0.0,0.10357864357864359,0.047375264741748656,0.5239710688591004,0.03710301418603219
MaxLoss,0.0,0.8,50,10,3.4,0.8589399151150082,7.4,0.8589399151150082,0.0,0.0,7.4,0.8589399151150082,0.030420314887305722,0.002207322292769279,0.004279999999999995,0.0006803267188964736,0.2031115959980525,0.0008565934186089109,1.0,0.0,0.0,0.0,4.4,0.8589399151150082,0.0,0.0,0.10357864357864359,0.047375264741748656,0.5239710688591004,0.03710301418603219
MaxLoss,0.4,0.0,100,10,100.0,0.0,104.0,0.0,443.7,20.81508534159247,547.7,20.81508534159247,0.20736242880811914,0.0073262012087413845,0.11943000000000001,0.006597323531385876,0.12639606668963096,0.0031412899295477073,0.0,0.0,0.0,0.0,101.0,0.0,0.3355769230769231,0.018437150023422635,0.40865384615384615,0.02382382812070273,0.7491392135620117,0.02168541185201111
MaxLoss,0.4,0.0,200,10,200.0,0.0,204.0,0.0,213.5,21.99709576790132,417.5,21.99709576790132,0.1612634674354922,0.007822539449785611,0.053770000000000005,0.008871039648454086,0.30211937908898107,0.0031986853021941084,0.0,0.0,1.0,0.0,201.0,0.0,0.30049019607843136,0.010691070459448095,0.3897058823529412,0.01450939909934009,0.4835271924734116,0.01662311584532613
MaxLoss,0.4,0.0,50,10,50.0,0.0,54.0,0.0,502.0,24.0762677063258,556.0,24.0762677063258,0.21025883976253681,0.008483571570928276,0.13369999999999999,0.008977527499261695,0.06280711648287252,0.0023512658685609002,0.0,0.0,0.0,0.0,51.0,0.0,0.36296296296296293,0.02831443195353016,0.37962962962962965,0.028854310845728995,0.7319355964660644,0.02831362880415166
MaxLoss,0.4,0.1,100,10,100.0,0.0,104.0,0.0,407.5,23.41236615314413,511.5,23.41236615314413,0.21587836894905194,0.009145698373316694,0.12194,0.008349413818413308,0.2999873082095291,0.004561939078720106,0.0,0.0,0.0,0.0,101.0,0.0,0.28557692307692306,0.015705128205128205,0.3826923076923077,0.024901185384044913,0.9073656022548675,0.014430387647906974
MaxLoss,0.4,0.1,200,10,200.0,0.0,204.0,0.0,232.3,19.824255625649883,436.3,19.824255625649883,0.1863778846221976,0.007788863195876671,0.06988999999999998,0.006629772075854328,0.47165331250871534,0.006556686007157207,0.0,0.0,1.0,0.0,201.0,0.0,0.30147058823529416,0.009365182928697447,0.3941176470588235,0.017902412973597827,0.6217886924743652,0.02819840326985652
MaxLoss,0.4,0.1,50,10,50.0,0.0,54.0,0.0,490.9,21.482007975668072,544.9,21.482007975668072,0.2289370056532789,0.008364726268084498,0.14625999999999997,0.0087978810580225,0.2365817540907301,0.005261118378369175,0.0,0.0,0.0,0.0,51.0,0.0,0.37037037037037035,0.023261041581996014,0.4222222222222222,0.01763315661368605,0.8940689980983734,0.012875737773548012
MaxLoss,0.4,0.2,100,10,100.0,0.0,104.0,0.0,340.9,27.980330392775723,444.9,27.980330392775723,0.21300541423843242,0.012375324791980016,0.11127000000000001,0.010498370773071832,0.30545446248725056,0.0032769207645678197,0.0,0.0,0.0,0.0,101.0,0.0,0.31538461538461543,0.019485492504577772,0.3942307692307693,0.015767145995190822,0.850357609987259,0.03336554559787952
