method,seed,noise_rate,pretrain_fraction,es_budget,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,runtime_sec,stop_reached,hit_limit,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
MaxLoss,2,0.4,0.2,100,100,2400,600,104,258,362,0.17639191827038303,0.07440000000000002,0.296360292006284,0,0,101,0.34615384615384615,0.375,0.9069257974624634
MaxLoss,2,0.4,0.2,200,200,2400,600,204,138,342,0.16745029477169737,0.047900000000000054,0.4566842920030467,0,1,201,0.3431372549019608,0.39215686274509803,0.6752921938896179
PU-C,2,0.4,0.2,50,50,2400,600,54,455,509,0.24139860179275274,0.16000000000000003,0.3017897080280818,0,0,51,0.24074074074074073,0.3148148148148148,0.7913875579833984
PU-C,2,0.4,0.2,100,100,2400,600,104,404,508,0.24096004507737234,0.15190000000000003,0.5227462080074474,0,0,101,0.25961538461538464,0.3173076923076923,0.7860434651374817
PU-C,2,0.4,0.2,200,200,2400,600,204,181,385,0.18664249702123925,0.06999999999999995,1.0004574580234475,0,1,201,0.29411764705882354,0.3284313725490196,0.6649008989334106
PU-F,2,0.4,0.2,50,50,2400,600,54,356,410,0.19774794444674626,0.12009999999999998,0.43563983304193243,0,0,51,0.2222222222222222,0.24074074074074073,0.889352023601532
PU-F,2,0.4,0.2,100,100,2400,600,104,291,395,0.19108908722409979,0.10529999999999995,0.8527631660108455,0,0,101,0.2692307692307692,0.27884615384615385,0.9009535908699036
PU-F,2,0.4,0.2,200,200,2400,600,204,181,385,0.18664249702123925,0.07569999999999999,1.8019845830276608,0,1,201,0.27450980392156865,0.31862745098039214,0.5636471509933472
PU-G,2,0.4,0.2,50,50,2400,600,54,384,438,0.21014411706710234,0.11140000000000005,0.49501249997410923,0,0,51,0.24074074074074073,0.3333333333333333,0.8914212584495544
PU-G,2,0.4,0.2,100,100,2400,600,104,263,367,0.17862316372338682,0.06720000000000004,0.9529869169928133,0,0,101,0.18269230769230768,0.25961538461538464,0.8846186399459839
PU-G,2,0.4,0.2,200,200,2400,600,204,165,369,0.17951520963106304,0.04359999999999997,1.9907837089849636,0,1,201,0.18137254901960784,0.2549019607843137,0.7253322601318359
MaxLoss,2,0.4,0.3,50,50,2100,900,54,257,311,0.17514120176201686,0.10729999999999995,0.2747425410198048,0,0,51,0.25925925925925924,0.35185185185185186,0.5494005084037781
MaxLoss,2,0.4,0.3,100,100,2100,900,104,228,332,0.18588970397831872,0.1008,0.3294753330410458,0,0,101,0.2980769230769231,0.34615384615384615,0.5005186796188354
MaxLoss,2,0.4,0.3,200,200,2100,900,204,112,316,0.17770396766718477,0.06389999999999996,0.48285745800239965,0,1,201,0.31862745098039214,0.35294117647058826,0.4678310751914978
PU-C,2,0.4,0.3,50,50,2100,900,54,342,396,0.21842344250762835,0.13,0.33376237499760464,0,0,51,0.2777777777777778,0.35185185185185186,0.6450586915016174
PU-C,2,0.4,0.3,100,100,2100,900,104,217,321,0.18026445392752066,0.09150000000000003,0.4798107909737155,0,0,101,0.3557692307692308,0.40384615384615385,0.7255468964576721
PU-C,2,0.4,0.3,200,200,2100,900,204,115,319,0.17924053024034947,0.07469999999999999,0.9347560409805737,0,1,201,0.3284313725490196,0.36764705882352944,0.5040673613548279
PU-F,2,0.4,0.3,50,50,2100,900,54,98,152,0.09207777481060475,0.011399999999999966,0.41889033402549103,0,0,51,0.25925925925925924,0.3148148148148148,0.6949753761291504
PU-F,2,0.4,0.3,100,100,2100,900,104,127,231,0.1337848783005029,0.031000000000000028,0.5991252089734189,0,0,101,0.3076923076923077,0.33653846153846156,0.7415586113929749
PU-F,2,0.4,0.3,200,200,2100,900,204,115,319,0.17924053024034947,0.06740000000000002,1.2972628750139847,0,1,201,0.3088235294117647,0.3480392156862745,0.6970276832580566
PU-G,2,0.4,0.3,50,50,2100,900,54,207,261,0.1493775974959135,0.07579999999999998,0.42262970795854926,0,0,51,0.18518518518518517,0.3333333333333333,0.6855401992797852
PU-G,2,0.4,0.3,100,100,2100,900,104,124,228,0.13221927324775606,0.04400000000000004,0.5772735419450328,0,0,101,0.17307692307692307,0.3076923076923077,0.6464815735816956
PU-G,2,0.4,0.3,200,200,2100,900,204,47,251,0.14419231697684154,0.00880000000000003,1.179302042000927,0,1,201,0.27450980392156865,0.35784313725490197,0.5455878973007202
MaxLoss,2,0.4,0.4,50,50,1800,1200,54,199,253,0.1690580239519477,0.10460000000000003,0.28546550002647564,0,0,51,0.3333333333333333,0.35185185185185186,0.7462667226791382
MaxLoss,2,0.4,0.4,100,100,1800,1200,104,184,288,0.19008432829286903,0.10150000000000003,0.33455370902083814,0,0,101,0.33653846153846156,0.3942307692307692,0.8007791638374329
MaxLoss,2,0.4,0.4,200,200,1800,1200,204,44,248,0.166040443116799,0.044499999999999984,0.4793075420311652,0,1,201,0.3088235294117647,0.4166666666666667,0.6987999677658081
PU-C,2,0.4,0.4,50,50,1800,1200,54,267,321,0.20976919040549546,0.12639999999999996,0.33482304197968915,0,0,51,0.2777777777777778,0.3333333333333333,0.649411141872406
PU-C,2,0.4,0.4,100,100,1800,1200,104,201,305,0.20024082355666906,0.10929999999999995,0.43227558297803625,0,0,101,0.3173076923076923,0.41346153846153844,0.6895617246627808
PU-C,2,0.4,0.4,200,200,1800,1200,204,41,245,0.1642281228560023,0.04269999999999996,0.8358183749951422,0,1,201,0.31862745098039214,0.4166666666666667,0.4528804123401642
PU-F,2,0.4,0.4,50,50,1800,1200,54,182,236,0.15878296172013506,0.0695,0.4130369580234401,0,0,51,0.25925925925925924,0.35185185185185186,0.8123907446861267
PU-F,2,0.4,0.4,100,100,1800,1200,104,133,237,0.15938859834568575,0.054200000000000026,0.5957502080127597,0,0,101,0.2980769230769231,0.36538461538461536,0.8602594137191772
PU-F,2,0.4,0.4,200,200,1800,1200,204,21,225,0.1521103874547407,0.010099999999999998,1.2278125419979915,0,1,201,0.3088235294117647,0.37745098039215685,0.6840958595275879
PU-G,2,0.4,0.4,50,50,1800,1200,54,183,237,0.15938859834568575,0.07240000000000002,0.4074114999966696,0,0,51,0.24074074074074073,0.25925925925925924,0.7372521162033081
PU-G,2,0.4,0.4,100,100,1800,1200,104,155,259,0.1726743567851372,0.0706,0.5610272500198334,0,0,101,0.3557692307692308,0.375,0.7386592030525208
PU-G,2,0.4,0.4,200,200,1800,1200,204,46,250,0.1672479148255661,0.0353,1.2169309579767287,0,1,201,0.27941176470588236,0.35294117647058826,0.6723545789718628
MaxLoss,2,0.4,0.5,50,50,1500,1500,54,191,245,0.19646248914068565,0.08689999999999998,0.30802575004054233,0,0,51,0.2777777777777778,0.2777777777777778,0.7545297145843506
MaxLoss,2,0.4,0.5,100,100,1500,1500,104,157,261,0.20798240083968267,0.08340000000000003,0.35743941698456183,0,0,101,0.33653846153846156,0.34615384615384615,0.7978865504264832
MaxLoss,2,0.4,0.5,200,200,1500,1500,204,70,274,0.21730892767664045,0.06510000000000005,0.49037912499625236,0,1,201,0.3480392156862745,0.4019607843137255,0.49968814849853516
PU-C,2,0.4,0.5,50,50,1500,1500,54,152,206,0.16817100258776918,0.061799999999999966,0.3474339580279775,0,0,51,0.3888888888888889,0.42592592592592593,0.7999637722969055
PU-C,2,0.4,0.5,100,100,1500,1500,104,104,208,0.1696298418683,0.04810000000000003,0.43518249999033287,0,0,101,0.3557692307692308,0.41346153846153844,0.8124434947967529
PU-C,2,0.4,0.5,200,200,1500,1500,204,51,255,0.20366789877880365,0.05289999999999995,0.7647273329785094,0,1,201,0.35294117647058826,0.4019607843137255,0.6113540530204773
PU-F,2,0.4,0.5,50,50,1500,1500,54,109,163,0.13655982486670837,0.05069999999999997,0.40755862498190254,0,0,51,0.2777777777777778,0.37037037037037035,0.6745226979255676
PU-F,2,0.4,0.5,100,100,1500,1500,104,99,203,0.16598099377006292,0.04600000000000004,0.5384564580162987,0,0,101,0.3173076923076923,0.4230769230769231,0.735059916973114
PU-F,2,0.4,0.5,200,200,1500,1500,204,25,229,0.18489400134421885,0.02859999999999996,0.9857015000307001,0,1,201,0.29901960784313725,0.39215686274509803,0.5751506686210632
PU-G,2,0.4,0.5,50,50,1500,1500,54,116,170,0.14174069376895204,0.035699999999999954,0.3883163749706,0,0,51,0.2037037037037037,0.2777777777777778,0.7524932026863098
PU-G,2,0.4,0.5,100,100,1500,1500,104,85,189,0.15573209436843172,0.04579999999999995,0.49119795800652355,0,0,101,0.375,0.46153846153846156,0.7266511917114258
PU-G,2,0.4,0.5,200,200,1500,1500,204,21,225,0.18199383554747328,0.01319999999999999,0.9240372080239467,0,1,201,0.3137254901960784,0.4117647058823529,0.6757019758224487
MaxLoss,2,0.4,0.6,50,50,1200,1800,54,112,166,0.1728225372498855,0.0746,0.3349538329639472,0,0,51,0.2962962962962963,0.3333333333333333,0.5873941779136658
MaxLoss,2,0.4,0.6,100,100,1200,1800,104,73,177,0.18291485426016152,0.06640000000000001,0.3843653330113739,0,0,101,0.2980769230769231,0.33653846153846156,0.636353075504303
MaxLoss,2,0.4,0.6,200,192,1200,1800,196,0,196,0.20024328428553417,0.016800000000000037,0.49926324997795746,1,0,193,0.29591836734693877,0.3826530612244898,0.4376809895038605
PU-C,2,0.4,0.6,50,50,1200,1800,54,122,176,0.18199927237583324,0.09689999999999999,0.3632971670012921,0,0,51,0.3333333333333333,0.35185185185185186,0.7064224481582642
PU-C,2,0.4,0.6,100,100,1200,1800,104,85,189,0.19387366488808766,0.08609999999999995,0.4359153750119731,0,0,101,0.3269230769230769,0.3557692307692308,0.782935619354248
PU-C,2,0.4,0.6,200,189,1200,1800,193,0,193,0.1975154562969692,0.008000000000000007,0.5884854580508545,1,0,190,0.31088082901554404,0.39896373056994816,0.6141462326049805
PU-F,2,0.4,0.6,50,50,1200,1800,54,95,149,0.157128639111761,0.04200000000000004,0.40382379200309515,0,0,51,0.2222222222222222,0.24074074074074073,0.5554757118225098
PU-F,2,0.4,0.6,100,100,1200,1800,104,37,141,0.149698699999135,0.031000000000000028,0.4975132920080796,0,0,101,0.3269230769230769,0.3942307692307692,0.5562461614608765
PU-F,2,0.4,0.6,200,199,1200,1800,203,0,203,0.20659681741381064,0.01859999999999995,0.7053805000032298,1,0,200,0.27586206896551724,0.39408866995073893,0.5113422274589539
PU-G,2,0.4,0.6,50,50,1200,1800,54,97,151,0.15898148459382355,0.05900000000000005,0.42465475003700703,0,0,51,0.2962962962962963,0.35185185185185186,0.7401896715164185
PU-G,2,0.4,0.6,100,100,1200,1800,104,100,204,0.20750318962382153,0.07079999999999997,0.5493929170188494,0,0,101,0.2980769230769231,0.4230769230769231,0.8100930452346802
PU-G,2,0.4,0.6,200,200,1200,1800,204,5,209,0.21203038381645456,0.03249999999999997,0.7883375420351513,0,1,201,0.2696078431372549,0.4117647058823529,0.6167615056037903
MaxLoss,2,0.4,0.7,50,50,900,2100,54,75,129,0.18363263586070389,0.08230000000000004,0.3574370840215124,0,0,51,0.37037037037037035,0.46296296296296297,0.6970915198326111
MaxLoss,2,0.4,0.7,100,100,900,2100,104,44,148,0.20701763813849539,0.07130000000000003,0.4011024589999579,0,0,101,0.3942307692307692,0.5192307692307693,0.7142003774642944
MaxLoss,2,0.4,0.7,200,105,900,2100,109,0,109,0.15871139662340283,0.01649999999999996,0.4092315839952789,1,0,106,0.3761467889908257,0.5045871559633027,0.7556763887405396
PU-C,2,0.4,0.7,50,50,900,2100,54,94,148,0.20701763813849539,0.09789999999999999,0.25176424998790026,0,0,51,0.4074074074074074,0.4444444444444444,0.6161477565765381
PU-C,2,0.4,0.7,100,95,900,2100,99,0,99,0.1461123411427252,0.0121,0.30956862500170246,1,0,96,0.3939393939393939,0.48484848484848486,0.6476247310638428
PU-C,2,0.4,0.7,200,95,900,2100,99,0,99,0.1461123411427252,0.0121,0.3122747919987887,1,0,96,0.3939393939393939,0.48484848484848486,0.6476247310638428
PU-F,2,0.4,0.7,50,50,900,2100,54,27,81,0.12315179541474208,0.0131,0.28118404204724357,0,0,51,0.35185185185185186,0.3888888888888889,0.5875551700592041
PU-F,2,0.4,0.7,100,94,900,2100,98,0,98,0.14484673202969134,0.017199999999999993,0.3485434169997461,1,0,95,0.41836734693877553,0.4489795918367347,0.6122494339942932
PU-F,2,0.4,0.7,200,94,900,2100,98,0,98,0.14484673202969134,0.017199999999999993,0.35161683399928734,1,0,95,0.41836734693877553,0.4489795918367347,0.6122494339942932
PU-G,2,0.4,0.7,50,50,900,2100,54,74,128,0.18239447963424027,0.06410000000000005,0.2874444589833729,0,0,51,0.37037037037037035,0.4074074074074074,0.7453623414039612
PU-G,2,0.4,0.7,100,100,900,2100,104,11,115,0.166224283631891,0.02059999999999995,0.37447283399524167,0,0,101,0.28846153846153844,0.38461538461538464,0.7699000835418701
PU-G,2,0.4,0.7,200,124,900,2100,128,0,128,0.18239447963424027,0.017900000000000027,0.41595183400204405,1,0,125,0.3125,0.3984375,0.7924027442932129
MaxLoss,2,0.4,0.8,50,50,600,2400,54,28,82,0.1850007834727876,0.04249999999999998,0.2643224580097012,0,0,51,0.42592592592592593,0.4444444444444444,0.5189757347106934
MaxLoss,2,0.4,0.8,100,79,600,2400,83,0,83,0.18690033128950745,0.0504,0.2875822080532089,1,0,80,0.3373493975903614,0.4457831325301205,0.5056420564651489
MaxLoss,2,0.4,0.8,200,79,600,2400,83,0,83,0.18690033128950745,0.0504,0.2899055830202997,1,0,80,0.3373493975903614,0.4457831325301205,0.5056420564651489
PU-C,2,0.4,0.8,50,50,600,2400,54,34,88,0.19636580476071686,0.07769999999999999,0.2501503329840489,0,0,51,0.3333333333333333,0.4074074074074074,0.7046734690666199
PU-C,2,0.4,0.8,100,89,600,2400,93,0,93,0.20578014344209805,0.031000000000000028,0.2936069999705069,1,0,90,0.3118279569892473,0.4731182795698925,0.6691408157348633
PU-C,2,0.4,0.8,200,89,600,2400,93,0,93,0.20578014344209805,0.031000000000000028,0.29666883300524205,1,0,90,0.3118279569892473,0.4731182795698925,0.6691408157348633
PU-F,2,0.4,0.8,50,50,600,2400,54,20,74,0.1697214029263705,0.05840000000000001,0.28499229095177725,0,0,51,0.35185185185185186,0.4444444444444444,0.6880103945732117
PU-F,2,0.4,0.8,100,76,600,2400,80,0,80,0.181194981909357,0.04590000000000005,0.3183030829532072,1,0,77,0.275,0.4125,0.7054545283317566
PU-F,2,0.4,0.8,200,76,600,2400,80,0,80,0.181194981909357,0.04590000000000005,0.3204720829962753,1,0,77,0.275,0.4125,0.7054545283317566
PU-G,2,0.4,0.8,50,50,600,2400,54,31,85,0.19069288240280002,0.08130000000000004,0.27286654099589214,0,0,51,0.3148148148148148,0.3333333333333333,0.6734036803245544
PU-G,2,0.4,0.8,100,100,600,2400,104,1,105,0.2281844211393036,0.05159999999999998,0.3368797500152141,0,0,101,0.25961538461538464,0.3942307692307692,0.7424576878547668
PU-G,2,0.4,0.8,200,102,600,2400,106,0,106,0.230040158261545,0.05149999999999999,0.3424038329976611,1,0,103,0.2641509433962264,0.39622641509433965,0.7441315054893494
MaxLoss,3,0.0,0.0,50,50,3000,0,54,108,162,0.06840666866628453,0.03810000000000002,0.07267991697881371,0,0,51,0.0,0.16666666666666666,0.8552659153938293
MaxLoss,3,0.0,0.0,100,100,3000,0,104,29,133,0.05746242729946971,0.019499999999999962,0.1468596249469556,0,0,101,0.0,0.18269230769230768,0.8439583778381348
MaxLoss,3,0.0,0.0,200,119,3000,0,123,0,123,0.053653962444514036,0.015100000000000002,0.17614245897857472,1,0,120,0.0,0.22764227642276422,0.8646236658096313
PU-C,3,0.0,0.0,50,50,3000,0,54,50,104,0.04635784780839458,0.022800000000000042,0.10627362498780712,0,0,51,0.0,0.1111111111111111,0.8228947520256042
PU-C,3,0.0,0.0,100,100,3000,0,104,1,105,0.04674404545221478,0.01529999999999998,0.2057372919516638,0,0,101,0.0,0.25,0.8411731123924255
PU-C,3,0.0,0.0,200,102,3000,0,106,0,106,0.04712998168542981,0.01539999999999997,0.21200216695433483,1,0,103,0.0,0.24528301886792453,0.8407442569732666
PU-F,3,0.0,0.0,50,50,3000,0,54,157,211,0.08663556131068617,0.04069999999999996,0.20424024999374524,0,0,51,0.0,0.1111111111111111,0.8064664602279663
PU-F,3,0.0,0.0,100,100,3000,0,104,32,136,0.05860120529541746,0.014800000000000035,0.332421708968468,0,0,101,0.0,0.17307692307692307,0.7674902677536011
PU-F,3,0.0,0.0,200,123,3000,0,127,0,127,0.055179738090373576,0.012399999999999967,0.38196366699412465,1,0,124,0.0,0.2125984251968504,0.8002996444702148
PU-G,3,0.0,0.0,50,50,3000,0,54,55,109,0.048286255972925574,0.01970000000000005,0.22799516702070832,0,0,51,0.0,0.18518518518518517,0.7157623171806335
PU-G,3,0.0,0.0,100,92,3000,0,96,0,96,0.04325841483660042,0.007299999999999973,0.348014667048119,1,0,93,0.0,0.3229166666666667,0.7172532081604004
PU-G,3,0.0,0.0,200,92,3000,0,96,0,96,0.04325841483660042,0.007299999999999973,0.3507691670092754,1,0,93,0.0,0.3229166666666667,0.7172532081604004
MaxLoss,3,0.0,0.1,50,50,2700,300,54,4,58,0.031346929899882525,0.009000000000000008,0.102791458950378,0,0,51,0.0,0.16666666666666666,0.9123742580413818
MaxLoss,3,0.0,0.1,100,55,2700,300,59,0,59,0.03179569693747908,0.01200000000000001,0.11206999997375533,1,0,56,0.0,0.15254237288135594,0.9083559513092041
MaxLoss,3,0.0,0.1,200,55,2700,300,59,0,59,0.03179569693747908,0.01200000000000001,0.11462774995015934,1,0,56,0.0,0.15254237288135594,0.9083559513092041
PU-C,3,0.0,0.1,50,44,2700,300,48,0,48,0.026819203747436404,0.008499999999999952,0.11022070900071412,1,0,45,0.0,0.14583333333333334,0.8898251056671143
PU-C,3,0.0,0.1,100,44,2700,300,48,0,48,0.026819203747436404,0.008499999999999952,0.11258608399657533,1,0,45,0.0,0.14583333333333334,0.8898251056671143
PU-C,3,0.0,0.1,200,44,2700,300,48,0,48,0.026819203747436404,0.008499999999999952,0.11518708401126787,1,0,45,0.0,0.14583333333333334,0.8898251056671143
PU-F,3,0.0,0.1,50,42,2700,300,46,0,46,0.025903833156917244,0.007000000000000006,0.10664779198123142,1,0,43,0.0,0.2391304347826087,0.8899821043014526
PU-F,3,0.0,0.1,100,42,2700,300,46,0,46,0.025903833156917244,0.007000000000000006,0.10917920898646116,1,0,43,0.0,0.2391304347826087,0.8899821043014526
PU-F,3,0.0,0.1,200,42,2700,300,46,0,46,0.025903833156917244,0.007000000000000006,0.11119020899059251,1,0,43,0.0,0.2391304347826087,0.8899821043014526
PU-G,3,0.0,0.1,50,47,2700,300,51,0,51,0.02818571886746213,0.006000000000000005,0.11589220899622887,1,0,48,0.0,0.1568627450980392,0.8556615710258484
PU-G,3,0.0,0.1,100,47,2700,300,51,0,51,0.02818571886746213,0.006000000000000005,0.11795500002335757,1,0,48,0.0,0.1568627450980392,0.8556615710258484
PU-G,3,0.0,0.1,200,47,2700,300,51,0,51,0.02818571886746213,0.006000000000000005,0.12003266700776294,1,0,48,0.0,0.1568627450980392,0.8556615710258484
MaxLoss,3,0.0,0.2,50,43,2400,600,47,0,47,0.029640937224030495,0.007600000000000051,0.10025266697630286,1,0,44,0.0,0.14893617021276595,0.9129825234413147
MaxLoss,3,0.0,0.2,100,43,2400,600,47,0,47,0.029640937224030495,0.007600000000000051,0.10225458396598697,1,0,44,0.0,0.14893617021276595,0.9129825234413147
MaxLoss,3,0.0,0.2,200,43,2400,600,47,0,47,0.029640937224030495,0.007600000000000051,0.10447433398803696,1,0,44,0.0,0.14893617021276595,0.9129825234413147
PU-C,3,0.0,0.2,50,22,2400,600,26,0,26,0.018545468454249203,0.005199999999999982,0.08594429102959111,1,0,23,0.0,0.11538461538461539,0.8422993421554565
PU-C,3,0.0,0.2,100,22,2400,600,26,0,26,0.018545468454249203,0.005199999999999982,0.0880037079914473,1,0,23,0.0,0.11538461538461539,0.8422993421554565
PU-C,3,0.0,0.2,200,22,2400,600,26,0,26,0.018545468454249203,0.005199999999999982,0.09031029103789479,1,0,23,0.0,0.11538461538461539,0.8422993421554565
PU-F,3,0.0,0.2,50,20,2400,600,24,0,24,0.017447080521378666,0.0039000000000000146,0.08796299999812618,1,0,21,0.0,0.16666666666666666,0.7943009734153748
PU-F,3,0.0,0.2,100,20,2400,600,24,0,24,0.017447080521378666,0.0039000000000000146,0.09014570899307728,1,0,21,0.0,0.16666666666666666,0.7943009734153748
PU-F,3,0.0,0.2,200,20,2400,600,24,0,24,0.017447080521378666,0.0039000000000000146,0.0921620840090327,1,0,21,0.0,0.16666666666666666,0.7943009734153748
PU-G,3,0.0,0.2,50,48,2400,600,52,0,52,0.032201003341469914,0.006399999999999961,0.12498099997173995,1,0,49,0.0,0.11538461538461539,0.844045877456665
PU-G,3,0.0,0.2,100,48,2400,600,52,0,52,0.032201003341469914,0.006399999999999961,0.12733845796901733,1,0,49,0.0,0.11538461538461539,0.844045877456665
PU-G,3,0.0,0.2,200,48,2400,600,52,0,52,0.032201003341469914,0.006399999999999961,0.12948408297961578,1,0,49,0.0,0.11538461538461539,0.844045877456665
MaxLoss,3,0.0,0.3,50,16,2100,900,20,0,20,0.017382406338583678,0.0027000000000000357,0.101204791048076,1,0,17,0.0,0.1,0.8335744738578796
MaxLoss,3,0.0,0.3,100,16,2100,900,20,0,20,0.017382406338583678,0.0027000000000000357,0.10345766600221395,1,0,17,0.0,0.1,0.8335744738578796
MaxLoss,3,0.0,0.3,200,16,2100,900,20,0,20,0.017382406338583678,0.0027000000000000357,0.1056282080244273,1,0,17,0.0,0.1,0.8335744738578796
PU-C,3,0.0,0.3,50,18,2100,900,22,0,22,0.018662572896573693,0.005099999999999993,0.1082535830209963,1,0,19,0.0,0.09090909090909091,0.7945910096168518
PU-C,3,0.0,0.3,100,18,2100,900,22,0,22,0.018662572896573693,0.005099999999999993,0.11064079200150445,1,0,19,0.0,0.09090909090909091,0.7945910096168518
PU-C,3,0.0,0.3,200,18,2100,900,22,0,22,0.018662572896573693,0.005099999999999993,0.1127827920136042,1,0,19,0.0,0.09090909090909091,0.7945910096168518
PU-F,3,0.0,0.3,50,30,2100,900,34,0,34,0.026101695955730975,0.005099999999999993,0.12884508300339803,1,0,31,0.0,0.11764705882352941,0.8524471521377563
PU-F,3,0.0,0.3,100,30,2100,900,34,0,34,0.026101695955730975,0.005099999999999993,0.1311967499786988,1,0,31,0.0,0.11764705882352941,0.8524471521377563
PU-F,3,0.0,0.3,200,30,2100,900,34,0,34,0.026101695955730975,0.005099999999999993,0.13350866601103917,1,0,31,0.0,0.11764705882352941,0.8524471521377563
PU-G,3,0.0,0.3,50,32,2100,900,36,0,36,0.027310927340295166,0.008600000000000052,0.1282020829967223,1,0,33,0.0,0.1388888888888889,0.8089287877082825
PU-G,3,0.0,0.3,100,32,2100,900,36,0,36,0.027310927340295166,0.008600000000000052,0.13074754097033292,1,0,33,0.0,0.1388888888888889,0.8089287877082825
PU-G,3,0.0,0.3,200,32,2100,900,36,0,36,0.027310927340295166,0.008600000000000052,0.13308337499620393,1,0,33,0.0,0.1388888888888889,0.8089287877082825
MaxLoss,3,0.0,0.4,50,24,1800,1200,28,0,28,0.026144773059058934,0.007499999999999951,0.1315061670029536,1,0,25,0.0,0.14285714285714285,0.8701629042625427
MaxLoss,3,0.0,0.4,100,24,1800,1200,28,0,28,0.026144773059058934,0.007499999999999951,0.13362583296839148,1,0,25,0.0,0.14285714285714285,0.8701629042625427
MaxLoss,3,0.0,0.4,200,24,1800,1200,28,0,28,0.026144773059058934,0.007499999999999951,0.1357957079890184,1,0,25,0.0,0.14285714285714285,0.8701629042625427
PU-C,3,0.0,0.4,50,27,1800,1200,31,0,31,0.028297114360611886,0.008000000000000007,0.14219325000885874,1,0,28,0.0,0.12903225806451613,0.8333098292350769
PU-C,3,0.0,0.4,100,27,1800,1200,31,0,31,0.028297114360611886,0.008000000000000007,0.14454858301905915,1,0,28,0.0,0.12903225806451613,0.8333098292350769
PU-C,3,0.0,0.4,200,27,1800,1200,31,0,31,0.028297114360611886,0.008000000000000007,0.14673362497705966,1,0,28,0.0,0.12903225806451613,0.8333098292350769
PU-F,3,0.0,0.4,50,18,1800,1200,22,0,22,0.021758200775366277,0.0040000000000000036,0.13362320797750726,1,0,19,0.0,0.09090909090909091,0.7909174561500549
PU-F,3,0.0,0.4,100,18,1800,1200,22,0,22,0.021758200775366277,0.0040000000000000036,0.13623374997405335,1,0,19,0.0,0.09090909090909091,0.7909174561500549
PU-F,3,0.0,0.4,200,18,1800,1200,22,0,22,0.021758200775366277,0.0040000000000000036,0.13819737499579787,1,0,19,0.0,0.09090909090909091,0.7909174561500549
PU-G,3,0.0,0.4,50,10,1800,1200,14,0,14,0.01566722959978506,0.0038000000000000256,0.12276191700948402,1,0,11,0.0,0.0,0.7602807283401489
PU-G,3,0.0,0.4,100,10,1800,1200,14,0,14,0.01566722959978506,0.0038000000000000256,0.12511016696225852,1,0,11,0.0,0.0,0.7602807283401489
PU-G,3,0.0,0.4,200,10,1800,1200,14,0,14,0.01566722959978506,0.0038000000000000256,0.12730341701535508,1,0,11,0.0,0.0,0.7602807283401489
MaxLoss,3,0.0,0.5,50,19,1500,1500,23,0,23,0.026971468585543334,0.008700000000000041,0.14703933300916106,1,0,20,0.0,0.13043478260869565,0.8287922739982605
MaxLoss,3,0.0,0.5,100,19,1500,1500,23,0,23,0.026971468585543334,0.008700000000000041,0.14918554096948355,1,0,20,0.0,0.13043478260869565,0.8287922739982605
MaxLoss,3,0.0,0.5,200,19,1500,1500,23,0,23,0.026971468585543334,0.008700000000000041,0.15166041598422453,1,0,20,0.0,0.13043478260869565,0.8287922739982605
PU-C,3,0.0,0.5,50,14,1500,1500,18,0,18,0.022487208247184753,0.0046000000000000485,0.1489314169739373,1,0,15,0.0,0.05555555555555555,0.7779861092567444
PU-C,3,0.0,0.5,100,14,1500,1500,18,0,18,0.022487208247184753,0.0046000000000000485,0.15133983397390693,1,0,15,0.0,0.05555555555555555,0.7779861092567444
PU-C,3,0.0,0.5,200,14,1500,1500,18,0,18,0.022487208247184753,0.0046000000000000485,0.15349808399332687,1,0,15,0.0,0.05555555555555555,0.7779861092567444
PU-F,3,0.0,0.5,50,7,1500,1500,11,0,11,0.015915791620500386,0.0032999999999999696,0.1383164169965312,1,0,8,0.0,0.09090909090909091,0.719912052154541
PU-F,3,0.0,0.5,100,7,1500,1500,11,0,11,0.015915791620500386,0.0032999999999999696,0.14057754195528105,1,0,8,0.0,0.09090909090909091,0.719912052154541
PU-F,3,0.0,0.5,200,7,1500,1500,11,0,11,0.015915791620500386,0.0032999999999999696,0.14269737497670576,1,0,8,0.0,0.09090909090909091,0.719912052154541
PU-G,3,0.0,0.5,50,12,1500,1500,16,0,16,0.020651578553952277,0.0036000000000000476,0.14515054202638566,1,0,13,0.0,0.125,0.7573884725570679
PU-G,3,0.0,0.5,100,12,1500,1500,16,0,16,0.020651578553952277,0.0036000000000000476,0.14757958299014717,1,0,13,0.0,0.125,0.7573884725570679
PU-G,3,0.0,0.5,200,12,1500,1500,16,0,16,0.020651578553952277,0.0036000000000000476,0.14983920799568295,1,0,13,0.0,0.125,0.7573884725570679
MaxLoss,3,0.0,0.6,50,7,1200,1800,11,0,11,0.019872920005582273,0.005099999999999993,0.16612020804313943,1,0,8,0.0,0.09090909090909091,0.6657754778862
MaxLoss,3,0.0,0.6,100,7,1200,1800,11,0,11,0.019872920005582273,0.005099999999999993,0.16823362500872463,1,0,8,0.0,0.09090909090909091,0.6657754778862
MaxLoss,3,0.0,0.6,200,7,1200,1800,11,0,11,0.019872920005582273,0.005099999999999993,0.17039662500610575,1,0,8,0.0,0.09090909090909091,0.6657754778862
