method,seed,noise_rate,pretrain_fraction,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,runtime_sec,stop_reached,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
MaxLoss,4,0.4,0.2,2400,600,406,0,406,0.1959735171403736,0.03190000000000004,0.747471249953378,1,403,0.3103448275862069,0.42857142857142855,0.5469552278518677
PU-C,4,0.4,0.2,2400,600,413,0,413,0.19907817000057548,0.02059999999999995,2.0924107499886304,1,410,0.3075060532687651,0.4043583535108959,0.5441498160362244
PU-F,4,0.4,0.2,2400,600,399,0,399,0.1928660589037463,0.028800000000000048,4.168136666005012,1,396,0.3057644110275689,0.40100250626566414,0.31839635968208313
PU-G,4,0.4,0.2,2400,600,456,0,456,0.2180911340401508,0.022599999999999953,4.390606959001161,1,453,0.2719298245614035,0.3793859649122807,0.7888069152832031
MaxLoss,4,0.4,0.3,2100,900,349,0,349,0.19456293375696987,0.01639999999999997,0.6495824169833213,1,346,0.2808022922636103,0.36962750716332377,0.675726056098938
PU-C,4,0.4,0.3,2100,900,326,0,326,0.18282270251074806,0.009399999999999964,1.5199851249926724,1,323,0.3006134969325153,0.39570552147239263,0.7533400058746338
PU-F,4,0.4,0.3,2100,900,364,0,364,0.20219624956371263,0.02529999999999999,2.4251846670522355,1,361,0.2692307692307692,0.3708791208791209,0.703325629234314
PU-G,4,0.4,0.3,2100,900,369,0,369,0.2047367790946737,0.01759999999999995,1.814912292000372,1,366,0.26558265582655827,0.36314363143631434,0.37874674797058105
MaxLoss,4,0.4,0.4,1800,1200,381,0,381,0.24526235210942104,0.033399999999999985,0.7156077919644304,1,378,0.2650918635170604,0.4041994750656168,0.3941739797592163
PU-C,4,0.4,0.4,1800,1200,318,0,318,0.20798480522353202,0.022599999999999953,1.3873977080220357,1,315,0.29874213836477986,0.389937106918239,0.5657910704612732
PU-F,4,0.4,0.4,1800,1200,360,0,360,0.23288004857022315,0.024499999999999966,2.7257883749553002,1,357,0.26666666666666666,0.35555555555555557,0.5781798958778381
PU-G,4,0.4,0.4,1800,1200,357,0,357,0.23110773449297994,0.025900000000000034,2.1325223749736324,1,354,0.25770308123249297,0.3697478991596639,0.6054348349571228
MaxLoss,4,0.4,0.5,1500,1500,229,0,229,0.18489400134421885,0.031000000000000028,0.49527341598877683,1,226,0.3056768558951965,0.4017467248908297,0.5249865651130676
PU-C,4,0.4,0.5,1500,1500,212,0,212,0.17254476906964555,0.025399999999999978,0.7256927090347745,1,209,0.3018867924528302,0.4386792452830189,0.5406267046928406
PU-F,4,0.4,0.5,1500,1500,245,0,245,0.19646248914068565,0.018299999999999983,1.1970027499482967,1,242,0.2816326530612245,0.39183673469387753,0.42051538825035095
PU-G,4,0.4,0.5,1500,1500,234,0,234,0.18851460044970736,0.03400000000000003,0.8792939580162056,1,231,0.29914529914529914,0.4230769230769231,0.5209683775901794
MaxLoss,4,0.4,0.6,1200,1800,226,0,226,0.22736699390225112,0.034499999999999975,0.5096334999543615,1,223,0.2831858407079646,0.38495575221238937,0.42677268385887146
PU-C,4,0.4,0.6,1200,1800,236,0,236,0.2363503416418098,0.04679999999999995,0.7973368749953806,1,233,0.2754237288135593,0.3983050847457627,0.5790290832519531
PU-F,4,0.4,0.6,1200,1800,239,0,239,0.2390400916337967,0.03859999999999997,0.8664261249941774,1,236,0.26778242677824265,0.3682008368200837,0.4735465347766876
PU-G,4,0.4,0.6,1200,1800,229,0,229,0.23006487189559266,0.03400000000000003,0.9043456250219606,1,226,0.27510917030567683,0.38427947598253276,0.7355332970619202
MaxLoss,4,0.4,0.7,900,2100,165,0,165,0.2277371570817195,0.03359999999999996,0.454042750003282,1,162,0.3333333333333333,0.4303030303030303,0.48474305868148804
PU-C,4,0.4,0.7,900,2100,158,0,158,0.21922721673035994,0.04310000000000003,0.5203151660389267,1,155,0.3291139240506329,0.4240506329113924,0.49185043573379517
PU-F,4,0.4,0.7,900,2100,175,0,175,0.2398448758176528,0.03390000000000004,0.6097129170084372,1,172,0.32,0.4342857142857143,0.4575415551662445
PU-G,4,0.4,0.7,900,2100,200,0,200,0.2698813047609292,0.049699999999999966,0.6898987920139916,1,197,0.28,0.415,0.614039421081543
MaxLoss,4,0.4,0.8,600,2400,126,0,126,0.26682960940524936,0.07440000000000002,0.4194947920041159,1,123,0.3253968253968254,0.4603174603174603,0.6341845393180847
PU-C,4,0.4,0.8,600,2400,131,0,131,0.2759376168833114,0.0696,0.3397580840392038,1,128,0.32061068702290074,0.4580152671755725,0.6408495903015137
PU-F,4,0.4,0.8,600,2400,130,0,130,0.2741186819621362,0.04159999999999997,0.40978079102933407,1,127,0.3153846153846154,0.45384615384615384,0.5834939479827881
PU-G,4,0.4,0.8,600,2400,140,0,140,0.2922501597786322,0.042100000000000026,0.4210541250067763,1,137,0.29285714285714287,0.44285714285714284,0.6953595280647278
MaxLoss,5,0.0,0.0,3000,0,124,0,124,0.054035715002100915,0.021100000000000008,0.20063254196429625,1,121,0.0,0.12903225806451613,0.8571480512619019
PU-C,5,0.0,0.0,3000,0,104,0,104,0.04635784780839458,0.01539999999999997,0.1859743749955669,1,101,0.0,0.09615384615384616,0.7863674759864807
PU-F,5,0.0,0.0,3000,0,145,0,145,0.06200788344722241,0.007900000000000018,0.4627844580099918,1,142,0.0,0.11724137931034483,0.7150580286979675
PU-G,5,0.0,0.0,3000,0,120,0,120,0.05250743729993701,0.00880000000000003,0.4231035420089029,1,117,0.0,0.175,0.7180986404418945
MaxLoss,5,0.0,0.1,2700,300,31,0,31,0.01889930118340999,0.007199999999999984,0.07072275003883988,1,28,0.0,0.03225806451612903,0.8724241852760315
PU-C,5,0.0,0.1,2700,300,59,0,59,0.03179569693747908,0.0121,0.11956679105060175,1,56,0.0,0.1016949152542373,0.9061709642410278
PU-F,5,0.0,0.1,2700,300,46,0,46,0.025903833156917244,0.009099999999999997,0.10372012498555705,1,43,0.0,0.06521739130434782,0.8802098631858826
PU-G,5,0.0,0.1,2700,300,53,0,53,0.029092650511302054,0.007399999999999962,0.11267945799045265,1,50,0.0,0.11320754716981132,0.8819871544837952
MaxLoss,5,0.0,0.2,2400,600,22,0,22,0.01633807725738734,0.0050000000000000044,0.0753475830424577,1,19,0.0,0.0,0.8532302379608154
PU-C,5,0.0,0.2,2400,600,31,0,31,0.021251995989587158,0.006700000000000039,0.08961212501162663,1,28,0.0,0.03225806451612903,0.8667529821395874
PU-F,5,0.0,0.2,2400,600,36,0,36,0.023912062344606966,0.006199999999999983,0.10940604202914983,1,33,0.0,0.05555555555555555,0.8610687851905823
PU-G,5,0.0,0.2,2400,600,57,0,57,0.03473883034894243,0.009299999999999975,0.13480458303820342,1,54,0.0,0.03508771929824561,0.8723750114440918
MaxLoss,5,0.0,0.3,2100,900,25,0,25,0.02055755432229489,0.006900000000000017,0.10693262499989942,1,22,0.0,0.04,0.8165376782417297
PU-C,5,0.0,0.3,2100,900,25,0,25,0.02055755432229489,0.006900000000000017,0.1127859580446966,1,22,0.0,0.04,0.8597123026847839
PU-F,5,0.0,0.3,2100,900,16,0,16,0.014772376918699592,0.0030999999999999917,0.1048500410397537,1,13,0.0,0.0625,0.7559754848480225
PU-G,5,0.0,0.3,2100,900,33,0,33,0.025494333414826542,0.007099999999999995,0.12522204098058864,1,30,0.0,0.030303030303030304,0.8390981554985046
MaxLoss,5,0.0,0.4,1800,1200,8,0,8,0.010781854740343988,0.0029000000000000137,0.11405120900599286,1,5,0.0,0.0,0.6588582396507263
PU-C,5,0.0,0.4,1800,1200,27,0,27,0.025421789032407105,0.007600000000000051,0.13644254201790318,1,24,0.0,0.0,0.8394508361816406
PU-F,5,0.0,0.4,1800,1200,29,0,29,0.026864898565690964,0.008399999999999963,0.14154675003373995,1,26,0.0,0.0,0.8362754583358765
PU-G,5,0.0,0.4,1800,1200,27,0,27,0.025421789032407105,0.008700000000000041,0.13884920900454745,1,24,0.0,0.0,0.7432472109794617
MaxLoss,5,0.0,0.5,1500,1500,15,0,15,0.019722751749213785,0.007800000000000029,0.14071200002217665,1,12,0.0,0.06666666666666667,0.8100554943084717
PU-C,5,0.0,0.5,1500,1500,19,0,19,0.023395154566969723,0.009199999999999986,0.14869362500030547,1,16,0.0,0.05263157894736842,0.8014401197433472
PU-F,5,0.0,0.5,1500,1500,8,0,8,0.012929739721585065,0.0048000000000000265,0.13766258402029052,1,5,0.0,0.125,0.6416088938713074
PU-G,5,0.0,0.5,1500,1500,12,0,12,0.0168832708732225,0.005700000000000038,0.14079716603737324,1,9,0.0,0.08333333333333333,0.7215995192527771
MaxLoss,5,0.0,0.6,1200,1800,12,0,12,0.02108020952437073,0.005099999999999993,0.1677566660218872,1,9,0.0,0.0,0.7247719764709473
PU-C,5,0.0,0.6,1200,1800,14,0,14,0.023453966539818794,0.005199999999999982,0.1724268749821931,1,11,0.0,0.0,0.7103981375694275
PU-F,5,0.0,0.6,1200,1800,16,0,16,0.025781950331293046,0.0043999999999999595,0.17560466699069366,1,13,0.0,0.0,0.7640141248703003
PU-G,5,0.0,0.6,1200,1800,16,0,16,0.025781950331293046,0.0027000000000000357,0.17697495804168284,1,13,0.0,0.0,0.6049616932868958
MaxLoss,5,0.0,0.7,900,2100,9,0,9,0.023171695414930582,0.0040999999999999925,0.18744650000007823,1,6,0.0,0.0,0.6496967673301697
PU-C,5,0.0,0.7,900,2100,8,0,8,0.021493067673873156,0.005700000000000038,0.18858600000385195,1,5,0.0,0.0,0.6274660229682922
PU-F,5,0.0,0.7,900,2100,8,0,8,0.021493067673873156,0.005900000000000016,0.18794037494808435,1,5,0.0,0.0,0.5853601098060608
PU-G,5,0.0,0.7,900,2100,8,0,8,0.021493067673873156,0.008199999999999985,0.18850799999199808,1,5,0.0,0.0,0.5591328740119934
MaxLoss,5,0.0,0.8,600,2400,4,0,4,0.021501237817574292,0.0036000000000000476,0.20489070902112871,1,1,0.0,0.5,0.33305349946022034
PU-C,5,0.0,0.8,600,2400,5,0,5,0.024279373232275248,0.0028000000000000247,0.20704308297717944,1,2,0.0,0.4,0.4557892382144928
PU-F,5,0.0,0.8,600,2400,8,0,8,0.03213391738245264,0.0033999999999999586,0.2119026670116,1,5,0.0,0.25,0.6088271141052246
PU-G,5,0.0,0.8,600,2400,7,0,7,0.029579319758340716,0.005299999999999971,0.20865695900283754,1,4,0.0,0.2857142857142857,0.5984904766082764
MaxLoss,5,0.4,0.0,3000,0,440,0,440,0.16935760364867747,0.016700000000000048,0.6650242089526728,1,437,0.31363636363636366,0.4431818181818182,0.45571717619895935
PU-C,5,0.4,0.0,3000,0,543,0,543,0.2057693019742146,0.01870000000000005,3.145330874947831,1,540,0.2946593001841621,0.4530386740331492,0.49400973320007324
PU-F,5,0.4,0.0,3000,0,469,0,469,0.1796470055123791,0.020100000000000007,4.761321333004162,1,466,0.3049040511727079,0.42430703624733473,0.15998893976211548
PU-G,5,0.4,0.0,3000,0,550,0,550,0.20823121524881572,0.025499999999999967,5.592838499986101,1,547,0.2781818181818182,0.3981818181818182,0.3489803373813629
MaxLoss,5,0.4,0.1,2700,300,452,0,452,0.19263619818957523,0.027200000000000002,0.8462882919702679,1,449,0.3030973451327434,0.413716814159292,0.5472792983055115
PU-C,5,0.4,0.1,2700,300,455,0,455,0.1938162071746774,0.021700000000000053,2.4518925830489025,1,452,0.2945054945054945,0.4043956043956044,0.5968738198280334
PU-F,5,0.4,0.1,2700,300,436,0,436,0.18633615277940407,0.01529999999999998,4.044319999986328,1,433,0.2958715596330275,0.4197247706422018,0.5795531272888184
PU-G,5,0.4,0.1,2700,300,492,0,492,0.20833867968758568,0.01100000000000001,4.543359583010897,1,489,0.2865853658536585,0.42276422764227645,0.4694441854953766
MaxLoss,5,0.4,0.2,2400,600,438,0,438,0.21014411706710234,0.02210000000000001,0.8249387919786386,1,435,0.3013698630136986,0.4360730593607306,0.6177318096160889
PU-C,5,0.4,0.2,2400,600,417,0,417,0.20085101877339184,0.014900000000000024,2.077574375027325,1,414,0.30935251798561153,0.44364508393285373,0.4453146159648895
PU-F,5,0.4,0.2,2400,600,403,0,403,0.19464209611760452,0.01749999999999996,3.716353000025265,1,400,0.3200992555831266,0.4317617866004963,0.6587685942649841
PU-G,5,0.4,0.2,2400,600,458,0,458,0.2189731178805232,0.017199999999999993,3.4469845420098864,1,455,0.2925764192139738,0.44759825327510916,0.3604327440261841
MaxLoss,5,0.4,0.3,2100,900,381,0,381,0.21082633535843343,0.03180000000000005,0.7075293750385754,1,378,0.30183727034120733,0.4199475065616798,0.718741238117218
PU-C,5,0.4,0.3,2100,900,381,0,381,0.21082633535843343,0.02210000000000001,1.760481457982678,1,378,0.29396325459317585,0.43832020997375326,0.22523313760757446
PU-F,5,0.4,0.3,2100,900,374,0,374,0.20727540442021564,0.026599999999999957,2.3649675420019776,1,371,0.2994652406417112,0.4304812834224599,0.4783957600593567
PU-G,5,0.4,0.3,2100,900,381,0,381,0.21082633535843343,0.029000000000000026,2.065799792006146,1,378,0.28083989501312334,0.4015748031496063,0.41228243708610535
MaxLoss,5,0.4,0.4,1800,1200,286,0,286,0.18888713710475713,0.037799999999999945,0.5497844579513185,1,283,0.2972027972027972,0.42657342657342656,0.5786577463150024
PU-C,5,0.4,0.4,1800,1200,289,0,289,0.19068273768061772,0.02080000000000004,1.2090265420265496,1,286,0.29411764705882354,0.4186851211072664,0.4633695185184479
PU-F,5,0.4,0.4,1800,1200,306,0,306,0.20083719870308414,0.023900000000000032,1.7380500829895027,1,303,0.2777777777777778,0.4019607843137255,0.3825380504131317
PU-G,5,0.4,0.4,1800,1200,311,0,311,0.20381734904367477,0.01770000000000005,1.8109782499959692,1,308,0.26366559485530544,0.37942122186495175,0.5589002966880798
MaxLoss,5,0.4,0.5,1500,1500,295,0,295,0.23231585382018238,0.02080000000000004,0.5812379590352066,1,292,0.2677966101694915,0.3898305084745763,0.49064284563064575
PU-C,5,0.4,0.5,1500,1500,275,0,275,0.2180251648533158,0.0363,0.9467065409990028,1,272,0.2872727272727273,0.4254545454545455,0.505338728427887
PU-F,5,0.4,0.5,1500,1500,285,0,285,0.2251785016269423,0.01880000000000004,1.534552833007183,1,282,0.2771929824561403,0.40350877192982454,0.5764559507369995
PU-G,5,0.4,0.5,1500,1500,287,0,287,0.2266072312486358,0.020199999999999996,1.4486432919511572,1,284,0.25435540069686413,0.41114982578397213,0.5610796213150024
MaxLoss,5,0.4,0.6,1200,1800,187,0,187,0.19205072324257344,0.02429999999999999,0.45922829204937443,1,184,0.29411764705882354,0.44919786096256686,0.6344947814941406
PU-C,5,0.4,0.6,1200,1800,197,0,197,0.20115190133219585,0.034399999999999986,0.5759625000064261,1,194,0.2639593908629442,0.40609137055837563,0.462703675031662
PU-F,5,0.4,0.6,1200,1800,212,0,212,0.21474302763817832,0.020499999999999963,0.7668647919781506,1,209,0.25943396226415094,0.4009433962264151,0.6125960350036621
PU-G,5,0.4,0.6,1200,1800,224,0,224,0.2255670137819834,0.027900000000000036,0.7672352910158224,1,221,0.24553571428571427,0.42857142857142855,0.6768330335617065
MaxLoss,5,0.4,0.7,900,2100,124,0,124,0.17743394314311445,0.03369999999999995,0.4076366249937564,1,121,0.3548387096774194,0.5241935483870968,0.3973648250102997
PU-C,5,0.4,0.7,900,2100,154,0,154,0.21435099828522652,0.04930000000000001,0.36323829198954627,1,151,0.2922077922077922,0.461038961038961,0.6578413844108582
PU-F,5,0.4,0.7,900,2100,167,0,167,0.2301632518065162,0.02639999999999998,0.6047805409762077,1,164,0.2754491017964072,0.46107784431137727,0.6262338161468506
PU-G,5,0.4,0.7,900,2100,212,0,212,0.2841905652312562,0.021399999999999975,0.7192818330368027,1,209,0.2169811320754717,0.41509433962264153,0.6345738768577576
MaxLoss,5,0.4,0.8,600,2400,72,0,72,0.16587713174521923,0.059599999999999986,0.39308008301304653,1,69,0.3055555555555556,0.4861111111111111,0.6726433634757996
PU-C,5,0.4,0.8,600,2400,89,0,89,0.19825265364488587,0.06730000000000003,0.2891140830470249,1,86,0.24719101123595505,0.4157303370786517,0.8159522414207458
PU-F,5,0.4,0.8,600,2400,91,0,91,0.20202032779343426,0.06640000000000001,0.3141321669681929,1,88,0.24175824175824176,0.4175824175824176,0.7252370715141296
PU-G,5,0.4,0.8,600,2400,92,0,92,0.20390120532829314,0.05679999999999996,0.33544079202692956,1,89,0.1956521739130435,0.34782608695652173,0.7898460030555725
MaxLoss,6,0.0,0.0,3000,0,92,0,92,0.041701713809743524,0.013000000000000012,0.11848562496015802,1,89,0.0,0.21739130434782608,0.8276789784431458
PU-C,6,0.0,0.0,3000,0,115,0,115,0.05059218790847808,0.01739999999999997,0.19218583300244063,1,112,0.0,0.21739130434782608,0.8623723387718201
PU-F,6,0.0,0.0,3000,0,134,0,134,0.0578422054531984,0.006700000000000039,0.36814316699746996,1,131,0.0,0.2462686567164179,0.7825992107391357
PU-G,6,0.0,0.0,3000,0,152,0,152,0.06464810745092109,0.0047000000000000375,0.43260516703594476,1,149,0.0,0.2631578947368421,0.6426711678504944
MaxLoss,6,0.0,0.1,2700,300,69,0,69,0.03624958673026413,0.009299999999999975,0.22584833402652293,1,66,0.0,0.2463768115942029,0.9205164909362793
PU-C,6,0.0,0.1,2700,300,66,0,66,0.0349194910377264,0.010700000000000043,0.12805816699983552,1,63,0.0,0.25757575757575757,0.9153321385383606
PU-F,6,0.0,0.1,2700,300,79,0,79,0.04065049049677327,0.006199999999999983,0.1637009999831207,1,76,0.0,0.2911392405063291,0.9148101210594177
PU-G,6,0.0,0.1,2700,300,59,0,59,0.03179569693747908,0.0031999999999999806,0.12754395802039653,1,56,0.0,0.288135593220339,0.9073106050491333
MaxLoss,6,0.0,0.2,2400,600,62,0,62,0.0372571304324083,0.009199999999999986,0.11847091699019074,1,59,0.0,0.2903225806451613,0.9131077527999878
PU-C,6,0.0,0.2,2400,600,42,0,42,0.02705520042218268,0.005099999999999993,0.10546604200499132,1,39,0.0,0.23809523809523808,0.8974909782409668
PU-F,6,0.0,0.2,2400,600,52,0,52,0.032201003341469914,0.007399999999999962,0.12848291703267023,1,49,0.0,0.21153846153846154,0.8684949278831482
PU-G,6,0.0,0.2,2400,600,83,0,83,0.04766377422492951,0.010700000000000043,0.1759930410189554,1,80,0.0,0.27710843373493976,0.8655422925949097
MaxLoss,6,0.0,0.3,2100,900,16,0,16,0.014772376918699592,0.0040000000000000036,0.09878724999725819,1,13,0.0,0.1875,0.6913062930107117
PU-C,6,0.0,0.3,2100,900,35,0,35,0.02670720242895186,0.006099999999999994,0.1244880419690162,1,32,0.0,0.14285714285714285,0.8530154228210449
PU-F,6,0.0,0.3,2100,900,21,0,21,0.01802432123804465,0.0039000000000000146,0.11141762498300523,1,18,0.0,0.23809523809523808,0.729252278804779
PU-G,6,0.0,0.3,2100,900,53,0,53,0.037355240201577544,0.008499999999999952,0.15128733299206942,1,50,0.0,0.2641509433962264,0.8923598527908325
MaxLoss,6,0.0,0.4,1800,1200,20,0,20,0.020266207866370678,0.00660000000000005,0.12421999999787658,1,17,0.0,0.2,0.829317033290863
PU-C,6,0.0,0.4,1800,1200,33,0,33,0.02971941459691152,0.008600000000000052,0.14340866694692522,1,30,0.0,0.21212121212121213,0.8446689248085022
PU-F,6,0.0,0.4,1800,1200,26,0,26,0.024695796193554997,0.0037000000000000366,0.13928766699973494,1,23,0.0,0.2692307692307692,0.8046227097511292
PU-G,6,0.0,0.4,1800,1200,35,0,35,0.03113263612613082,0.007099999999999995,0.15026058396324515,1,32,0.0,0.17142857142857143,0.8404598236083984
MaxLoss,6,0.0,0.5,1500,1500,32,0,32,0.03477253299206495,0.009099999999999997,0.15486291697015986,1,29,0.0,0.28125,0.8357314467430115
PU-C,6,0.0,0.5,1500,1500,28,0,28,0.03134069964289665,0.0043999999999999595,0.1570808329852298,1,25,0.0,0.25,0.8666123747825623
PU-F,6,0.0,0.5,1500,1500,26,0,26,0.02960471750702709,0.0046000000000000485,0.15925491700181738,1,23,0.0,0.3076923076923077,0.8469341397285461
PU-G,6,0.0,0.5,1500,1500,36,0,36,0.03815845097415149,0.0046000000000000485,0.17230191599810496,1,33,0.0,0.2777777777777778,0.8232629895210266
MaxLoss,6,0.0,0.6,1200,1800,10,0,10,0.018649740784894675,0.0048000000000000265,0.16618462500628084,1,7,0.0,0.1,0.7099832892417908
PU-C,6,0.0,0.6,1200,1800,15,0,15,0.024623136851005256,0.005199999999999982,0.17295495799044147,1,12,0.0,0.26666666666666666,0.7536816596984863
PU-F,6,0.0,0.6,1200,1800,12,0,12,0.02108020952437073,0.006700000000000039,0.17128766601672396,1,9,0.0,0.25,0.6565669775009155
PU-G,6,0.0,0.6,1200,1800,18,0,18,0.0280719343572855,0.007499999999999951,0.1787374169798568,1,15,0.0,0.1111111111111111,0.7756962776184082
MaxLoss,6,0.0,0.7,900,2100,15,0,15,0.03276355308480561,0.0046000000000000485,0.1957961249863729,1,12,0.0,0.26666666666666666,0.774283766746521
PU-C,6,0.0,0.7,900,2100,21,0,21,0.041832362359855324,0.0046000000000000485,0.20067062496673316,1,18,0.0,0.23809523809523808,0.8222327828407288
PU-F,6,0.0,0.7,900,2100,15,0,15,0.03276355308480561,0.0028000000000000247,0.1965572499902919,1,12,0.0,0.26666666666666666,0.7398213744163513
PU-G,6,0.0,0.7,900,2100,14,0,14,0.03120950743323192,0.005199999999999982,0.19517220795387402,1,11,0.0,0.21428571428571427,0.7422184944152832
MaxLoss,6,0.0,0.8,600,2400,6,0,6,0.026965588273014873,0.0044999999999999485,0.20608054095646366,1,3,0.0,0.0,0.5434958934783936
PU-C,6,0.0,0.8,600,2400,8,0,8,0.03213391738245264,0.0026000000000000467,0.20826479198876768,1,5,0.0,0.125,0.5802131295204163
PU-F,6,0.0,0.8,600,2400,9,0,9,0.03463902446674183,0.0030999999999999917,0.2111922079930082,1,6,0.0,0.0,0.6585872769355774
PU-G,6,0.0,0.8,600,2400,8,0,8,0.03213391738245264,0.0027000000000000357,0.20843400002922863,1,5,0.0,0.0,0.6018061637878418
MaxLoss,6,0.4,0.0,3000,0,478,0,478,0.18283396633341908,0.012199999999999989,0.7514710419927724,1,475,0.33472803347280333,0.4497907949790795,0.39305809140205383
PU-C,6,0.4,0.0,3000,0,505,0,505,0.19237787678139284,0.01859999999999995,2.9235069580026902,1,502,0.31683168316831684,0.4297029702970297,0.5996277332305908
PU-F,6,0.4,0.0,3000,0,513,0,513,0.19520097953500226,0.01970000000000005,5.596865208004601,1,510,0.3060428849902534,0.4074074074074074,0.7367973923683167
PU-G,6,0.4,0.0,3000,0,539,0,539,0.20436182245612144,0.029000000000000026,5.690834415960126,1,536,0.2894248608534323,0.44155844155844154,0.4024597406387329
MaxLoss,6,0.4,0.1,2700,300,468,0,468,0.19892514165258035,0.018299999999999983,0.8984992500045337,1,465,0.29914529914529914,0.41025641025641024,0.38911551237106323
PU-C,6,0.4,0.1,2700,300,466,0,466,0.19813961570616812,0.016100000000000003,2.621082541998476,1,463,0.30257510729613735,0.388412017167382,0.5160730481147766
PU-F,6,0.4,0.1,2700,300,501,0,501,0.21186284010764211,0.023299999999999987,4.817735916003585,1,498,0.27944111776447106,0.3652694610778443,0.5011179447174072
PU-G,6,0.4,0.1,2700,300,508,0,508,0.21460168954217806,0.01200000000000001,5.052616792032495,1,505,0.2618110236220472,0.41141732283464566,0.43217140436172485
MaxLoss,6,0.4,0.2,2400,600,443,0,443,0.21235329669434577,0.018199999999999994,0.8232471250230446,1,440,0.27765237020316025,0.3972911963882618,0.5161331295967102
PU-C,6,0.4,0.2,2400,600,419,0,419,0.20173710939707235,0.01870000000000005,2.141638041997794,1,416,0.3031026252983294,0.38663484486873506,0.5487056374549866
PU-F,6,0.4,0.2,2400,600,444,0,444,0.21279497648356482,0.03190000000000004,4.100808874994982,1,441,0.27927927927927926,0.38963963963963966,0.7331302165985107
PU-G,6,0.4,0.2,2400,600,498,0,498,0.23657200194429606,0.023299999999999987,4.5637944170157425,1,495,0.25502008032128515,0.3755020080321285,0.4419563114643097
MaxLoss,6,0.4,0.3,2100,900,398,0,398,0.21943517884938046,0.03149999999999997,0.7432954579708166,1,395,0.2613065326633166,0.39195979899497485,0.3905225992202759
PU-C,6,0.4,0.3,2100,900,371,0,371,0.20575245609506965,0.01759999999999995,1.7214168750215322,1,368,0.2803234501347709,0.40431266846361186,0.8665190935134888
PU-F,6,0.4,0.3,2100,900,373,0,373,0.20676783029921353,0.01090000000000002,2.7864115000120364,1,370,0.2761394101876676,0.40214477211796246,0.532216489315033
PU-G,6,0.4,0.3,2100,900,374,0,374,0.20727540442021564,0.01739999999999997,2.787659250025172,1,371,0.27807486631016043,0.37433155080213903,0.5409951210021973
MaxLoss,6,0.4,0.4,1800,1200,321,0,321,0.20976919040549546,0.012499999999999956,0.6116413329727948,1,318,0.29595015576323985,0.4143302180685358,0.42471444606781006
PU-C,6,0.4,0.4,1800,1200,318,0,318,0.20798480522353202,0.01739999999999997,1.3913243330316618,1,315,0.29874213836477986,0.4119496855345912,0.5211613774299622
PU-F,6,0.4,0.4,1800,1200,333,0,333,0.21689697972033173,0.03810000000000002,2.0066758330212906,1,330,0.27927927927927926,0.4174174174174174,0.5837362408638
PU-G,6,0.4,0.4,1800,1200,358,0,358,0.231698602787219,0.010000000000000009,1.8559576660045423,1,355,0.25977653631284914,0.4134078212290503,0.3509378433227539
MaxLoss,6,0.4,0.5,1500,1500,293,0,293,0.23088963312329724,0.025599999999999956,0.5743239999865182,1,290,0.2832764505119454,0.44368600682593856,0.5809805989265442
PU-C,6,0.4,0.5,1500,1500,283,0,283,0.22374913282692432,0.008000000000000007,0.9805369169916958,1,280,0.29328621908127206,0.44876325088339225,0.2910919487476349
PU-F,6,0.4,0.5,1500,1500,285,0,285,0.2251785016269423,0.03959999999999997,1.234483750013169,1,282,0.28771929824561404,0.43508771929824563,0.3158992528915405
PU-G,6,0.4,0.5,1500,1500,319,0,319,0.24938371306052431,0.023700000000000054,1.3298456670017913,1,316,0.2601880877742947,0.4231974921630094,0.398892879486084
MaxLoss,6,0.4,0.6,1200,1800,211,0,211,0.21383911522570997,0.021700000000000053,0.4863798749865964,1,208,0.27488151658767773,0.4075829383886256,0.6790947914123535
PU-C,6,0.4,0.6,1200,1800,207,0,207,0.2102204326656647,0.027900000000000036,0.6190282499883324,1,204,0.28019323671497587,0.4057971014492754,0.4599127471446991
PU-F,6,0.4,0.6,1200,1800,233,0,233,0.2336581929703243,0.02510000000000001,0.7904878330300562,1,230,0.24892703862660945,0.39914163090128757,0.5709145069122314
PU-G,6,0.4,0.6,1200,1800,270,0,270,0.2667009969591163,0.0131,0.8363929170300253,1,267,0.21481481481481482,0.3962962962962963,0.5534382462501526
MaxLoss,6,0.4,0.7,900,2100,166,0,166,0.22895049449289218,0.02059999999999995,0.4769436669885181,1,163,0.26506024096385544,0.4457831325301205,0.6147189736366272
PU-C,6,0.4,0.7,900,2100,159,0,159,0.22044472757261246,0.01859999999999995,0.5224134160089307,1,156,0.2641509433962264,0.4716981132075472,0.6255787014961243
PU-F,6,0.4,0.7,900,2100,167,0,167,0.2301632518065162,0.024399999999999977,0.6150185829610564,1,164,0.2634730538922156,0.47305389221556887,0.5795628428459167
PU-G,6,0.4,0.7,900,2100,184,0,184,0.25069488561712205,0.035699999999999954,0.6402679170132615,1,181,0.23369565217391305,0.43478260869565216,0.6016175150871277
MaxLoss,6,0.4,0.8,600,2400,110,0,110,0.2374467962072231,0.05689999999999995,0.4107450000010431,1,107,0.34545454545454546,0.5181818181818182,0.6548990607261658
PU-C,6,0.4,0.8,600,2400,123,0,123,0.2613484975299798,0.0635,0.3355601250077598,1,120,0.3170731707317073,0.4634146341463415,0.686237633228302
