method,dataset,seed,noise_rate,pretrain_fraction,es_budget,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,hit_limit,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
PU-F,mnist,0,0.0,0.2,100,100,800,200,104,54,158,0.24584490852430463,0.11580000000000001,0.5120370909227326,0.07058749999999998,0.1835489657494051,178.1674113782934,1.2164686573669314,0,0,101,0.0,0.0,0.6142247319221497
PU-F,mnist,0,0.0,0.2,200,159,800,200,163,0,163,0.25264931470155716,0.09409999999999996,0.40105809406799103,0.0012374999999999925,0.05733065587622049,245.43209553903176,1.784195201471448,1,0,160,0.0,0.0,0.5875923037528992
PU-G,mnist,0,0.0,0.2,50,50,800,200,54,249,303,0.43745840090559795,0.2801,0.6993786091886204,0.30913750000000007,0.4690256347188314,84.33944142584063,0.7119481563568115,0,0,51,0.0,0.0,0.5979870557785034
PU-G,mnist,0,0.0,0.2,100,100,800,200,104,211,315,0.45287561271106824,0.25970000000000004,0.7065219316417919,0.261275,0.41738655591117746,136.4700832578324,1.3627572925761342,0,0,101,0.0,0.0,0.5880104303359985
PU-G,mnist,0,0.0,0.2,200,200,800,200,204,66,270,0.39475013449555263,0.13729999999999998,0.5638265823412711,0.08171250000000001,0.199314650526563,215.8914040146334,2.448816057294607,0,1,201,0.0,0.0,0.5906935334205627
GREATS,mnist,0,0.0,0.2,50,50,800,200,54,183,237,,0.2734,0.637399679781244,0.19611250000000002,0.34363350743003646,134.3687091030334,0.5344023015350103,0,0,51,0.0,0.0,0.6181893348693848
GREATS,mnist,0,0.0,0.2,100,100,800,200,104,38,142,,0.10919999999999996,0.48132783421848313,0.047512500000000006,0.1489698679199331,189.9695374703839,1.0189624316990376,0,0,101,0.0,0.0,0.6176351308822632
GREATS,mnist,0,0.0,0.2,200,180,800,200,184,0,184,,0.08089999999999997,0.4249735021195239,0.0009874999999999877,0.05637029045683056,275.43114179232344,1.7373661631718278,1,0,181,0.0,0.0,0.5892327427864075
MaxLoss,mnist,0,0.0,0.4,50,50,600,400,54,131,185,0.3724246163619682,0.25449999999999995,0.6760979872506381,0.2060666666666667,0.3551960034757797,121.94954558922713,0.4044825844466686,0,0,51,0.0,0.0,0.5774551033973694
MaxLoss,mnist,0,0.0,0.4,100,100,600,400,104,18,122,0.25951867370167747,0.12080000000000002,0.5121672239678634,0.029999999999999985,0.12013966523799996,199.59470817348654,0.7730109747499228,0,0,101,0.0,0.0,0.5822791457176208
MaxLoss,mnist,0,0.0,0.4,200,120,600,400,124,0,124,0.26317692024167627,0.10560000000000003,0.44934183070191047,0.0009000000000000041,0.05602222259309981,228.04766594636928,0.9664208777248859,1,0,121,0.0,0.0,0.5818294286727905
