method,noise_rate,pretrain_fraction,step,n,compression_size_mean,compression_size_se,remaining_bad_mean,remaining_bad_se,effective_compression_size_mean,effective_compression_size_se,certified_bound_mean,certified_bound_se,test_error_mean,test_error_se,runtime_sec_mean,runtime_sec_se,stop_reached_mean,stop_reached_se,hit_limit_mean,hit_limit_se,train_calls_mean,train_calls_se,noise_hit_rate_mean,noise_hit_rate_se,duplicate_hit_rate_mean,duplicate_hit_rate_se,pairwise_feature_cosine_mean,pairwise_feature_cosine_se
PU-C,0.0,0.0,15,10,19.0,0.0,312.3,48.60796688244062,331.3,48.60796688244062,0.12989259460591712,0.01747843414168565,0.07986,0.009749384026126417,0.041810800204984844,0.0013565673085983705,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.06842105263157894,0.015789473684210523,0.7333612203598022,0.011237127193046582
PU-C,0.0,0.0,20,10,24.0,0.0,281.9,45.02232779410678,305.9,45.02232779410678,0.12072467168909498,0.016286583527139235,0.07239999999999999,0.009192581550117221,0.05333082489669323,0.0017090928909819902,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.06666666666666667,0.0198373011903968,0.7673750758171082,0.00746433693720439
PU-C,0.0,0.0,25,10,29.0,0.0,235.9,42.6943790211311,264.9,42.6943790211311,0.10581615401315503,0.01552048102989057,0.06329000000000001,0.008367124157478877,0.064855812699534,0.0020447521981601536,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.07586206896551724,0.03160397031004028,0.7849820375442504,0.01180952040373722
PU-C,0.0,0.0,30,10,34.0,0.0,218.5,37.606515392947536,252.5,37.606515392947536,0.10142751396633684,0.013636281388782586,0.05922999999999999,0.00732573924976555,0.07653067510109395,0.0023466293633401724,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0911764705882353,0.04192824466733941,0.8012650907039642,0.010409560525830766
PU-C,0.0,0.0,35,10,39.0,0.0,186.2,33.40086492559403,225.2,33.40086492559403,0.09140044032828883,0.012284137687686613,0.05353000000000001,0.006502974533071599,0.08800053750746883,0.0027721323600562895,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.08717948717948718,0.039204598089503294,0.8061174333095551,0.01533091463432142
PU-C,0.0,0.0,40,10,44.0,0.0,167.7,31.502751202606625,211.7,31.502751202606625,0.08653978687361814,0.011446672354394706,0.049980000000000004,0.006263204717501523,0.0992279751051683,0.0031360910743844744,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.09545454545454546,0.03769653122613554,0.8160570502281189,0.013142371199305359
PU-C,0.0,0.0,45,10,49.0,0.0,150.7,26.662103776292255,199.7,26.662103776292255,0.08211331677739508,0.009860510973535677,0.04626999999999999,0.005202073304622566,0.11045029170927592,0.0034670579715382283,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.09183673469387756,0.03431836260035221,0.8133378267288208,0.015492003148066327
PU-C,0.0,0.0,5,10,9.0,0.0,435.3,47.145413350611314,444.3,47.145413350611314,0.17046631636330858,0.016811168124647752,0.10769000000000002,0.011449089726067991,0.018217254109913483,0.0007154208111796613,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.1,0.02592592592592592,0.6065796911716461,0.0211347758580042
PU-C,0.0,0.0,50,10,54.0,0.0,129.7,29.138767609111017,183.7,29.138767609111017,0.07616599296452478,0.010640380360857182,0.04272,0.005954509029112115,0.12186096259974874,0.003754828172406126,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.09629629629629628,0.03193214112685818,0.8219438195228577,0.011787721170330716
PU-C,0.0,0.0,55,10,59.0,0.0,117.9,20.958928089639187,176.9,20.958928089639187,0.07373284746427089,0.007804226998100413,0.03963,0.004171411964524457,0.13362212521024047,0.004417492187783435,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.09491525423728814,0.030654598793786517,0.8129157423973083,0.014829157762590554
PU-C,0.0,0.0,60,10,64.0,0.0,103.3,25.016461247213467,167.3,25.016461247213467,0.07009846054716036,0.009190194483489454,0.03789,0.0051894861659577286,0.1455550001061056,0.00539547098370732,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0984375,0.029467385749615906,0.8237201273441315,0.012243746598336288
PU-C,0.0,0.0,65,10,69.0,0.0,87.8,17.92130947596557,156.8,17.92130947596557,0.06625682564917952,0.0066871683087986,0.033579999999999985,0.0035654141102791663,0.15771507920580916,0.0063105710754042775,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.10579710144927537,0.028989532731743956,0.8125325202941894,0.013902433400586339
PU-C,0.0,0.0,70,10,74.0,0.0,80.2,22.669509625632987,154.2,22.669509625632987,0.06520925025106408,0.008362310460007537,0.033470000000000014,0.004732090212345678,0.16943821670720355,0.0073062112733141135,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.11621621621621621,0.029067145594417438,0.8238934278488159,0.01293212308601785
PU-C,0.0,0.0,75,10,79.0,0.0,66.6,15.068141520734693,145.6,15.068141520734693,0.06208279964048415,0.005642999310249492,0.029930000000000002,0.0032149321748504915,0.18135161669342778,0.008253503662525771,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.1278481012658228,0.030040890314476893,0.8147682249546051,0.01247837614977202
PU-C,0.0,0.0,80,10,84.0,0.0,58.7,17.989533994334966,142.7,17.989533994334966,0.060947160358773546,0.006678560122387038,0.02941999999999998,0.004028393669386788,0.19351657091174274,0.009509255425347678,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.13214285714285717,0.029238788920299432,0.8248493611812592,0.011827977649615153
PU-C,0.0,0.0,85,10,89.0,0.0,49.2,12.270832625919617,138.2,12.270832625919617,0.05932776974514127,0.00460942873333789,0.026349999999999995,0.002891183917436676,0.20510675840778275,0.01056265047090144,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.13595505617977527,0.028594714601687474,0.8163712739944458,0.011253655978943521
PU-C,0.0,0.0,90,10,94.0,0.0,40.6,15.502114551104166,134.6,15.502114551104166,0.05791082862997428,0.0057882498937421,0.025670000000000016,0.003561430736219492,0.217265545995906,0.011824714694743905,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.14042553191489357,0.0280478296926031,0.8244112193584442,0.011326021342928785
PU-C,0.0,0.0,95,10,99.0,0.0,33.6,10.654367909714567,132.6,10.654367909714567,0.05722428198787384,0.004014360765954395,0.02337999999999999,0.002669240424623543,0.23493869190569966,0.012687797725279113,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.13838383838383841,0.027355736830908552,0.8175450265407562,0.010026203320054375
PU-C,0.0,0.0,98,1,102.0,0.0,0.0,0.0,102.0,0.0,0.0455846541444771,0.0,0.019399999999999973,0.0,0.2260477080126293,0.0,1.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.049019607843137254,0.0,0.8123669028282166,0.0
PU-C,0.4,0.0,0,10,4.0,0.0,522.0,23.258451271646514,526.0,23.258451271646514,0.19970385972992516,0.008212804830152994,0.131,0.009070354642092745,0.01103943320340477,0.0006862091255634827,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.040824829046386304,0.6019481837749481,0.01928984015042655
PU-C,0.4,0.0,10,10,14.0,0.0,524.8,51.18307011763427,538.8,51.18307011763427,0.20391652650432662,0.018026788738734263,0.1303,0.017230077061799676,0.07259159150416963,0.005764176798094644,0.0,0.0,0.0,0.0,11.0,0.0,0.42857142857142855,0.02608202654786505,0.4714285714285714,0.03229680944345366,0.6619940459728241,0.011247838449950238
PU-C,0.4,0.0,100,10,104.0,0.0,489.7,17.994474460542357,593.7,17.994474460542357,0.2235265138966497,0.006313631697030489,0.13884000000000002,0.00512703509729443,0.6233563914895057,0.014641601976314296,0.0,0.0,0.0,0.0,101.0,0.0,0.3134615384615384,0.015583648437363101,0.3769230769230769,0.018512216766914936,0.7954995930194855,0.01631855279452433
PU-C,0.4,0.0,105,10,109.0,0.0,468.6,35.60936206486528,577.6,35.60936206486528,0.2177555785048753,0.012511354300451806,0.12054999999999998,0.010248742470284946,0.6527026374940761,0.014103667979172422,0.0,0.0,0.0,0.0,106.0,0.0,0.31009174311926613,0.013662573641399802,0.3779816513761468,0.01755681968734841,0.7822703659534455,0.01907322989974081
PU-C,0.4,0.0,110,10,114.0,0.0,484.9,19.555306185278713,598.9,19.555306185278713,0.22534089357359335,0.006857816131591031,0.13878000000000001,0.005419118419488952,0.6864294956962113,0.013511173584522362,0.0,0.0,0.0,0.0,111.0,0.0,0.31140350877192985,0.01193111448134688,0.38245614035087716,0.016499106408965947,0.7938399136066436,0.01604754251499801
PU-C,0.4,0.0,115,10,119.0,0.0,456.7,35.59183739130208,575.7,35.59183739130208,0.21708779741893522,0.012510939802067259,0.11804999999999999,0.01050221405228441,0.724102712405147,0.01497943173345758,0.0,0.0,0.0,0.0,116.0,0.0,0.3109243697478991,0.012775074791026755,0.3831932773109244,0.016581118864928558,0.7830067038536072,0.01844011078092286
PU-C,0.4,0.0,120,10,124.0,0.0,476.6,18.930398833622075,600.6,18.930398833622075,0.22593961419188419,0.006635379697466566,0.13673000000000002,0.0050974950275165095,0.7563664955960121,0.015460200504684812,0.0,0.0,0.0,0.0,121.0,0.0,0.31451612903225806,0.013654220536774507,0.3879032258064516,0.01772767429440596,0.7923659324645996,0.014995738046664691
PU-C,0.4,0.0,125,10,129.0,0.0,487.8,25.517227296257893,616.8,25.517227296257893,0.23157465235562996,0.008926261952109849,0.13233,0.007198148681740634,0.7904137125005946,0.01579834503502653,0.0,0.0,0.0,0.0,126.0,0.0,0.3147286821705426,0.013236432532160926,0.389922480620155,0.018919599491457863,0.7760900855064392,0.018619070086077827
PU-C,0.4,0.0,130,10,134.0,0.0,451.6,28.166252462437697,585.6,28.166252462437697,0.2206193455029279,0.009927209285062412,0.12482000000000001,0.00889956053846356,0.8280417289992329,0.016687532329135488,0.0,0.0,0.0,0.0,131.0,0.0,0.3111940298507462,0.011617208386901112,0.3888059701492538,0.017214577389846723,0.7375996887683869,0.0199557472921866
PU-C,0.4,0.0,135,10,139.0,0.0,410.9,30.300146680979758,549.9,30.300146680979758,0.20806884111952967,0.01066385190874245,0.10418999999999998,0.007948758812963608,0.8637105956033337,0.016614507365420018,0.0,0.0,0.0,0.0,136.0,0.0,0.30719424460431655,0.010289418682458005,0.3841726618705036,0.01637733436831067,0.693072783946991,0.019901274016041512
PU-C,0.4,0.0,140,10,144.0,0.0,419.7,19.067161998227913,563.7,19.067161998227913,0.2129977397620678,0.006691076319089208,0.11931,0.006161717834067597,0.8988124500028789,0.017101422131660934,0.0,0.0,0.0,0.0,141.0,0.0,0.30555555555555564,0.01095570330203633,0.38333333333333336,0.01706695239922848,0.6627817630767823,0.013721784882592342
PU-C,0.4,0.0,145,10,149.0,0.0,390.4,24.480922277470583,539.4,24.480922277470583,0.20441884948522784,0.008617288556420436,0.10643999999999998,0.008455704189086399,0.9332375206868164,0.01742456355515622,0.0,0.0,0.0,0.0,146.0,0.0,0.30134228187919465,0.0110257015931558,0.3778523489932886,0.01610272117487974,0.668415367603302,0.022254060833980256
PU-C,0.4,0.0,15,10,19.0,0.0,514.5,33.41997074272275,533.5,33.41997074272275,0.20226628935779445,0.011775152816943005,0.12250000000000001,0.010662092769349844,0.10278083318262361,0.006052091394207011,0.0,0.0,0.0,0.0,16.0,0.0,0.4473684210526315,0.02631578947368421,0.4789473684210527,0.02877406924009952,0.6898952662944794,0.015532366487533165
PU-C,0.4,0.0,150,10,154.0,0.0,418.6,28.202915530924177,572.6,28.202915530924177,0.21606751615763642,0.009887481968055294,0.11648,0.008848864333913138,0.9684869457909372,0.01925937119972327,0.0,0.0,0.0,0.0,151.0,0.0,0.2987012987012987,0.010647942749999001,0.3746753246753246,0.015995363451811528,0.6516783237457275,0.016341078894028176
PU-C,0.4,0.0,155,10,159.0,0.0,352.2,24.91353938011306,511.2,24.91353938011306,0.1944728194794152,0.008797491828973773,0.09565,0.007175393910983405,1.004795400099829,0.021154917690484942,0.0,0.0,0.0,0.0,156.0,0.0,0.30188679245283023,0.011211523653770174,0.37672955974842764,0.016678199667252668,0.6431352138519287,0.026682462460005378
PU-C,0.4,0.0,160,10,164.0,0.0,363.6,26.249317451443694,527.6,26.249317451443694,0.20025108043919318,0.009237395082058333,0.09938000000000001,0.007830237686189496,1.0406472958042285,0.02294280778359066,0.0,0.0,0.0,0.0,161.0,0.0,0.3030487804878049,0.01008302175188005,0.37865853658536586,0.016648066162378235,0.5954754471778869,0.012531860238626067
PU-C,0.4,0.0,165,10,169.0,0.0,356.2,26.96573958027317,525.2,26.96573958027317,0.19939793483936227,0.00950114008020849,0.10294999999999999,0.008693985788399293,1.0771979541052132,0.024138719171072905,0.0,0.0,0.0,0.0,166.0,0.0,0.3005917159763313,0.009115755430604614,0.37455621301775144,0.015581854043392506,0.5750657141208648,0.024587851505100296
PU-C,0.4,0.0,170,10,174.0,0.0,346.8,24.354237596132812,520.8,24.35423759613281,0.19786798977293074,0.008569769728011937,0.09345,0.006499918802911657,1.1128214498865419,0.02334054879590541,0.0,0.0,0.0,0.0,171.0,0.0,0.3,0.00868642455843267,0.3735632183908046,0.015035568483025733,0.5650378316640854,0.016049266026192544
PU-C,0.4,0.0,175,10,179.0,0.0,307.0,19.75123062270073,486.0,19.75123062270073,0.18560179734486154,0.006995347627704982,0.08604999999999999,0.0063547226532713495,1.1502256999898237,0.022602341393074647,0.0,0.0,0.0,0.0,176.0,0.0,0.30055865921787706,0.00856610800744879,0.37206703910614525,0.013840524525930757,0.5184151291847229,0.023513716486154912
PU-C,0.4,0.0,180,10,184.0,0.0,288.5,24.536707195546835,472.5,24.536707195546835,0.18078709968249312,0.00869884992140103,0.07941000000000001,0.00776225124847454,1.1887988873990252,0.024065050314562342,0.0,0.0,0.0,0.0,181.0,0.0,0.3016304347826087,0.008994341729932177,0.3722826086956522,0.014633600019387237,0.5105044573545456,0.014095715614197634
PU-C,0.4,0.0,185,10,189.0,0.0,269.3,25.31009899449449,458.3,25.31009899449449,0.17574538703192957,0.008981736758910248,0.07381000000000001,0.00864161057519565,1.2319442123873159,0.029092816310323046,0.0,0.0,0.0,0.0,186.0,0.0,0.3015873015873015,0.008923534843508654,0.37195767195767193,0.013820905254649076,0.48861627876758573,0.01752951612285928
PU-C,0.4,0.0,190,10,194.0,0.0,270.3,16.339488636089225,464.3,16.339488636089225,0.17793785210815258,0.005788103396905671,0.07332,0.005554793725543138,1.2696249789965806,0.03007494428977609,0.0,0.0,0.0,0.0,191.0,0.0,0.29999999999999993,0.008480386721136126,0.37371134020618557,0.013858003471772656,0.49172999560832975,0.011170768174303819
PU-C,0.4,0.0,195,10,199.0,0.0,253.4,24.671711195888566,452.4,24.671711195888566,0.17365437023690902,0.008768790159225152,0.06853000000000001,0.00801006380887332,1.311105529096676,0.030828581318661553,0.0,0.0,0.0,0.0,196.0,0.0,0.30301507537688444,0.007567408373920611,0.3783919597989949,0.012823646261590086,0.4587801396846771,0.016527037004631037
PU-C,0.4,0.0,20,10,24.0,0.0,523.7,27.888289059507876,547.7,27.888289059507876,0.2073072533181403,0.009854180327685768,0.13711,0.008693080901242984,0.1324075291864574,0.006584010682731684,0.0,0.0,0.0,0.0,21.0,0.0,0.4375,0.027251967875484142,0.4708333333333333,0.029820709102199836,0.7270139157772064,0.01865018020567389
PU-C,0.4,0.0,200,10,204.0,0.0,291.9,15.708773203390376,495.9,15.708773203390376,0.18912416184321046,0.005568783107324618,0.08557999999999996,0.004890848597125042,1.3467377250024584,0.029884541835722436,0.0,0.0,0.0,0.0,201.0,0.0,0.3024509803921569,0.007381932678481382,0.3779411764705882,0.012666297370119935,0.4470448136329651,0.02292533138595794
PU-C,0.4,0.0,205,10,209.0,0.0,230.2,13.898680992573839,439.2,13.898680992573839,0.16903860514285043,0.004944853633283434,0.059539999999999996,0.005202290094008812,1.3799269248964265,0.029696920827346138,0.0,0.0,0.0,0.0,206.0,0.0,0.3033492822966507,0.008107346109817438,0.3799043062200957,0.013834289277321495,0.4379398047924042,0.020332339095846298
PU-C,0.4,0.0,210,10,214.0,0.0,236.3,24.18036393439933,450.3,24.18036393439933,0.17291533632669598,0.008583564925866462,0.06866999999999998,0.007654251541899229,1.4136395791952965,0.02883143944875103,0.0,0.0,0.0,0.0,211.0,0.0,0.30186915887850463,0.007007614878007472,0.3822429906542056,0.013139624117734046,0.4417886584997177,0.01977849889476589
PU-C,0.4,0.0,215,10,219.0,0.0,229.9,17.93039009304842,448.9,17.93039009304842,0.17246138512273318,0.006379652853365785,0.06324,0.005805882074815741,1.4461505499028136,0.028897944186202007,0.0,0.0,0.0,0.0,216.0,0.0,0.3009132420091324,0.005713340754679895,0.38173515981735157,0.012218345351835297,0.439019450545311,0.015382471536516994
PU-C,0.4,0.0,220,10,224.0,0.0,233.2,26.398568984784845,457.2,26.398568984784845,0.1753486596920993,0.009352198763657794,0.06706,0.00750993712061263,1.48035449560266,0.030427776460522957,0.0,0.0,0.0,0.0,221.0,0.0,0.3013392857142857,0.0062870923137731,0.3830357142857143,0.012446740277575289,0.41645331084728243,0.02071391560418846
PU-C,0.4,0.0,225,10,229.0,0.0,208.4,13.756776108118096,437.4,13.756776108118096,0.1683980312431231,0.0049065174529906,0.05714999999999999,0.0053603741577534555,1.5148992748989258,0.030770194705955385,0.0,0.0,0.0,0.0,226.0,0.0,0.3021834061135371,0.006535646090434831,0.38471615720524016,0.012613462346951924,0.41641232669353484,0.016932282628971104
PU-C,0.4,0.0,230,10,234.0,0.0,208.8,19.93924104205908,442.8,19.93924104205908,0.17028370753396302,0.007078207181887902,0.05571999999999999,0.005541937086133928,1.5578232956933789,0.03258582534483731,0.0,0.0,0.0,0.0,231.0,0.0,0.3004273504273504,0.006560443840267494,0.3833333333333333,0.012710033634583682,0.40606559813022614,0.023008478547743995
PU-C,0.4,0.0,235,10,239.0,0.0,199.9,13.262687845564672,438.9,13.26268784556467,0.16893598402966745,0.004710240988510094,0.05491,0.005112369531070912,1.593940837495029,0.03229739895731909,0.0,0.0,0.0,0.0,236.0,0.0,0.302092050209205,0.00702353043905951,0.3866108786610879,0.012145908539513101,0.4317256808280945,0.013609492673390754
PU-C,0.4,0.0,240,10,244.0,0.0,219.2,19.54527507552088,463.2,19.54527507552088,0.17752702665748074,0.006935840500159289,0.06596,0.007145724440375358,1.6275613375008107,0.03272249570146718,0.0,0.0,0.0,0.0,241.0,0.0,0.30450819672131146,0.007230119465791936,0.39016393442622943,0.012108480768393626,0.4139701336622238,0.014674725678954536
PU-C,0.4,0.0,245,10,249.0,0.0,203.6,19.590360441355386,452.6,19.59036044135539,0.17376545432489365,0.006959430953058378,0.059519999999999997,0.007661937671952758,1.6620167164946906,0.033515345530502755,0.0,0.0,0.0,0.0,246.0,0.0,0.30642570281124504,0.006694778982623822,0.39357429718875503,0.011406376655497078,0.4054438561201096,0.012378753824225914
PU-C,0.4,0.0,25,10,29.0,0.0,567.5,25.008109795735376,596.5,25.008109795735376,0.22446818451862782,0.008778334166408362,0.13952,0.00675387625326704,0.1632186332019046,0.007467848527110609,0.0,0.0,0.0,0.0,26.0,0.0,0.4275862068965517,0.03049769922165885,0.45517241379310347,0.029885057471264364,0.7329658448696137,0.016478613690113542
PU-C,0.4,0.0,250,10,254.0,0.0,232.0,19.540271805228866,486.0,19.540271805228866,0.18560527537483723,0.006905870462595295,0.06692000000000001,0.005468897918634473,1.6979424707009456,0.03463791701605553,0.0,0.0,0.0,0.0,251.0,0.0,0.30669291338582677,0.006467832824331549,0.3937007874015748,0.011619917911379873,0.41288011968135835,0.010492041964753503
PU-C,0.4,0.0,255,10,259.0,0.0,189.6,27.795763066417955,448.6,27.795763066417955,0.1722836598404683,0.00984556135411517,0.05390999999999999,0.008664261845843148,1.7381354498909787,0.03608138278700416,0.0,0.0,0.0,0.0,256.0,0.0,0.3088803088803088,0.00653715577822409,0.3969111969111969,0.01228799821084171,0.41907373666763303,0.01172565241672728
PU-C,0.4,0.0,260,10,264.0,0.0,191.2,25.056292179366398,455.2,25.056292179366398,0.1746562535292469,0.008845993953800682,0.05839000000000001,0.007253956008811865,1.7789955498999916,0.03704558978348401,0.0,0.0,0.0,0.0,261.0,0.0,0.30946969696969695,0.007210248250135977,0.39772727272727265,0.011208253040996034,0.4075506806373596,0.01798968945689029
PU-C,0.4,0.0,265,10,269.0,0.0,186.3,22.053999385347065,455.3,22.053999385347065,0.17470837311120704,0.007820001283661367,0.05130999999999999,0.006541702972298401,1.819443766499171,0.0365245738600121,0.0,0.0,0.0,0.0,266.0,0.0,0.3118959107806692,0.0074648304742646965,0.4014869888475836,0.01127565121792052,0.418091407418251,0.01951910198856945
PU-C,0.4,0.0,270,10,274.0,0.0,175.2,19.76011695871819,449.2,19.76011695871819,0.1725618497177493,0.0069903796939991296,0.051550000000000006,0.005044121991651936,1.858554083504714,0.0361350579691954,0.0,0.0,0.0,0.0,271.0,0.0,0.3116788321167884,0.006971556584863454,0.4032846715328467,0.011192875258162012,0.42511778473854067,0.018927339680002698
PU-C,0.4,0.0,275,10,279.0,0.0,168.6,17.355242563687906,447.6,17.355242563687906,0.17200469610397703,0.00616597783692626,0.04901999999999999,0.005599083258296247,1.8968641789979301,0.035914089846379955,0.0,0.0,0.0,0.0,276.0,0.0,0.31146953405017924,0.007217079240400936,0.4043010752688172,0.011369536203938177,0.42151730358600614,0.018923403952853014
PU-C,0.4,0.0,280,10,284.0,0.0,150.8,18.291953300715466,434.8,18.291953300715466,0.16744812490069308,0.006512470809922832,0.04542999999999999,0.005104704801564058,1.9352721083967481,0.03561472787000891,0.0,0.0,0.0,0.0,281.0,0.0,0.31443661971830983,0.0064511296167423906,0.4080985915492958,0.011189700357009471,0.42711267471313474,0.021683736618875148
PU-C,0.4,0.0,285,10,289.0,0.0,161.3,20.3928364328697,450.3,20.3928364328697,0.17294112832751124,0.007258486970285191,0.05112000000000001,0.00591028858103487,1.9796927707036958,0.03450951539551649,0.0,0.0,0.0,0.0,286.0,0.0,0.3141868512110727,0.006479617949337087,0.40899653979238754,0.010951859257641723,0.4247687220573425,0.019457963227638406
PU-C,0.4,0.0,290,10,294.0,0.0,181.8,19.858835145429182,475.8,19.858835145429182,0.18199065592489205,0.007038255675261401,0.05726000000000001,0.00608734935930428,2.0369908124033826,0.0391764978035776,0.0,0.0,0.0,0.0,291.0,0.0,0.3129251700680272,0.006373455475081721,0.40986394557823125,0.01061469146362634,0.420582976937294,0.01292198847243993
PU-C,0.4,0.0,295,10,299.0,0.0,156.9,26.33985151396601,455.9,26.339851513966014,0.17489066008129156,0.009318411794050274,0.04626,0.008824161275850648,2.0794470000138974,0.041310268215075455,0.0,0.0,0.0,0.0,296.0,0.0,0.31170568561872913,0.006183021013985305,0.4107023411371237,0.010299941549566196,0.42864002883434293,0.015507846300513032
PU-C,0.4,0.0,30,10,34.0,0.0,526.4,30.523288012779865,560.4,30.523288012779865,0.2117494235513732,0.01078679215534944,0.14150999999999997,0.009671578637085737,0.19193117899121717,0.008232714941543883,0.0,0.0,0.0,0.0,31.0,0.0,0.4176470588235294,0.034467442806366565,0.44117647058823534,0.033390953658679216,0.7509865283966064,0.01693005105876077
PU-C,0.4,0.0,300,10,304.0,0.0,165.0,16.845045430498413,469.0,16.845045430498413,0.17960073867579923,0.005967203911792659,0.05641999999999999,0.005651839425256954,2.1225912333931776,0.045704775248843886,0.0,0.0,0.0,0.0,301.0,0.0,0.31184210526315786,0.006237483619880652,0.4111842105263158,0.010664751241919145,0.4274291396141052,0.014821342431760497
PU-C,0.4,0.0,305,10,309.0,0.0,127.1,19.18764069800025,436.1,19.18764069800025,0.16790667886962182,0.0068156914785313365,0.04091999999999999,0.0060352998636724305,2.1609687916992697,0.04695589518432531,0.0,0.0,0.0,0.0,306.0,0.0,0.3100323624595469,0.006504773864803163,0.41035598705501625,0.010400837793479134,0.40585675537586213,0.022256096582029514
PU-C,0.4,0.0,310,10,314.0,0.0,141.9,19.62846572370512,455.9,19.62846572370512,0.17493689905386417,0.0069696897319385855,0.04958999999999999,0.005649689273658234,2.203914533200441,0.04938310346800201,0.0,0.0,0.0,0.0,311.0,0.0,0.31178343949044585,0.006586020114329552,0.4127388535031848,0.010807190312207568,0.42233454883098603,0.02182838766211856
PU-C,0.4,0.0,315,10,319.0,0.0,159.1,23.36543030490415,478.1,23.365430304904148,0.18278240507352167,0.008268213649209448,0.05176000000000001,0.006959121911403602,2.248045087401988,0.05000480552201838,0.0,0.0,0.0,0.0,316.0,0.0,0.3122257053291536,0.007257577995479763,0.41410658307210035,0.011489027025203281,0.42044827044010163,0.020516469387033005
PU-C,0.4,0.0,320,10,324.0,0.0,120.6,17.75399798480456,444.6,17.75399798480456,0.17093622702523134,0.006311260364618787,0.041000000000000016,0.00588255424492154,2.291722691594623,0.05092711131240028,0.0,0.0,0.0,0.0,321.0,0.0,0.31265432098765433,0.007822313541263523,0.4138888888888889,0.011607291154526243,0.43343318700790406,0.025019909603868032
PU-C,0.4,0.0,325,10,329.0,0.0,113.7,23.964812167472175,442.7,23.964812167472168,0.17022175325546413,0.008484670666714215,0.03862000000000002,0.008239333845780381,2.3308880874945315,0.05236636506509975,0.0,0.0,0.0,0.0,326.0,0.0,0.31398176291793317,0.008379973447518627,0.4158054711246201,0.012669097493285172,0.413767446577549,0.03183395611221512
PU-C,0.4,0.0,330,10,334.0,0.0,109.7,16.501885414164715,443.7,16.501885414164715,0.17062323457212186,0.005872355111427368,0.041600000000000005,0.0048181370304760315,2.3743469165987334,0.05137350170053973,0.0,0.0,0.0,0.0,331.0,0.0,0.31826347305389224,0.008746638169503187,0.4203592814371257,0.012727583686171544,0.4385705590248108,0.021771207382603026
PU-C,0.4,0.0,335,10,339.0,0.0,119.1,17.90682675530325,458.1,17.906826755303253,0.17572792411083354,0.006361993653240174,0.04552000000000002,0.0050646443332402185,2.4154973457974847,0.051606963249878346,0.0,0.0,0.0,0.0,336.0,0.0,0.31946902654867254,0.008132776590659672,0.4227138643067847,0.0117834208283886,0.43771329522132874,0.01928893284910186
PU-C,0.4,0.0,340,10,344.0,0.0,101.4,18.466305652307515,445.4,18.46630565230751,0.17121908491826615,0.006542181768887944,0.0382,0.005205339139341026,2.459715354104992,0.05220940325699502,0.0,0.0,0.0,0.0,341.0,0.0,0.3194767441860465,0.007586039738779002,0.42470930232558135,0.011370288982527274,0.4451135843992233,0.021071656176696214
PU-C,0.4,0.0,345,10,349.0,0.0,120.4,22.97206032456722,469.4,22.972060324567227,0.17970152819762006,0.008143343698038864,0.04612000000000003,0.0071590160714382475,2.5049727915844415,0.05594810863907259,0.0,0.0,0.0,0.0,346.0,0.0,0.3214899713467049,0.0076145678808002834,0.42550143266475643,0.011124057303123719,0.45717198848724366,0.025270028172529706
PU-C,0.4,0.0,35,10,39.0,0.0,557.5,23.247580519271246,596.5,23.247580519271246,0.22448048139922322,0.008149969630415206,0.13811,0.0066002600958851125,0.2202268917055335,0.008427939465245591,0.0,0.0,0.0,0.0,36.0,0.0,0.382051282051282,0.03470759060555035,0.4025641025641026,0.03419871627990181,0.7508146166801453,0.01922997094682705
PU-C,0.4,0.0,350,10,354.0,0.0,112.8,19.9715352995763,466.8,19.9715352995763,0.17880218021455221,0.007075517799326381,0.043120000000000006,0.005642847980703833,2.543470854096813,0.05571084386455699,0.0,0.0,0.0,0.0,351.0,0.0,0.32118644067796615,0.007306506868009921,0.4257062146892655,0.010703444130682025,0.4625128507614136,0.01774644019204617
